"date","city_num","pm25"
"20060601.tif",1,7.97728388408232
"20060601.tif",2,5.45110091592512
"20060602.tif",1,9.63937097188284
"20060602.tif",2,8.49274141768105
"20060603.tif",1,8.87718407218978
"20060603.tif",2,9.07998966151833
"20060604.tif",1,9.69151451742861
"20060604.tif",2,7.02154525936159
"20060605.tif",1,10.934834195312
"20060605.tif",2,9.13203098019983
"20060606.tif",1,11.7909443759354
"20060606.tif",2,8.5671315030155
"20060607.tif",1,10.9389279128532
"20060607.tif",2,6.74538187287812
"20060608.tif",1,10.6906492808867
"20060608.tif",2,6.72110960626195
"20060609.tif",1,7.19919616936227
"20060609.tif",2,4.53269797512609
"20060610.tif",1,7.58328711492775
"20060610.tif",2,4.15750680010543
"20060611.tif",1,7.94049200080556
"20060611.tif",2,5.76130300913102
"20060612.tif",1,8.54717777466633
"20060612.tif",2,6.9235481645307
"20060613.tif",1,9.08588074509209
"20060613.tif",2,7.44771888520983
"20060614.tif",1,10.7013848942412
"20060614.tif",2,9.67413584798829
"20060615.tif",1,10.5078774344992
"20060615.tif",2,9.59734170049684
"20060616.tif",1,8.73152649896385
"20060616.tif",2,4.97655596284785
"20060617.tif",1,9.04515685132269
"20060617.tif",2,5.83801631642203
"20060618.tif",1,9.0008457454704
"20060618.tif",2,5.21130114131504
"20060619.tif",1,11.7017298365486
"20060619.tif",2,5.89122594931187
"20060620.tif",1,11.9177154112144
"20060620.tif",2,11.8677898635212
"20060621.tif",1,15.2107380240627
"20060621.tif",2,11.8045546295296
"20060622.tif",1,14.9029749864657
"20060622.tif",2,10.2299660984268
"20060623.tif",1,13.7930747489252
"20060623.tif",2,12.0316188641084
"20060624.tif",1,10.7382840884508
"20060624.tif",2,8.42864258676513
"20060625.tif",1,6.13035370471209
"20060625.tif",2,4.48832186266907
"20060626.tif",1,6.75407428290012
"20060626.tif",2,4.51365462531391
"20060627.tif",1,7.57515620620998
"20060627.tif",2,4.43538314256913
"20060628.tif",1,10.0501410015941
"20060628.tif",2,4.49806569376562
"20060629.tif",1,10.4297961116542
"20060629.tif",2,7.01573805931287
"20060630.tif",1,9.55939406050733
"20060630.tif",2,7.10552656548655
