"date","city_num","pm25"
"20080301.tif",1,5.68717313406378
"20080301.tif",2,11.4513580818807
"20080301.tif",3,8.47624595992419
"20080301.tif",4,8.07098701938254
"20080301.tif",5,9.60043653511902
"20080301.tif",6,9.65672136732369
"20080301.tif",7,9.3842508725498
"20080301.tif",8,7.75476486903118
"20080301.tif",9,4.59408213760032
"20080301.tif",10,3.45653713092882
"20080301.tif",11,4.47214414140452
"20080301.tif",12,4.4625521968987
"20080301.tif",13,12.2025314622851
"20080301.tif",14,21.0873538547092
"20080301.tif",15,9.33514648403218
"20080301.tif",16,12.9274942370227
"20080301.tif",17,12.6234072537198
"20080301.tif",18,7.6363352023322
"20080301.tif",19,5.48949023001059
"20080301.tif",20,7.465373358211
"20080301.tif",21,4.97510694471517
"20080301.tif",22,8.88013002057286
"20080301.tif",23,6.8254462408297
"20080301.tif",24,8.10712225965875
"20080301.tif",25,9.43659366967852
"20080301.tif",26,6.82030972337301
"20080301.tif",27,9.68620652826423
"20080301.tif",28,9.22371183178289
"20080301.tif",29,9.24644551958357
"20080301.tif",30,12.1758980792865
"20080301.tif",31,7.39507798959257
"20080301.tif",32,10.2911176240745
"20080301.tif",33,7.37462606789178
"20080301.tif",34,10.8332651270416
"20080301.tif",35,10.9778791468194
"20080301.tif",36,11.663859268836
"20080302.tif",1,7.60010843158263
"20080302.tif",2,11.4292674734573
"20080302.tif",3,6.47407547503102
"20080302.tif",4,6.99379136327837
"20080302.tif",5,8.34040964490645
"20080302.tif",6,8.21049177745157
"20080302.tif",7,8.50156262802041
"20080302.tif",8,6.70770164665927
"20080302.tif",9,5.03990256004646
"20080302.tif",10,3.93240563172862
"20080302.tif",11,4.24775974439538
"20080302.tif",12,5.68386362972906
"20080302.tif",13,22.8873627861934
"20080302.tif",14,26.9449721936826
"20080302.tif",15,16.733420456157
"20080302.tif",16,19.2520418445559
"20080302.tif",17,24.3180826717335
"20080302.tif",18,9.04683038695105
"20080302.tif",19,8.05934502047743
"20080302.tif",20,8.69567531669462
"20080302.tif",21,6.83964258835728
"20080302.tif",22,6.28288475336397
"20080302.tif",23,9.50861449494506
"20080302.tif",24,8.28781625117218
"20080302.tif",25,9.25843449621241
"20080302.tif",26,7.86017728062858
"20080302.tif",27,7.35837409638951
"20080302.tif",28,5.99271782239278
"20080302.tif",29,16.4883319684437
"20080302.tif",30,8.956337736364
"20080302.tif",31,12.3423073414569
"20080302.tif",32,8.50232103892735
"20080302.tif",33,6.20141334014956
"20080302.tif",34,7.44490474436706
"20080302.tif",35,7.21169051515295
"20080302.tif",36,21.8317139122319
"20080303.tif",1,10.2249096854594
"20080303.tif",2,13.2776950607615
"20080303.tif",3,12.1642718101034
"20080303.tif",4,8.50347404206385
"20080303.tif",5,8.86205849509022
"20080303.tif",6,12.7662199233189
"20080303.tif",7,8.15129121282826
"20080303.tif",8,11.3577426351218
"20080303.tif",9,2.80542040750629
"20080303.tif",10,2.15303509078399
"20080303.tif",11,3.24861893550209
"20080303.tif",12,5.55209276130644
"20080303.tif",13,11.3179040133063
"20080303.tif",14,14.5160608150341
"20080303.tif",15,8.09625128632277
"20080303.tif",16,9.79118368051348
"20080303.tif",17,10.6891403198242
"20080303.tif",18,7.29141595240297
"20080303.tif",19,6.76439945562438
"20080303.tif",20,10.7231656973426
"20080303.tif",21,7.81020305927535
"20080303.tif",22,4.10234767855967
"20080303.tif",23,7.6646025587212
"20080303.tif",24,6.41039790468735
