"ID","LR","bus","cars","oth","rail","NA","total","year","State","Name","Urbanized.Area","share_light","share_rail","share_bus","share_cars","share_oth"
6,0,1083.5,53.8,81,0,0,1218.3,2005,NA,NA,NA,0,0,0.889354017893786,0.0441598949355659,0.0664860871706476
7,0,8348.9,3.3,114.6,0,0,8466.8,2005,NA,NA,NA,0,0,0.986075022440592,0.000389757641611943,0.0135352199177966
11,0,1070.7,0,38,0,0,1108.7,2005,NA,NA,NA,0,0,0.965725624605394,0,0.0342743753946063
12,0,3975.1,90.6,183.6,0,0,4249.3,2005,NA,NA,NA,0,0,0.935471724754665,0.021321158779093,0.0432071164662415
16,0,322.3,0,43,0,0,365.3,2005,NA,NA,NA,0,0,0.882288529975363,0,0.117711470024637
18,0,3066.9,733.4,576.4,0,0,4376.7,2005,NA,NA,NA,0,0,0.700733429296045,0.167569173121301,0.131697397582654
19,0,2869.8,382,117.6,0,0,3369.4,2005,NA,NA,NA,0,0,0.851724342612928,0.11337330088443,0.0349023565026414
20,0,4127.3,289.9,896.9,0,0,5314.1,2005,NA,NA,NA,0,0,0.776669614798367,0.0545529816902203,0.168777403511413
21,0,3382.3,0,157.8,0,0,3540.1,2005,NA,NA,NA,0,0,0.955424987994689,0,0.0445750120053106
22,0,431.1,0,43,0,0,474.1,2005,NA,NA,NA,0,0,0.909301835055895,0,0.0906981649441046
24,0,5615,1,196.5,0,0,5812.5,2005,NA,NA,NA,0,0,0.966021505376344,0.000172043010752688,0.0338064516129032
25,0,5412.9,5.8,234.9,0,0,5653.6,2005,NA,NA,NA,0,0,0.957425357294467,0.0010258950049526,0.0415487477005802
29,0,8219.8,647.5,0,0,0,8867.3,2005,NA,NA,NA,0,0,0.926978900003383,0.0730210999966168,0
34,0,1182.9,0,133,0,0,1315.9,2005,NA,NA,NA,0,0,0.898928490006839,0,0.101071509993161
43,0,711,0,95.1,0,0,806.1,2005,NA,NA,NA,0,0,0.882024562709341,0,0.117975437290659
44,0,269.1,39.1,46.6,0,0,354.8,2005,NA,NA,NA,0,0,0.758455467869222,0.110202931228861,0.131341600901917
45,0,399.1,0,21.1,0,0,420.2,2005,NA,NA,NA,0,0,0.949785816277963,0,0.0502141837220371
46,0,247.7,0,27.8,0,0,275.5,2005,NA,NA,NA,0,0,0.899092558983666,0,0.100907441016334
1001,0,18612.7,0,689.8,0,0,19302.5,2005,NA,NA,NA,0,0,0.964263696412382,0,0.0357363035876182
1002,0,412.4,0,11.1,0,0,423.5,2005,NA,NA,NA,0,0,0.973789846517119,0,0.0262101534828808
1004,0,3020.2,0,199.9,0,0,3220.1,2005,NA,NA,NA,0,0,0.93792118257197,0,0.0620788174280302
1005,0,1417.9,0,101.4,0,0,1519.3,2005,NA,NA,NA,0,0,0.933258737576515,0,0.0667412624234845
1006,0,1610.2,0,86.5,0,0,1696.7,2005,NA,NA,NA,0,0,0.949018683326457,0,0.0509813166735428
1007,0,508.8,0,0,0,0,508.8,2005,NA,NA,NA,0,0,1,0,0
1008,0,9746.6,0,373.6,0,0,10120.2,2005,NA,NA,NA,0,0,0.963083733523053,0,0.0369162664769471
1013,0,1603.3,0,58.7,0,0,1662,2005,NA,NA,NA,0,0,0.96468110709988,0,0.0353188929001203
1014,0,2568,0,256.6,0,0,2824.6,2005,NA,NA,NA,0,0,0.909155278623522,0,0.0908447213764781
1016,0,1360,0,0,0,0,1360,2005,NA,NA,NA,0,0,1,0,0
1040,0,932,0,2.2,0,0,934.2,2005,NA,NA,NA,0,0,0.997645043887818,0,0.00235495611218155
1048,0,12508.7,0,0,0,0,12508.7,2005,NA,NA,NA,0,0,1,0,0
1049,0,93,0,248,0,0,341,2005,NA,NA,NA,0,0,0.272727272727273,0,0.727272727272727
1050,0,4706.9,0,77.6,0,0,4784.5,2005,NA,NA,NA,0,0,0.983780959347894,0,0.0162190406521058
1051,0,773,0,62.2,0,0,835.2,2005,NA,NA,NA,0,0,0.925526819923372,0,0.0744731800766284
1053,0,257,0,33,0,0,290,2005,NA,NA,NA,0,0,0.886206896551724,0,0.113793103448276
1055,0,7734.7,0,0,0,0,7734.7,2005,NA,NA,NA,0,0,1,0,0
1056,0,2809.7,0,0,0,0,2809.7,2005,NA,NA,NA,0,0,1,0,0
1057,0,1700.9,0,82.7,0,0,1783.6,2005,NA,NA,NA,0,0,0.953633101592285,0,0.0463668984077147
1061,0,617.1,0,541.6,0,0,1158.7,2005,NA,NA,NA,0,0,0.532579615085872,0,0.467420384914128
1063,0,348.8,0,25.9,0,0,374.7,2005,NA,NA,NA,0,0,0.930878035761943,0,0.0691219642380571
1064,0,695.4,0,177.4,0,0,872.8,2005,NA,NA,NA,0,0,0.796746104491292,0,0.203253895508708
1066,0,1887.1,8.8,32.4,0,0,1928.3,2005,NA,NA,NA,0,0,0.978634029974589,0.00456360524814604,0.0168023647772649
1086,0,313.9,0,1.6,0,0,315.5,2005,NA,NA,NA,0,0,0.994928684627575,0,0.00507131537242472
1087,0,315.5,0,38.3,0,0,353.8,2005,NA,NA,NA,0,0,0.891746749576032,0,0.108253250423968
1095,0,1806.4,0,98.1,0,0,1904.5,2005,NA,NA,NA,0,0,0.948490417432397,0,0.051509582567603
1096,0,681.2,0,0.3,0,0,681.5,2005,NA,NA,NA,0,0,0.9995597945708,0,0.000440205429200293
1098,0,198.5,0,132.8,0,0,331.3,2005,NA,NA,NA,0,0,0.599154844551766,0,0.400845155448234
1102,0,193.4,0,0,407.4,0,600.8,2005,NA,NA,NA,0,0.678095872170439,0.321904127829561,0,0
1105,0,279.6,0,323,0,0,602.6,2005,NA,NA,NA,0,0,0.463989379356123,0,0.536010620643877
1107,0,299.3,0,67.6,0,0,366.9,2005,NA,NA,NA,0,0,0.815753611338239,0,0.184246388661761
1116,0,257.6,0,0,0,0,257.6,2005,NA,NA,NA,0,0,1,0,0
2002,0,11691.2,0,142.6,0,0,11833.8,2005,NA,NA,NA,0,0,0.987949770994947,0,0.0120502290050533
2003,0,2829,0,105.3,0,0,2934.3,2005,NA,NA,NA,0,0,0.964114098762908,0,0.0358859012370923
2005,0,534.7,0,65.3,0,0,600,2005,NA,NA,NA,0,0,0.891166666666667,0,0.108833333333333
2006,0,375.9,0,6.4,0,0,382.3,2005,NA,NA,NA,0,0,0.983259220507455,0,0.0167407794925451
2007,0,31091.7,0,324.9,0,0,31416.6,2005,NA,NA,NA,0,0,0.989658333492485,0,0.0103416665075151
2008,0,952418,0,1800.3,1804034.3,0,2758252.6,2005,NA,NA,NA,0,0.654049705237294,0.345297598921868,0,0.000652695840837783
2009,0,349.6,0,0,0,0,349.6,2005,NA,NA,NA,0,0,1,0,0
2010,0,668.7,0,95.5,0,0,764.2,2005,NA,NA,NA,0,0,0.875032713949228,0,0.124967286050772
2018,0,8081.4,0,90.1,0,0,8171.5,2005,NA,NA,NA,0,0,0.988973872606009,0,0.0110261273939913
2040,0,1790.3,0,0,0,0,1790.3,2005,NA,NA,NA,0,0,1,0,0
2071,0,226.9,0,16.3,0,0,243.2,2005,NA,NA,NA,0,0,0.932976973684211,0,0.0670230263157895
2072,0,5312.6,0,197,0,0,5509.6,2005,NA,NA,NA,0,0,0.964244228256135,0,0.0357557717438653
2076,0,24947.5,0,196.5,0,0,25144,2005,NA,NA,NA,0,0,0.992185014317531,0,0.00781498568246898
2078,0,282.4,0,103.3,74267.2,0,74652.9,2005,NA,NA,NA,0,0.994833422412257,0.00378284031832655,0,0.00138373726941619
2084,0,2677.1,0,0,0,0,2677.1,2005,NA,NA,NA,0,0,1,0,0
2085,0,155.5,0,0,0,0,155.5,2005,NA,NA,NA,0,0,1,0,0
2089,0,40,0,0,0,0,40,2005,NA,NA,NA,0,0,1,0,0
2096,0,185.3,0,12.6,0,0,197.9,2005,NA,NA,NA,0,0,0.93633148054573,0,0.0636685194542698
2113,0,12928.2,0,173.3,0,0,13101.5,2005,NA,NA,NA,0,0,0.986772506964851,0,0.0132274930351486
2116,0,402.2,0,0,0,0,402.2,2005,NA,NA,NA,0,0,1,0,0
2120,0,285.5,0,3.1,0,0,288.6,2005,NA,NA,NA,0,0,0.989258489258489,0,0.0107415107415107
2122,0,3627.4,0,0,0,0,3627.4,2005,NA,NA,NA,0,0,1,0,0
2126,0,3245.9,0,0,0,0,3245.9,2005,NA,NA,NA,0,0,1,0,0
2128,0,3641.3,0,0,0,0,3641.3,2005,NA,NA,NA,0,0,1,0,0
2132,0,3770.8,0,0,0,0,3770.8,2005,NA,NA,NA,0,0,1,0,0
2135,0,542.8,0,0,0,0,542.8,2005,NA,NA,NA,0,0,1,0,0
2136,0,4052.7,0,0,0,0,4052.7,2005,NA,NA,NA,0,0,1,0,0
2137,0,273.4,0,0,0,0,273.4,2005,NA,NA,NA,0,0,1,0,0
2145,0,3091,0,61.1,0,0,3152.1,2005,NA,NA,NA,0,0,0.980616097205038,0,0.0193839027949621
2147,0,65485.7,0,0,0,0,65485.7,2005,NA,NA,NA,0,0,1,0,0
2148,0,116.2,0,9.3,0,0,125.5,2005,NA,NA,NA,0,0,0.925896414342629,0,0.0741035856573705
2149,0,4328.6,0,0,0,0,4328.6,2005,NA,NA,NA,0,0,1,0,0
2158,0,39.4,0,21.8,0,0,61.2,2005,NA,NA,NA,0,0,0.643790849673203,0,0.356209150326797
2160,0,595.9,0,0,0,0,595.9,2005,NA,NA,NA,0,0,1,0,0
2161,0,2195.3,0,0,0,0,2195.3,2005,NA,NA,NA,0,0,1,0,0
2163,0,1872.1,0,0,0,0,1872.1,2005,NA,NA,NA,0,0,1,0,0
2165,0,672.5,0,0,0,0,672.5,2005,NA,NA,NA,0,0,1,0,0
2166,0,12394.4,0,0,0,0,12394.4,2005,NA,NA,NA,0,0,1,0,0
2168,0,7711.3,0,0,0,0,7711.3,2005,NA,NA,NA,0,0,1,0,0
2169,0,996.5,0,0,0,0,996.5,2005,NA,NA,NA,0,0,1,0,0
2171,0,947.3,0,0,0,0,947.3,2005,NA,NA,NA,0,0,1,0,0
2172,0,407.8,0,0,0,0,407.8,2005,NA,NA,NA,0,0,1,0,0
2175,0,512.3,0,0,0,0,512.3,2005,NA,NA,NA,0,0,1,0,0
2177,0,467.4,0,0,0,0,467.4,2005,NA,NA,NA,0,0,1,0,0
2178,0,194.4,0,0,0,0,194.4,2005,NA,NA,NA,0,0,1,0,0
2179,0,38,0,0,0,0,38,2005,NA,NA,NA,0,0,1,0,0
2180,0,18.4,0,0,0,0,18.4,2005,NA,NA,NA,0,0,1,0,0
2188,0,24638.7,0,0,0,0,24638.7,2005,NA,NA,NA,0,0,1,0,0
3001,0,2125.3,0,31.4,0,0,2156.7,2005,NA,NA,NA,0,0,0.985440719617935,0,0.0145592803820652
3002,0,684.4,0,43.8,0,0,728.2,2005,NA,NA,NA,0,0,0.939851689096402,0,0.0601483109035979
3006,0,12415.1,150.7,197,0,0,12762.8,2005,NA,NA,NA,0,0,0.972756761839095,0.011807753784436,0.0154354843764691
3007,0,1923.3,0,42,0,0,1965.3,2005,NA,NA,NA,0,0,0.978629216913448,0,0.0213707830865517
3008,0,1104.3,0,14,0,0,1118.3,2005,NA,NA,NA,0,0,0.987480997943307,0,0.0125190020566932
3009,0,464.8,0,8,0,0,472.8,2005,NA,NA,NA,0,0,0.983079526226734,0,0.0169204737732657
3010,0,4401.4,0,472.8,0,0,4874.2,2005,NA,NA,NA,0,0,0.902999466579131,0,0.0970005334208691
3011,0,663,0,8.8,0,0,671.8,2005,NA,NA,NA,0,0,0.986900863352188,0,0.0130991366478119
3012,0,1165.2,0,90.6,0,0,1255.8,2005,NA,NA,NA,0,0,0.927854753941711,0,0.0721452460582895
3013,0,2588.9,0,227.6,0,0,2816.5,2005,NA,NA,NA,0,0,0.919190484644062,0,0.0808095153559382
3014,0,1969,0,216.8,0,0,2185.8,2005,NA,NA,NA,0,0,0.900814347149785,0,0.099185652850215
3015,0,2780.4,0,21,0,0,2801.4,2005,NA,NA,NA,0,0,0.992503748125937,0,0.00749625187406297
3018,0,1946,0,345,0,0,2291,2005,NA,NA,NA,0,0,0.84941073766914,0,0.15058926233086
3023,0,578.7,0,113.5,0,0,692.2,2005,NA,NA,NA,0,0,0.836030049118752,0,0.163969950881248
3024,0,2646.4,0,210.5,0,0,2856.9,2005,NA,NA,NA,0,0,0.926318737092653,0,0.0736812629073471
3025,0,1791.6,0,6.9,0,0,1798.5,2005,NA,NA,NA,0,0,0.996163469557965,0,0.00383653044203503
3026,0,1253.9,0,2.3,0,0,1256.2,2005,NA,NA,NA,0,0,0.998169081356472,0,0.0018309186435281
3027,0,1458.6,0,185.6,0,0,1644.2,2005,NA,NA,NA,0,0,0.887118355431213,0,0.112881644568787
3030,0,153392,0,1253.9,259430.1,0,414076,2005,NA,NA,NA,0,0.626527738869193,0.370444073068712,0,0.00302818806209488
3035,0,498.1,0,4.5,0,0,502.6,2005,NA,NA,NA,0,0,0.991046557898926,0,0.00895344210107441
3036,0,1385.3,0,62.9,0,0,1448.2,2005,NA,NA,NA,0,0,0.956566772545228,0,0.0434332274547714
3040,0,1525.9,0,0,0,0,1525.9,2005,NA,NA,NA,0,0,1,0,0
3042,0,298.6,0,9.8,0,0,308.4,2005,NA,NA,NA,0,0,0.96822308690013,0,0.0317769130998703
3044,0,287.9,0,4.8,0,0,292.7,2005,NA,NA,NA,0,0,0.983600956610864,0,0.0163990433891356
3048,0,679,0,80,0,0,759,2005,NA,NA,NA,0,0,0.894598155467721,0,0.105401844532279
3050,0,41.1,0,107.5,0,0,148.6,2005,NA,NA,NA,0,0,0.276581426648721,0,0.723418573351279
3051,0,24645.3,0,398.8,0,0,25044.1,2005,NA,NA,NA,0,0,0.984076089777632,0,0.0159239102223677
3054,0,6008.8,0,38.4,0,0,6047.2,2005,NA,NA,NA,0,0,0.993649953697579,0,0.00635004630242096
3055,0,122.5,0,87.3,0,0,209.8,2005,NA,NA,NA,0,0,0.583889418493804,0,0.416110581506196
3058,0,1061.5,0,0,0,0,1061.5,2005,NA,NA,NA,0,0,1,0,0
3061,0,358.7,0,0,0,0,358.7,2005,NA,NA,NA,0,0,1,0,0
3068,0,8474.1,0,0,0,0,8474.1,2005,NA,NA,NA,0,0,1,0,0
3069,0,204.2,0,17.5,0,0,221.7,2005,NA,NA,NA,0,0,0.92106450157871,0,0.07893549842129
3070,0,2086.7,0,0,0,0,2086.7,2005,NA,NA,NA,0,0,1,0,0
3071,0,3323,0,0,0,0,3323,2005,NA,NA,NA,0,0,1,0,0
3072,0,483.3,0,70,0,0,553.3,2005,NA,NA,NA,0,0,0.873486354599675,0,0.126513645400325
3074,0,221.7,0,37.3,0,0,259,2005,NA,NA,NA,0,0,0.855984555984556,0,0.144015444015444
3075,0,8052.5,0,711.7,0,0,8764.2,2005,NA,NA,NA,0,0,0.918794641838388,0,0.081205358161612
3076,0,520.5,0,6.9,0,0,527.4,2005,NA,NA,NA,0,0,0.986916951080774,0,0.0130830489192264
3079,0,328.7,0,0,0,0,328.7,2005,NA,NA,NA,0,0,1,0,0
3081,0,515.4,0,0,0,0,515.4,2005,NA,NA,NA,0,0,1,0,0
3083,0,22971.5,166.8,575.8,0,0,23714.1,2005,NA,NA,NA,0,0,0.968685296933048,0.00703379002365681,0.0242809130432949
3085,0,2467.7,0,41.1,0,0,2508.8,2005,NA,NA,NA,0,0,0.983617665816327,0,0.0163823341836735
3087,0,102.5,0,140.8,0,0,243.3,2005,NA,NA,NA,0,0,0.421290587751747,0,0.578709412248253
3088,0,382.8,0,28.3,0,0,411.1,2005,NA,NA,NA,0,0,0.931160301629774,0,0.0688396983702262
3089,0,381.3,0,11.1,0,0,392.4,2005,NA,NA,NA,0,0,0.9717125382263,0,0.0282874617737003
3091,0,2385.1,0,11.3,0,0,2396.4,2005,NA,NA,NA,0,0,0.995284593557002,0,0.00471540644299783
3092,0,12.3,0,143.6,0,0,155.9,2005,NA,NA,NA,0,0,0.0788967286722258,0,0.921103271327774
3094,0,1130.2,0,19.8,0,0,1150,2005,NA,NA,NA,0,0,0.982782608695652,0,0.0172173913043478
4001,0,2036,0,493.2,0,0,2529.2,2005,NA,NA,NA,0,0,0.804997627708366,0,0.195002372291634
4002,0,3070.5,0,51,0,0,3121.5,2005,NA,NA,NA,0,0,0.983661701105238,0,0.0163382988947621
4004,0,7372.4,0,170.2,0,0,7542.6,2005,NA,NA,NA,0,0,0.977434836793679,0,0.0225651632063214
4005,0,1059.3,0,24.1,0,0,1083.4,2005,NA,NA,NA,0,0,0.977755215063688,0,0.0222447849363116
4006,0,1230,0,1.6,0,0,1231.6,2005,NA,NA,NA,0,0,0.998700876908087,0,0.00129912309191296
4007,0,3546.8,0,155.7,0,0,3702.5,2005,NA,NA,NA,0,0,0.957947332883187,0,0.042052667116813
4009,0,1340.1,0,41.7,0,0,1381.8,2005,NA,NA,NA,0,0,0.969821971341728,0,0.0301780286582718
4011,0,675.9,0,35.7,0,0,711.6,2005,NA,NA,NA,0,0,0.949831365935919,0,0.0501686340640809
4012,0,2727.7,0,117.4,0,0,2845.1,2005,NA,NA,NA,0,0,0.95873607254578,0,0.0412639274542195
4014,0,490.7,0,73,0,0,563.7,2005,NA,NA,NA,0,0,0.87049849210573,0,0.12950150789427
4015,0,761.8,0,33.3,0,0,795.1,2005,NA,NA,NA,0,0,0.958118475663439,0,0.0418815243365614
4017,0,2838.1,0,99.2,0,0,2937.3,2005,NA,NA,NA,0,0,0.966227487828959,0,0.0337725121710414
4018,0,15038.3,0,344.5,0,0,15382.8,2005,NA,NA,NA,0,0,0.97760485737317,0,0.02239514262683
4019,0,3681.1,0,89.6,0,0,3770.7,2005,NA,NA,NA,0,0,0.976237833823958,0,0.0237621661760416
4021,0,662.5,0,27.9,0,0,690.4,2005,NA,NA,NA,0,0,0.959588644264195,0,0.0404113557358053
4022,0,71065.8,0,336,70984.1,0,142385.9,2005,NA,NA,NA,0,0.498533211504791,0.499107004275002,0,0.0023597842202072
4023,0,923.1,0,17.1,0,0,940.2,2005,NA,NA,NA,0,0,0.981812380344607,0,0.0181876196553925
4024,0,1109,0,15.2,0,0,1124.2,2005,NA,NA,NA,0,0,0.986479274150507,0,0.013520725849493
4025,0,3445.6,0,436.8,0,0,3882.4,2005,NA,NA,NA,0,0,0.887492272820935,0,0.112507727179065
4026,0,1304.6,1,99.6,0,0,1405.2,2005,NA,NA,NA,0,0,0.928408767435241,0.000711642470822659,0.0708795900939368
4027,0,10204.3,0,255.4,0,0,10459.7,2005,NA,NA,NA,0,0,0.975582473684714,0,0.0244175263152863
4028,0,2827.2,16,131.4,0,0,2974.6,2005,NA,NA,NA,0,0,0.950447118940362,0.00537887447051704,0.0441740065891212
4029,0,39736.7,0,1853.7,0,0,41590.4,2005,NA,NA,NA,0,0,0.955429618373471,0,0.0445703816265292
4030,0,8041.8,0,36.9,0,0,8078.7,2005,NA,NA,NA,0,0,0.995432433436073,0,0.00456756656392736
4031,0,1538.2,0,131.6,0,0,1669.8,2005,NA,NA,NA,0,0,0.921188166247455,0,0.0788118337525452
4032,0,3331.1,101.8,337.1,0,0,3770,2005,NA,NA,NA,0,0,0.883580901856764,0.0270026525198939,0.0894164456233422
4034,0,76753,0,0,17034.5,9444.9,93787.5,2005,NA,NA,NA,0,0.181628681860589,0.818371318139411,0,0
4035,0,24059.4,167.1,581.2,0,0,24807.7,2005,NA,NA,NA,0,0,0.969835978345433,0.00673581186486454,0.0234282097897024
4036,0,4612.7,0,52.9,0,0,4665.6,2005,NA,NA,NA,0,0,0.988661694101509,0,0.0113383058984911
4037,0,8419.5,0,741.4,0,0,9160.9,2005,NA,NA,NA,0,0,0.919069087098429,0,0.0809309129015708
4038,0,1215.7,0,56.8,0,0,1272.5,2005,NA,NA,NA,0,0,0.955363457760314,0,0.0446365422396857
4040,0,9765.8,0,584.7,0,736.5,10350.5,2005,NA,NA,NA,0,0,0.943509975363509,0,0.056490024636491
4042,0,3686.4,0,147.6,0,0,3834,2005,NA,NA,NA,0,0,0.96150234741784,0,0.0384976525821596
4043,0,793.1,0,71.5,0,0,864.6,2005,NA,NA,NA,0,0,0.917302798982188,0,0.0826972010178117
4044,0,708.4,0,41.2,0,0,749.6,2005,NA,NA,NA,0,0,0.945037353255069,0,0.0549626467449306
4045,0,120.9,0,17.2,0,0,138.1,2005,NA,NA,NA,0,0,0.875452570601014,0,0.124547429398986
4046,0,1876.2,0,205.8,0,0,2082,2005,NA,NA,NA,0,0,0.901152737752161,0,0.0988472622478386
4047,0,1482.7,0,10.2,0,0,1492.9,2005,NA,NA,NA,0,0,0.993167660258557,0,0.00683233974144283
4051,0,5711.1,0,72.7,0,0,5783.8,2005,NA,NA,NA,0,0,0.987430409073619,0,0.0125695909263806
4053,0,734.9,0,6.3,0,0,741.2,2005,NA,NA,NA,0,0,0.991500269832704,0,0.00849973016729628
4054,0,370.2,0,30.3,0,0,400.5,2005,NA,NA,NA,0,0,0.924344569288389,0,0.0756554307116105
4056,0,34.8,0,634.8,0,0,669.6,2005,NA,NA,NA,0,0,0.0519713261648746,0,0.948028673835125
4057,0,421.8,0,30.5,0,0,452.3,2005,NA,NA,NA,0,0,0.932566880389122,0,0.0674331196108777
4058,0,815.6,0,14.9,0,0,830.5,2005,NA,NA,NA,0,0,0.982059000602047,0,0.017940999397953
4063,0,839.5,122.9,496,0,0,1458.4,2005,NA,NA,NA,0,0,0.575630828304992,0.0842704333516182,0.34009873834339
4071,0,277.3,0,119.7,0,0,397,2005,NA,NA,NA,0,0,0.698488664987406,0,0.301511335012594
4073,0,57.4,0,46.7,0,0,104.1,2005,NA,NA,NA,0,0,0.551392891450528,0,0.448607108549472
4074,0,740.9,0,90,0,0,830.9,2005,NA,NA,NA,0,0,0.89168371645204,0,0.10831628354796
4077,0,263.7,0,0,2800.4,0,3064.1,2005,NA,NA,NA,0,0.913938840116184,0.0860611598838158,0,0
4078,0,3793.3,0,61.2,0,0,3854.5,2005,NA,NA,NA,0,0,0.984122454274225,0,0.0158775457257751
4085,0,242.5,0,0,0,0,242.5,2005,NA,NA,NA,0,0,1,0,0
4086,0,28394.3,0,132.7,0,0,28527,2005,NA,NA,NA,0,0,0.995348266554492,0,0.00465173344550776
4087,0,4443.6,0,75.9,0,0,4519.5,2005,NA,NA,NA,0,0,0.983206106870229,0,0.016793893129771
4092,0,605.8,0,35.4,0,0,641.2,2005,NA,NA,NA,0,0,0.944791016843419,0,0.0552089831565814
4093,0,2736.5,0,155.2,0,0,2891.7,2005,NA,NA,NA,0,0,0.946329148943528,0,0.053670851056472
4094,0,3088.2,0,0,2182.7,0,5270.9,2005,NA,NA,NA,0,0.414103853231896,0.585896146768104,0,0
4097,0,33.5,0,127,0,0,160.5,2005,NA,NA,NA,0,0,0.208722741433022,0,0.791277258566978
4100,0,194,0,159.3,0,0,353.3,2005,NA,NA,NA,0,0,0.549108406453439,0,0.450891593546561
4101,0,500.9,0,0,0,0,500.9,2005,NA,NA,NA,0,0,1,0,0
4102,0,627.3,0,74.3,0,0,701.6,2005,NA,NA,NA,0,0,0.894099201824401,0,0.105900798175599
4108,0,780.3,375.5,10.8,0,0,1166.6,2005,NA,NA,NA,0,0,0.668866792388137,0.3218755357449,0.00925767186696383
4110,0,1038.3,0,52.6,0,0,1090.9,2005,NA,NA,NA,0,0,0.951782931524429,0,0.0482170684755706
4113,0,16,0,123.7,0,0,139.7,2005,NA,NA,NA,0,0,0.114531138153185,0,0.885468861846815
4120,0,296.3,0,9.5,0,0,305.8,2005,NA,NA,NA,0,0,0.968933943754088,0,0.0310660562459124
4127,0,452.6,0,106.2,0,0,558.8,2005,NA,NA,NA,0,0,0.809949892627058,0,0.190050107372942
4128,0,71.2,0,133.5,0,0,204.7,2005,NA,NA,NA,0,0,0.347826086956522,0,0.652173913043478
4130,0,1050.8,0,0,0,0,1050.8,2005,NA,NA,NA,0,0,1,0,0
4135,0,2070.3,148.1,13.5,0,0,2231.9,2005,NA,NA,NA,0,0,0.927595322371074,0.0663560195349254,0.00604865809400063
4138,0,1637.2,0,6.8,0,0,1644,2005,NA,NA,NA,0,0,0.995863746958638,0,0.00413625304136253
4140,0,3998.3,0,113.2,0,0,4111.5,2005,NA,NA,NA,0,0,0.972467469293445,0,0.0275325307065548
4141,0,2659.4,0,80.4,0,0,2739.8,2005,NA,NA,NA,0,0,0.970654792320607,0,0.0293452076793927
4142,0,41.1,0,0,0,0,41.1,2005,NA,NA,NA,0,0,1,0,0
4146,0,133.8,0,1.6,0,0,135.4,2005,NA,NA,NA,0,0,0.988183161004431,0,0.0118168389955687
4147,0,1767.2,0,0,0,0,1767.2,2005,NA,NA,NA,0,0,1,0,0
5001,0,1030.3,0,126,0,0,1156.3,2005,NA,NA,NA,0,0,0.891031739168036,0,0.108968260831964
5002,0,1736.1,0,96,0,0,1832.1,2005,NA,NA,NA,0,0,0.947601113476339,0,0.0523988865236614
5004,0,1059.5,0,66.9,0,0,1126.4,2005,NA,NA,NA,0,0,0.940607244318182,0,0.0593927556818182
5005,0,11475.6,0,282.2,0,0,11757.8,2005,NA,NA,NA,0,0,0.975998911360969,0,0.0240010886390311
5006,0,1503.4,0,17.2,0,0,1520.6,2005,NA,NA,NA,0,0,0.98868867552282,0,0.0113113244771801
5008,0,50434.8,32,1015.1,0,0,51481.9,2005,NA,NA,NA,0,0,0.979660812829363,0.00062157768069943,0.0197176094899372
5009,0,984.6,0,139.8,0,0,1124.4,2005,NA,NA,NA,0,0,0.875667022411953,0,0.124332977588047
5010,0,5534.3,0,179.7,0,0,5714,2005,NA,NA,NA,0,0,0.968550927546377,0,0.0314490724536227
5011,0,1878.4,0,150.2,0,0,2028.6,2005,NA,NA,NA,0,0,0.925958789312827,0,0.0740412106871734
5012,0,25900.3,0,258,0,0,26158.3,2005,NA,NA,NA,0,0,0.990136973733003,0,0.00986302626699747
5016,0,14625.4,0,164.2,0,0,14789.6,2005,NA,NA,NA,0,0,0.988897603721534,0,0.0111023962784659
5017,0,11780,0,274,0,0,12054,2005,NA,NA,NA,0,0,0.977268956363033,0,0.022731043636967
5019,0,220.9,0,12.8,0,0,233.7,2005,NA,NA,NA,0,0,0.94522892597347,0,0.0547710740265297
5020,0,299.7,0,9.9,0,0,309.6,2005,NA,NA,NA,0,0,0.968023255813954,0,0.0319767441860465
5021,0,1096.8,0,156.6,0,0,1253.4,2005,NA,NA,NA,0,0,0.8750598372427,0,0.1249401627573
5022,0,5600.4,0,88.3,0,0,5688.7,2005,NA,NA,NA,0,0,0.984478000246102,0,0.0155219997538981
5024,0,1403,0,23.8,0,0,1426.8,2005,NA,NA,NA,0,0,0.98331931595178,0,0.0166806840482198
5025,0,2709.2,0,25.3,0,0,2734.5,2005,NA,NA,NA,0,0,0.990747851526787,0,0.00925214847321265
5026,0,319.7,0,0,0,0,319.7,2005,NA,NA,NA,0,0,1,0,0
5028,0,1723.2,0,131.2,0,0,1854.4,2005,NA,NA,NA,0,0,0.929249352890423,0,0.0707506471095772
5029,0,525.9,0,55.1,0,0,581,2005,NA,NA,NA,0,0,0.905163511187608,0,0.0948364888123924
5030,0,496.6,0,30.2,0,0,526.8,2005,NA,NA,NA,0,0,0.942672741078208,0,0.0573272589217919
5031,0,9865.9,0,744.5,0,0,10610.4,2005,NA,NA,NA,0,0,0.92983299404358,0,0.0701670059564201
5032,0,4081.7,0,658.4,0,0,4740.1,2005,NA,NA,NA,0,0,0.861099976793739,0,0.138900023206261
5033,0,6069.4,3.9,395.1,0,0,6468.4,2005,NA,NA,NA,0,0,0.938315503061035,0.000602931173087626,0.0610815657658772
5034,0,513.1,0,194.9,0,0,708,2005,NA,NA,NA,0,0,0.724717514124294,0,0.275282485875706
5035,0,2821.1,9,93.5,0,0,2923.6,2005,NA,NA,NA,0,0,0.964940484334382,0.00307839649746887,0.0319811191681489
