"ID","LR","bus","cars","oth","rail","NA","total","year","State","Name","Urbanized.Area","share_light","share_rail","share_bus","share_cars","share_oth"
9132,0,0,0,87.1,0,0,87.1,2008,"AZ","Maricopa County Special Transportation Services(MCHSD)",NA,0,0,0,0,1
9137,0,0,0,20.1,0,0,20.1,2008,"AZ","Surprise Dial-A-Ride Transit System",NA,0,0,0,0,1
9140,0,0,0,40.1,0,0,40.1,2008,"AZ","Peoria Transit",NA,0,0,0,0,1
9150,0,0,0,603.7,0,0,603.7,2008,"CA","City of Alameda Ferry Services",NA,0,0,0,0,1
9157,0,0,0,2561.3,0,0,2561.3,2008,"CA","Access Services Incorporated(ASI)",NA,0,0,0,0,1
1115,0,0,0,0,441.7,0,441.7,2008,"ME","Northern New England Passenger Rail Authority(NNEPRA)",NA,0,1,0,0,0
2075,0,0,0,0,10337.9,0,10337.9,2008,"NJ","Port Authority Transit Corporation(PATCO)",NA,0,1,0,0,0
2099,0,0,0,0,7650.9,0,7650.9,2008,"NY","Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway(SIRTOA)",NA,0,1,0,0,0
2100,0,0,0,0,99599.4,0,99599.4,2008,"NY","MTA Long Island Rail Road(MTA LIRR)",NA,0,1,0,0,0
3057,0,0,0,0,472.8,0,472.8,2008,"PA","Pennsylvania Department of Transportation(PENNDOT)",NA,0,1,0,0,0
3073,0,0,0,0,3583.5,0,3583.5,2008,"VA","Virginia Railway Express(VRE)",NA,0,1,0,0,0
5104,0,0,0,0,4180.4,0,4180.4,2008,"IN","Northern Indiana Commuter Transportation District(NICTD)",NA,0,1,0,0,0
5118,0,0,0,0,76937.6,0,76937.6,2008,"IL","Northeast Illinois Regional Commuter Railroad Corporation(Metra)",NA,0,1,0,0,0
9003,0,0,0,0,115227.7,0,115227.7,2008,"CA","San Francisco Bay Area Rapid Transit District(BART)",NA,0,1,0,0,0
9151,0,0,0,0,12681,0,12681,2008,"CA","Southern California Regional Rail Authority(Metrolink)",NA,0,1,0,0,0
9182,0,0,0,0,805.2,0,805.2,2008,"CA","Altamont Commuter Express(ACE)",NA,0,1,0,0,0
23,0,0,0,0,0,1559.8,0,2008,"WA","City of Seattle - Seattle Center Monorail Transit(SMS)",NA,NA,NA,NA,NA,NA
41,0,0,0,0,0,137.8,0,2008,"AK","Alaska Railroad Corporation(ARRC)",NA,NA,NA,NA,NA,NA
4105,0,0,0,0,0,29029.7,0,2008,"PR","Department of Transportation and Public Works(DTPW)",NA,NA,NA,NA,NA,NA
5141,0,0,0,0,0,2315.4,0,2008,"MI","Detroit Transportation Corporation(Detroit People Mover)",NA,NA,NA,NA,NA,NA
1,451.2,111067.9,3172.7,1142.5,0,0,115834.3,2009,"WA","King County Department of Transportation - Metro Transit Division(King County Metro)",NA,0.00389521929169512,0,0.958851566418582,0.0273899872490273,0.0098632270406952
8,39306.7,68033,0,1088.4,123.6,0,108551.7,2009,"OR","Tri-County Metropolitan Transportation District of Oregon(TriMet)",NA,0.362101192335081,0.00113862795331625,0.626733620938226,0,0.0100265587733771
40,3390.8,13784.7,0,0,2492.4,0,19667.9,2009,"WA","Central Puget Sound Regional Transit Authority(ST)",NA,0.172402747624301,0.126724256275454,0.700872996100245,0,0
1003,70707.2,104080.2,0,3193,189267.2,0,367247.6,2009,"MA","Massachusetts Bay Transportation Authority(MBTA)",NA,0.192532776252316,0.515366744398057,0.283406072633286,0,0.00869440671634069
2004,6805.5,21399.2,0,125.2,0,0,28329.9,2009,"NY","Niagara Frontier Transportation Authority(NFT Metro)",NA,0.240223227049866,0,0.75535741389839,0,0.00441935905174392
2080,22329.1,170738.6,821.8,3971.8,83586.3,0,281447.6,2009,"NJ","New Jersey Transit Corporation(NJ TRANSIT)",NA,0.0793366154126026,0.296987076812877,0.60664436292937,0.00291990409582459,0.014112040749326
3019,29588,186165.3,0,1798.2,130763.1,0,348314.6,2009,"PA","Southeastern Pennsylvania Transportation Authority(SEPTA)",NA,0.084946195192507,0.375416649201613,0.534474581312411,0,0.00516257429346918
3022,7327,58485.4,0,2864.8,0,0,68677.2,2009,"PA","Port Authority of Allegheny County(Port Authority)",NA,0.10668751783707,0,0.851598492658408,0,0.0417139895045226
3034,8838,91805.4,0,1450,21604,0,123697.4,2009,"MD","Maryland Transit Administration(MTA)",NA,0.0714485510608954,0.174652013704411,0.742177281009949,0,0.0117221542247452
4003,1113.8,10358.2,0,244.8,0,0,11716.8,2009,"TN","Memphis Area Transit Authority(MATA)",NA,0.0950600846647549,0,0.884046838727298,0,0.0208930766079476
4008,3551.2,21539.5,320.5,239.2,0,0,25650.4,2009,"NC","Charlotte Area Transit System(CATS)",NA,0.138446184075102,0,0.8397334934348,0.0124949318529146,0.00932539063718305
4041,505.7,13125.5,83.1,97,0,0,13811.3,2009,"FL","Hillsborough Area Regional Transit Authority(HART)",NA,0.0366149457328419,0,0.950345007349055,0.00601681232034638,0.00702323459775691
5003,56.1,1606.3,0,21.8,0,0,1684.2,2009,"WI","Kenosha Transit(KT)",NA,0.0333095831848949,0,0.953746585916162,0,0.0129438308989431
5015,2365.8,38214.4,0,540.8,4491.1,0,45612.1,2009,"OH","The Greater Cleveland Regional Transit Authority(GCRTA)",NA,0.0518678157769539,0.0984629078687454,0.837812773364962,0,0.0118565029893384
5027,9863,66401.2,0,0,78.8,0,76343,2009,"MN","Metro Transit",NA,0.129193246270123,0.00103218369726105,0.869774570032616,0,0
6008,11613.7,72795.2,2619.1,1482.7,0,0,88510.7,2009,"TX","Metropolitan Transit Authority of Harris County, Texas(Metro)",NA,0.131212384491367,0,0.82244519589157,0.0295907726410479,0.0167516469760153
6032,5342.1,9988.5,0,138,0,0,15468.6,2009,"LA","New Orleans Regional Transit Authority(NORTA)",NA,0.345351227648268,0,0.645727473720957,0,0.0089212986307746
6033,119.8,2343.2,0,69.1,0,0,2532.1,2009,"AR","Central Arkansas Transit Authority(CATA)",NA,0.0473125074049208,0,0.925397891078551,0,0.0272896015165278
6056,18965.2,42517.3,880.7,1038.7,1607.2,0,65009.1,2009,"TX","Dallas Area Rapid Transit(DART)",NA,0.291731465287168,0.0247226926691802,0.654020744788038,0.0135473341424508,0.0159777631131642
7006,19423.9,32653.9,0,665.1,0,0,52742.9,2009,"MO","Bi-State Development Agency(METRO)",NA,0.368275161206532,0,0.619114610686936,0,0.0126102281065319
8001,13385.1,20657,1353.9,500.5,1322.5,0,37219,2009,"UT","Utah Transit Authority(UTA)",NA,0.359630833713963,0.0355329267309707,0.555012224938875,0.0363765818533545,0.0134474327628362
8006,19759.4,77222,0,1223.8,0,0,98205.2,2009,"CO","Denver Regional Transportation District(RTD)",NA,0.20120523149487,0,0.786333106597207,0,0.0124616619079234
9013,10754.2,34778.4,0,1067.1,0,0,46599.7,2009,"CA","Santa Clara Valley Transportation Authority(VTA)",NA,0.230778309731608,0,0.746322401217175,0,0.0228992890512171
9015,50744.9,167332.8,0,9052.6,0,0,227130.3,2009,"CA","San Francisco Municipal Railway(MUNI)",NA,0.223417571323597,0,0.73672601145686,0,0.0398564172195431
9019,17315,17735.4,0,304.3,0,0,35354.7,2009,"CA","Sacramento Regional Transit District(Sacramento RT)",NA,0.489751009059616,0,0.501641931624367,0,0.00860705931601739
9026,36928.3,50904.6,0,503.2,0,0,88336.1,2009,"CA","San Diego Metropolitan Transit System(MTS)",NA,0.418043132988665,0,0.576260441654092,0,0.00569642535724353
9030,2195.4,8747.5,0,123.7,1501.6,0,12568.2,2009,"CA","North County Transit District(NCTD)",NA,0.174678951639853,0.119476138190035,0.696002609761143,0,0.00984230040896867
9154,46027.5,386029.8,2487.3,0,46891,0,481435.6,2009,"CA","Los Angeles County Metropolitan Transportation Authority(LACMTA)",NA,0.0956046873143573,0.097398281306991,0.801830608289042,0.00516642308960949,0
9209,5580.9,0,0,0,0,0,5580.9,2009,"AZ","Valley Metro Rail, Inc.(VMR)",NA,1,0,0,0,0
2,0,11152.8,209.8,521.6,0,0,11884.2,2009,"WA","Spokane Transit Authority(STA)",NA,0,0,0.938456101378301,0.0176536914558826,0.0438902071658168
3,0,14251.2,846,463.3,0,0,15560.5,2009,"WA","Pierce County Transportation Benefit Area Authority(Pierce Transit)",NA,0,0,0.915857459593201,0.0543684328909739,0.0297741075158253
5,0,2495,0,109,0,0,2604,2009,"WA","Everett Transit(ET)",NA,0,0,0.958141321044547,0,0.0418586789554532
6,0,1349,91.6,90.4,0,0,1531,2009,"WA","Yakima Transit(YT)",NA,0,0,0.881123448726323,0.0598301763553233,0.059046374918354
7,0,11732.7,28.6,162.8,0,0,11924.1,2009,"OR","Lane Transit District(LTD)",NA,0,0,0.983948474098674,0.00239850387031306,0.0136530220310128
11,0,1405.6,0,39.1,0,0,1444.7,2009,"ID","Valley Regional Transit(VRT)",NA,0,0,0.972935557555202,0,0.0270644424447982
12,0,4184.1,0,194,0,0,4378.1,2009,"AK","Municipality of Anchorage - Public Transportation Department(People Mover)",NA,0,0,0.955688540691167,0,0.0443114593088326
16,0,444.8,0,49.6,0,0,494.4,2009,"WA","Community Urban Bus Service(CUBS)",NA,0,0,0.899676375404531,0,0.100323624595469
18,0,3663.5,1177.1,656.5,0,0,5497.1,2009,"WA","Ben Franklin Transit(BFT)",NA,0,0,0.666442305943134,0.214131087300577,0.11942660675629
19,0,4298.3,680.7,148.3,0,0,5127.3,2009,"WA","Intercity Transit(I.T.)",NA,0,0,0.838316462855694,0.132759932128021,0.0289236050162854
20,0,3466.7,286.9,826.8,0,0,4580.4,2009,"WA","Kitsap Transit",NA,0,0,0.756855296480657,0.0626364509649812,0.180508252554362
21,0,5623.2,99.3,186.3,0,0,5908.8,2009,"WA","Whatcom Transportation Authority(WTA)",NA,0,0,0.951665312753859,0.0168054427294882,0.0315292445166531
22,0,418,0,118.8,0,0,536.8,2009,"ID","City of Pocatello - Pocatello Regional Transit(PRT)",NA,0,0,0.778688524590164,0,0.221311475409836
24,0,6201.2,14.1,215.4,0,0,6430.7,2009,"WA","Clark County Public Transportation Benefit Area Authority(C-Tran)",NA,0,0,0.964311816754008,0.00219260733668185,0.03349557590931
25,0,4746.9,34.5,440.9,0,0,5222.3,2009,"OR","Salem Area Mass Transit District(Cherriots)",NA,0,0,0.908967313252781,0.00660628458725083,0.0844264021599678
29,0,10292.3,862.3,217.9,0,0,11372.5,2009,"WA","Snohomish County Public Transportation Benefit Area Corporation(Community Transit)",NA,0,0,0.905016487140031,0.0758232578588701,0.0191602550010991
34,0,1055.4,0,52.8,0,0,1108.2,2009,"OR","Rogue Valley Transportation District(RVTD)",NA,0,0,0.952355170546833,0,0.0476448294531673
42,0,48.1,0,81.9,0,0,130,2009,"ID","Targhee Regional Public Transit Authority(TRPTA)",NA,0,0,0.37,0,0.63
43,0,905.9,0.9,75,0,0,981.8,2009,"WA","Link Transit",NA,0,0,0.922693012833571,0.000916683642289672,0.0763903035241393
44,0,508.2,100.2,68,0,0,676.4,2009,"WA","Skagit Transit",NA,0,0,0.751330573625074,0.148137196924897,0.10053222945003
45,0,357.8,0,23.1,0,0,380.9,2009,"AK","Fairbanks North Star Borough Transit(MACS)",NA,0,0,0.939354161197165,0,0.0606458388028354
46,0,294.9,0,17.4,0,0,312.3,2009,"OR","South Metro Area Regional Transit(SMART)",NA,0,0,0.944284341978867,0,0.0557156580211335
47,0,680.4,0,7.4,0,0,687.8,2009,"OR","City of Corvallis(CTS)",NA,0,0,0.989241058447223,0,0.010758941552777
50,0,274.1,0,51.6,0,0,325.7,2009,"OR","City of Bend, Bend Area Transit(BAT)",NA,0,0,0.841571998771876,0,0.158428001228124
53,0,445.5,0,0,0,0,445.5,2009,"ID","Coeur d'Alene Tribe dba Citylink Transit(Citylink)",NA,0,0,1,0,0
1001,0,19819.5,0,590.9,0,0,20410.4,2009,"RI","Rhode Island Public Transit Authority(RIPTA)",NA,0,0,0.971049073021597,0,0.0289509269784032
1002,0,532,0,11.6,0,0,543.6,2009,"NH","Manchester Transit Authority(MTA)",NA,0,0,0.978660779985283,0,0.0213392200147167
1004,0,2847,0,184.5,0,0,3031.5,2009,"MA"," Brockton Area Transit Authority(BAT)",NA,0,0,0.939139040079169,0,0.0608609599208313
1005,0,1404.1,0,100.4,0,0,1504.5,2009,"MA","Lowell Regional Transit Authority(LRTA)",NA,0,0,0.933266866068461,0,0.0667331339315387
1006,0,1661.3,0,79.5,0,0,1740.8,2009,"MA","Southeastern Regional Transit Authority(SRTA)",NA,0,0,0.954331341911765,0,0.0456686580882353
1007,0,505.6,0,95,0,0,600.6,2009,"MA","Berkshire Regional Transit Authority(BRTA)",NA,0,0,0.841824841824842,0,0.158175158175158
1008,0,11882.3,0,308.4,0,0,12190.7,2009,"MA","Pioneer Valley Transit Authority(PVTA)",NA,0,0,0.974702026954974,0,0.0252979730450261
1013,0,2627.1,0,63.4,0,0,2690.5,2009,"MA","Merrimack Valley Regional Transit Authority(MVRTA)",NA,0,0,0.976435606764542,0,0.0235643932354581
1014,0,3176,0,225.3,0,0,3401.3,2009,"MA","Worcester Regional Transit Authority(WRTA)",NA,0,0,0.933760620939053,0,0.0662393790609473
1015,0,224.9,0,10,0,0,234.9,2009,"ME","Lewiston-Auburn Transit Committee(LATC)",NA,0,0,0.957428693060877,0,0.042571306939123
1016,0,1411.8,0,0,0,0,1411.8,2009,"ME","Greater Portland Transit District(Metro)",NA,0,0,1,0,0
1017,0,257.8,0,421.2,0,0,679,2009,"CT","Greater Hartford Transit District(GHTD)",NA,0,0,0.379675994108984,0,0.620324005891016
1040,0,1133.6,0,2.9,0,0,1136.5,2009,"CT","Southeast Area Transit(SEAT)",NA,0,0,0.997448306203256,0,0.00255169379674439
1047,0,522.9,0,0,0,0,522.9,2009,"CT","New Britain Transportation Company, Inc.",NA,0,0,1,0,0
1048,0,13578.4,0,0,0,0,13578.4,2009,"CT","Connecticut Transit - Hartford Division(CTTransit)",NA,0,0,1,0,0
1049,0,27.5,0,270.9,0,0,298.4,2009,"CT","The Greater New Haven Transit District(GNHTD)",NA,0,0,0.0921581769436997,0,0.9078418230563
1050,0,5302.6,0,88.2,0,0,5390.8,2009,"CT","Greater Bridgeport Transit Authority(GBTA)",NA,0,0,0.983638792016027,0,0.0163612079839727
1051,0,888,0,72.3,0,0,960.3,2009,"CT","Housatonic Area Regional Transit(HART)",NA,0,0,0.924711027803811,0,0.0752889721961887
1053,0,238.6,0,32.9,0,0,271.5,2009,"MA","Cape Ann Transportation Authority(CATA)",NA,0,0,0.878821362799263,0,0.121178637200737
1055,0,8598.2,0,0,0,0,8598.2,2009,"CT","Connecticut Transit - New Haven Division(CTTRANSIT)",NA,0,0,1,0,0
1056,0,3341.7,0,0,0,0,3341.7,2009,"CT","Connecticut Transit - Stamford Division(CTTransit)",NA,0,0,1,0,0
1057,0,1915.2,0,101.8,0,0,2017,2009,"CT","Norwalk Transit District",NA,0,0,0.949529003470501,0,0.0504709965294993
1061,0,604.1,0,396,0,0,1000.1,2009,"MA","Montachusett Regional Transit Authority(MART)",NA,0,0,0.604039596040396,0,0.395960403959604
1063,0,434.7,0,30.1,0,0,464.8,2009,"CT","Middletown Transit District(MTD)",NA,0,0,0.935240963855422,0,0.0647590361445783
1064,0,707.5,0,217.2,0,0,924.7,2009,"MA","Greater Attleboro-Taunton Regional Transit Authority(GATRA)",NA,0,0,0.765113009624743,0,0.234886990375257
1066,0,2514.6,0,37.4,0,0,2552,2009,"VT","Chittenden County Transportation Authority(CCTA)",NA,0,0,0.985344827586207,0,0.0146551724137931
1086,0,367.1,0,3,0,0,370.1,2009,"NH","Cooperative Alliance for Seacoast Transportation(COAST)",NA,0,0,0.991894082680357,0,0.00810591731964334
1087,0,437.9,0,28.8,0,0,466.7,2009,"NH","Nashua Transit System(NTS)",NA,0,0,0.938290122134133,0,0.0617098778658667
1095,0,2625.2,0,125.7,0,0,2750.9,2009,"CT","Northeast Transportation Company, Inc.",NA,0,0,0.95430586353557,0,0.0456941364644298
1096,0,870,0,12.3,0,0,882.3,2009,"ME","City of Bangor - BAT Community Connector(BAT)",NA,0,0,0.986059163549813,0,0.013940836450187
1102,0,201.5,0,0,593.7,0,795.2,2009,"CT","Connecticut Department of Transportation(CDOT)",NA,0,0.7466046277666,0.2533953722334,0,0
1105,0,409.6,0,390.7,0,0,800.3,2009,"MA","Cape Cod Regional Transit Authority(CCRTA)",NA,0,0,0.51180807197301,0,0.48819192802699
1107,0,351.7,0,62.7,0,0,414.4,2009,"CT","Milford Transit District(MTD)",NA,0,0,0.848696911196911,0,0.151303088803089
1116,0,151.5,0,0,0,0,151.5,2009,"RI","Bonanza(BZ)",NA,0,0,1,0,0
1118,0,282.6,0,40.1,0,0,322.7,2009,"MA","MetroWest Regional Transit Authority(MWRTA)",NA,0,0,0.875735977688255,0,0.124264022311745
1119,0,1115.3,0,0,0,0,1115.3,2009,"NH","University Of New Hampshire - University Transportation Services(UNH UTS)",NA,0,0,1,0,0
2002,0,15194.3,0,217.5,0,0,15411.8,2009,"NY","Capital District Transportation Authority(CDTA)",NA,0,0,0.985887436898999,0,0.0141125631010005
2003,0,3003.1,0,107.4,0,0,3110.5,2009,"NY","Broome County Department of Public Transportation(Broome County)",NA,0,0,0.965471789101431,0,0.0345282108985694
2005,0,640.7,0,54.4,0,0,695.1,2009,"NY","Chemung County Transit System(CCTS)",NA,0,0,0.921737879441807,0,0.0782621205581931
2006,0,326.5,0,21.2,0,0,347.7,2009,"NY","City of Long Beach(Long Beach Bus)",NA,0,0,0.939027897612885,0,0.0609721023871153
2007,0,30787.7,0,394.9,0,0,31182.6,2009,"NY","Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus(MTA Long Island Bus)",NA,0,0,0.987335886039009,0,0.0126641139609911
2008,0,842637.6,0,5920.2,2358313.4,0,3206871.2,2009,"NY","MTA New York City Transit(NYCT)",NA,0,0.735393863027614,0.262760038507315,0,0.00184609846507088
2009,0,427.4,0,0,0,0,427.4,2009,"NY","City of Poughkeepsie",NA,0,0,1,0,0
2010,0,521.2,0,70.8,0,0,592,2009,"NY","Dutchess County Division of Mass Transportation(Loop Bus)",NA,0,0,0.880405405405405,0,0.119594594594595
2018,0,12298.1,0,175.3,0,0,12473.4,2009,"NY","CNY Centro, Inc. (CNY Centro )",NA,0,0,0.985946093286514,0,0.0140539067134863
2071,0,251.4,0,23.7,0,0,275.1,2009,"NY","Huntington Area Rapid Transit(HART)",NA,0,0,0.913849509269357,0,0.0861504907306434
2072,0,6054.4,0,410,0,0,6464.4,2009,"NY","Suffolk County Department of Public Works - Transportation Division(ST)",NA,0,0,0.936575706948827,0,0.0634242930511726
2076,0,31953.4,0,212.9,0,0,32166.3,2009,"NY","Westchester County Bee-Line System(The Bee-Line System)",NA,0,0,0.993381271703615,0,0.00661872829638472
2078,0,385.4,0,196.3,79464.2,0,80045.9,2009,"NY","Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",NA,0,0.992732919487444,0.00481473754433394,0,0.00245234296822198
2082,0,698.8,0,21237.1,0,0,21935.9,2009,"NY","New York City Department of Transportation(NYCDOT)",NA,0,0,0.0318564544878487,0,0.968143545512151
2084,0,3675.4,0,7.5,0,0,3682.9,2009,"NY","Transport of Rockland(TOR)",NA,0,0,0.997963561323957,0,0.00203643867604334
2085,0,151.3,0,0,0,0,151.3,2009,"NY","Clarkstown Mini-Trans",NA,0,0,1,0,0
2089,0,34.7,0,0,0,0,34.7,2009,"NY","Village of Spring Valley Bus(Spring Valley Jitney)",NA,0,0,1,0,0
2096,0,159.4,0,18.1,0,0,177.5,2009,"NY","Putnam County Transit(PART)",NA,0,0,0.898028169014085,0,0.101971830985916
2113,0,16918.1,0,181.7,0,0,17099.8,2009,"NY","Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",NA,0,0,0.989374144726839,0,0.0106258552731611
2116,0,502.4,0,0,0,0,502.4,2009,"NY","Centro of Cayuga, Inc.(Centro of Cayuga)",NA,0,0,1,0,0
2120,0,316.5,0,2.9,0,0,319.4,2009,"NY","Greater Glens Falls Transit System(GGFT)",NA,0,0,0.990920475892298,0,0.00907952410770194
2122,0,3816.4,0,0,0,0,3816.4,2009,"NJ","Academy Lines, Inc.",NA,0,0,1,0,0
2126,0,3562.3,0,0,0,0,3562.3,2009,"NJ","Hudson Transit Lines, Inc.(Short Line)",NA,0,0,1,0,0
2128,0,3629.5,0,0,0,0,3629.5,2009,"NJ","Suburban Transit Corporation(Coach USA)",NA,0,0,1,0,0
2132,0,5030,0,0,0,0,5030,2009,"NJ","New Jersey Transit Corporation-45(NJTC-45)",NA,0,0,1,0,0
2135,0,539.5,0,0,0,0,539.5,2009,"NY","Monsey New Square Trails Corporation",NA,0,0,1,0,0
2137,0,276.2,0,0,0,0,276.2,2009,"NY","Monroe Bus Corporation",NA,0,0,1,0,0
2145,0,3351.8,0,62,0,0,3413.8,2009,"NY","Tompkins Consolidated Area Transit(TCAT)",NA,0,0,0.981838420528443,0,0.0181615794715566
2148,0,123.1,0,18.8,0,0,141.9,2009,"NY","Newburgh Beacon Bus Corporation(NBBC)",NA,0,0,0.867512332628612,0,0.132487667371388
2149,0,3321.7,0,0,0,0,3321.7,2009,"NJ","Rockland Coaches, Inc.",NA,0,0,1,0,0
2158,0,54.8,0,20.1,0,0,74.9,2009,"NY","Tioga County(Tioga County Transit)",NA,0,0,0.731642189586115,0,0.268357810413885
2160,0,596,0,0,0,0,596,2009,"NJ","Community Transit, Inc. (Community Transit)",NA,0,0,1,0,0
2161,0,2068.7,0,0,0,0,2068.7,2009,"NJ","DeCamp Bus Lines",NA,0,0,1,0,0
2163,0,1799,0,0,0,0,1799,2009,"NJ","Lakeland Bus Lines, Inc.",NA,0,0,1,0,0
2165,0,639.1,0,0,0,0,639.1,2009,"NJ","Olympia Trails Bus Company, Inc.(Coach USA)",NA,0,0,1,0,0
2166,0,11414.9,0,0,0,0,11414.9,2009,"NJ","Orange-Newark-Elizabeth, Inc.(Coach USA)",NA,0,0,1,0,0
2168,0,3773.6,0,0,0,0,3773.6,2009,"NJ","Trans-Hudson Express",NA,0,0,1,0,0
2169,0,1056.5,0,0,0,0,1056.5,2009,"PA","Trans-Bridge Lines, Inc. ",NA,0,0,1,0,0
2171,0,880.4,0,0,0,0,880.4,2009,"NY","Private One of New York, LLC, dba: New York Airport Service",NA,0,0,1,0,0
2172,0,406,0,0,0,0,406,2009,"NY","Centro of Oswego, Inc.(Centro of Oswego)",NA,0,0,1,0,0
2175,0,556.8,0,0,0,0,556.8,2009,"NY","Private Transportation Corporation",NA,0,0,1,0,0
2177,0,528.9,0,0,0,0,528.9,2009,"NY","Adirondack Transit Lines, Inc,(Adirondack Trailways)",NA,0,0,1,0,0
2178,0,321.5,0,0,0,0,321.5,2009,"NY","Ulster County Area Transit(UCAT)",NA,0,0,1,0,0
2179,0,48,0,0,0,0,48,2009,"NY","Hendrick Hudson Bus Lines, Inc.(HHBL)",NA,0,0,1,0,0
2185,0,1321,0,36.3,0,0,1357.3,2009,"NY","Centro of Oneida, Inc.(Centro of Oneida)",NA,0,0,0.973255728284093,0,0.0267442717159066
2187,0,63.9,0,0,0,0,63.9,2009,"NY","Village of Kiryas Joel(KJ)",NA,0,0,1,0,0
2188,0,119975.8,0,0,0,0,119975.8,2009,"NY","MTA Bus Company(MTABUS)",NA,0,0,1,0,0
3001,0,2462.7,0,30,0,0,2492.7,2009,"WV","Kanawha Valley Regional Transportation Authority(KVRTA)",NA,0,0,0.98796485738356,0,0.01203514261644
3002,0,789.8,0,33.9,0,0,823.7,2009,"WV","The Tri-State Transit Authority(TTA)",NA,0,0,0.958844239407551,0,0.0411557605924487
3006,0,13232.9,321,231.1,0,0,13785,2009,"VA","Greater Richmond Transit Company(GRTC Transit System)",NA,0,0,0.959949220166848,0.0232861806311208,0.0167645992020312
3007,0,2539.7,0,50.9,0,0,2590.6,2009,"VA","Greater Roanoke Transit Company(Valley Metro)",NA,0,0,0.980352041997993,0,0.0196479580020073
3008,0,2954.9,0,22.7,0,0,2977.6,2009,"VA","Greater Lynchburg Transit Company(GLTC)",NA,0,0,0.992376410531972,0,0.00762358946802794
3009,0,609,0,10.2,0,0,619.2,2009,"VA","Petersburg Area Transit(PAT)",NA,0,0,0.983527131782946,0,0.0164728682170543
3010,0,5505.7,0,454.3,0,0,5960,2009,"PA","Lehigh and Northampton Transportation Authority(LANTA)",NA,0,0,0.923775167785235,0,0.0762248322147651
3011,0,595.1,0,12.2,0,0,607.3,2009,"PA","Altoona Metro Transit(AMTRAN)",NA,0,0,0.979911081837642,0,0.020088918162358
3012,0,1098.6,0,106.1,0,0,1204.7,2009,"PA","Cambria County Transit Authority(CamTran)",NA,0,0,0.911928280899809,0,0.0880717191001909
3013,0,3025.8,0,250.7,0,0,3276.5,2009,"PA","Erie Metropolitan Transit Authority(EMTA)",NA,0,0,0.923485426522204,0,0.0765145734777964
3014,0,2664.2,0,200.6,0,0,2864.8,2009,"PA","Capital Area Transit(CAT)",NA,0,0,0.929977659871544,0,0.0700223401284557
3015,0,1639.7,0,20.8,0,0,1660.5,2009,"PA","Luzerne County Transportation Authority(LCTA)",NA,0,0,0.987473652514303,0,0.0125263474856971
3018,0,2043,0,324.3,0,0,2367.3,2009,"PA","Red Rose Transit Authority(RRTA)",NA,0,0,0.863008490685591,0,0.136991509314409
3023,0,809.3,0,95.2,0,0,904.5,2009,"PA","Beaver County Transit Authority(BCTA)",NA,0,0,0.894748479823107,0,0.105251520176893
3024,0,2916.9,0,203.9,0,0,3120.8,2009,"PA","Berks Area Reading Transportation Authority(BARTA)",NA,0,0,0.934664188669572,0,0.0653358113304281
3025,0,1960.9,0,8.3,0,0,1969.2,2009,"PA","County of Lackawanna Transit System(COLTS)",NA,0,0,0.995785090392037,0,0.00421490960796262
3026,0,1295.6,0,1.7,0,0,1297.3,2009,"PA","Williamsport Bureau of Transportation(RVT)",NA,0,0,0.998689586063362,0,0.00131041393663763
3027,0,1410.3,10.2,202,0,0,1622.5,2009,"PA","York County Transportation Authority(rabbittransit)",NA,0,0,0.869214175654854,0.00628659476117103,0.124499229583975
3030,0,136894,0,2107.8,296857.2,0,435859,2009,"DC","Washington Metropolitan Area Transit Authority(WMATA)",NA,0,0.681085396882937,0.314078635522038,0,0.004835967595025
3035,0,426.3,0,4.9,0,0,431.2,2009,"WV","Ohio Valley Regional Transportation Authority(OVRTA / EORTA)",NA,0,0,0.988636363636364,0,0.0113636363636364
3036,0,2012.5,0,0,0,0,2012.5,2009,"VA","Charlottesville Area Transit(CTS)",NA,0,0,1,0,0
3040,0,1464.1,0,0,0,0,1464.1,2009,"MD","Annapolis Department of Transportation(Annapolis Transit)",NA,0,0,1,0,0
3041,0,153.7,0,23.4,0,0,177.1,2009,"MD","Allegany County Transit(ACT)",NA,0,0,0.867871259175607,0,0.132128740824393
3042,0,374.3,0,11.3,0,0,385.6,2009,"MD","Washington County Transit(County Commuter)",NA,0,0,0.970695020746888,0,0.029304979253112
3044,0,457.7,0,8.2,0,0,465.9,2009,"PA","Westmoreland County Transit Authority(WCTA)",NA,0,0,0.982399656578665,0,0.0176003434213351
3048,0,967.8,0,88,0,0,1055.8,2009,"MD","Howard Transit(HT)",NA,0,0,0.916650880848646,0,0.0833491191513544
3051,0,29627.2,0,112.1,0,0,29739.3,2009,"MD","Ride-On Montgomery County Transit",NA,0,0,0.996230577047879,0,0.00376942295212059
3054,0,7001.1,61.1,36.3,0,0,7098.5,2009,"PA","Centre Area Transportation Authority(CATA)",NA,0,0,0.986278791293935,0.00860745227865042,0.00511375642741424
3055,0,100.4,0,89.9,0,0,190.3,2009,"PA","Shenango Valley Shuttle Service(SVSS)",NA,0,0,0.527588018917499,0,0.472411981082501
