"add","day","month","year","pm25_highway","pm25_city"
"Charlotte, NC",19,8,2016,6.06050704542998,6.07021079606157
"Charlotte, NC",19,9,2000,10.8853023371119,10.9639246870832
"Charlotte, NC",19,9,2001,26.7903015233908,27.2939536552119
"Charlotte, NC",19,9,2002,22.3093328293721,22.1077055737255
"Charlotte, NC",19,9,2003,15.5841763065119,15.5260943436041
"Charlotte, NC",19,9,2004,4.50836312543055,4.56428729421724
"Charlotte, NC",19,9,2005,33.4039828549525,33.2547442118327
"Charlotte, NC",19,9,2006,11.1552144068821,11.3661116274392
"Charlotte, NC",19,9,2007,8.08858235778323,7.98272239483469
"Charlotte, NC",19,9,2008,15.0834572178543,15.1677573211794
"Charlotte, NC",19,9,2009,15.6245890878568,15.8940685783944
"Charlotte, NC",19,9,2010,12.0745253836273,12.3946679278118
"Charlotte, NC",19,9,2011,5.43824584468914,5.25163657006209
"Charlotte, NC",19,9,2012,6.06542264731826,6.11983866807891
"Charlotte, NC",19,9,2013,10.5723531565089,11.2441367327682
"Charlotte, NC",19,9,2014,8.59284969196198,8.55147788970451
"Charlotte, NC",19,9,2015,8.13518734342733,8.05695992756665
"Charlotte, NC",19,9,2016,3.66742895363243,3.52496264135934
"Charlotte, NC",2,1,2000,17.9605817734056,18.2202053302672
"Charlotte, NC",2,1,2001,9.48205576125224,9.2188140919538
"Charlotte, NC",2,1,2002,13.3253507431905,13.3335134072032
"Charlotte, NC",2,1,2003,7.77384875838164,7.62662008138207
"Charlotte, NC",2,1,2004,20.0441608185981,20.1841037641696
"Charlotte, NC",2,1,2005,16.6531710290605,16.5214141791429
"Charlotte, NC",2,1,2006,10.2873158971216,10.6838936844492
"Charlotte, NC",2,1,2007,6.10427696993397,5.9759297196458
"Charlotte, NC",2,1,2008,6.22213999025381,6.08474704889747
"Charlotte, NC",2,1,2009,8.15862966950532,8.25612692328973
"Charlotte, NC",2,1,2010,5.68117262299653,5.73530528603531
"Charlotte, NC",2,1,2011,4.15366558056728,4.09011248165999
"Charlotte, NC",2,1,2012,2.81498905503826,2.93773841760992
"Charlotte, NC",2,1,2013,6.26438882548338,6.25259773130339
"Charlotte, NC",2,1,2014,11.1797777103011,11.6623641843718
"Charlotte, NC",2,1,2015,11.6281713497866,11.7333182435695
"Charlotte, NC",2,1,2016,7.08300705016798,6.98395658702385
"Charlotte, NC",2,10,2000,15.360060090472,15.2993539717139
"Charlotte, NC",2,10,2001,16.0078664403053,16.141727218783
"Charlotte, NC",2,10,2002,17.1890763811245,16.9779120305689
"Charlotte, NC",2,10,2003,8.10463356516164,8.04507234619885
"Charlotte, NC",2,10,2004,25.527570007713,25.3651543051247
"Charlotte, NC",2,10,2005,21.0238909630259,20.5394267260544
"Charlotte, NC",2,10,2006,12.2460104037242,12.328330857967
"Charlotte, NC",2,10,2007,6.40221378909554,6.24044430352808
"Charlotte, NC",2,10,2008,7.71334645702581,7.77679292748614
"Charlotte, NC",2,10,2009,11.6204315294885,11.7853081013129
"Charlotte, NC",2,10,2010,6.86102700385318,7.10321093768608
"Charlotte, NC",2,10,2011,3.47834945332473,3.26285021285701
"Charlotte, NC",2,10,2012,4.95549947896581,4.97290831658898
"Charlotte, NC",2,10,2013,11.6264095427884,12.0083366874757
"Charlotte, NC",2,10,2014,13.2459426928478,13.3603973427439
"Charlotte, NC",2,10,2015,1.15172540458145,0.999696738230504
"Charlotte, NC",2,10,2016,8.98668422516744,9.00840252977077
"Charlotte, NC",2,11,2000,38.9938199960502,37.8429337943473
"Charlotte, NC",2,11,2001,17.1174010380059,17.4684575398763
"Charlotte, NC",2,11,2002,10.8952196449231,10.9228216651979
"Charlotte, NC",2,11,2003,22.0002176321236,22.4210308974351
"Charlotte, NC",2,11,2004,15.4624871114257,15.4330219098223
"Charlotte, NC",2,11,2005,10.495826156276,10.2750524350298
"Charlotte, NC",2,11,2006,10.9869112877329,11.0347487248056
"Charlotte, NC",2,11,2007,6.45826782542429,6.41407717534197
"Charlotte, NC",2,11,2008,18.1699955691198,18.3668298333641
"Charlotte, NC",2,11,2009,6.82548389009609,6.93320213682283
"Charlotte, NC",2,11,2010,6.61760100589436,6.77156347957084
"Charlotte, NC",2,11,2011,11.2118198674196,11.1840220738233
"Charlotte, NC",2,11,2012,8.58320908030127,8.52248591717666
"Charlotte, NC",2,11,2013,6.15167919086043,6.35227796895717
"Charlotte, NC",2,11,2014,3.89158368566234,3.8261088200701
"Charlotte, NC",2,11,2015,2.75506908195034,2.76262666539448
"Charlotte, NC",2,11,2016,14.4536784044497,15.0621977046253
"Charlotte, NC",2,12,2000,25.7524300350505,25.7697820353314
"Charlotte, NC",2,12,2001,15.1328817051687,15.4996584837999
"Charlotte, NC",2,12,2002,14.6977758468336,14.7388604365713
"Charlotte, NC",2,12,2003,6.51712266047289,6.60381449141153
"Charlotte, NC",2,12,2004,9.13250468187271,9.23335496003066
"Charlotte, NC",2,12,2005,9.11887710109638,8.99885961486072
"Charlotte, NC",2,12,2006,5.41896671246571,5.40950161654775
"Charlotte, NC",2,12,2007,7.90829666404967,8.08150216234409
"Charlotte, NC",2,12,2008,10.1667249430517,10.5518722030205
"Charlotte, NC",2,12,2009,5.48675841738464,5.48789388959001
"Charlotte, NC",2,12,2010,9.63985545771896,9.8093580424301
"Charlotte, NC",2,12,2011,13.8702175480545,13.7609755120626
"Charlotte, NC",2,12,2012,14.4416821109261,15.0837529306489
"Charlotte, NC",2,12,2013,15.9769818190556,16.2403836172771
"Charlotte, NC",2,12,2014,10.5715880059892,10.7619936563135
"Charlotte, NC",2,12,2015,5.10556024958374,5.22121127737247
"Charlotte, NC",2,12,2016,8.6858185658789,9.09330039295724
"Charlotte, NC",2,2,2000,15.904292167372,16.1712263735329
"Charlotte, NC",2,2,2001,13.2723898553545,13.5187331370222
"Charlotte, NC",2,2,2002,7.8690305272485,7.66263506664493
"Charlotte, NC",2,2,2003,10.5987747277424,10.8262235943864
"Charlotte, NC",2,2,2004,14.1786927387213,13.9496984016605
"Charlotte, NC",2,2,2005,20.6782224254244,20.4155920307811
"Charlotte, NC",2,2,2006,22.2306351023874,22.6999419297629
"Charlotte, NC",2,2,2007,14.3907407651282,14.6269559550091
"Charlotte, NC",2,2,2008,7.52899814411333,7.52817198513
"Charlotte, NC",2,2,2009,10.8207918823145,10.8120747387894
"Charlotte, NC",2,2,2010,11.121275403697,11.1433403046151
"Charlotte, NC",2,2,2011,5.43860574588654,5.44032774126627
"Charlotte, NC",2,2,2012,8.40168021742705,8.31255444084726
"Charlotte, NC",2,2,2013,7.43863120656105,7.60550058760294
"Charlotte, NC",2,2,2014,11.2072684233356,11.0821037137411
"Charlotte, NC",2,2,2015,4.32060492570233,4.23306423280297
"Charlotte, NC",2,2,2016,10.3673311160628,10.2974144617716
"Charlotte, NC",2,3,2000,9.81830316288456,9.322985168395
"Charlotte, NC",2,3,2001,14.076426548563,14.6287822064345
"Charlotte, NC",2,3,2002,12.7086425769101,12.387740189467
"Charlotte, NC",2,3,2003,7.89820032666443,7.85123393593765
"Charlotte, NC",2,3,2004,12.3423618025081,12.2213001328755
"Charlotte, NC",2,3,2005,6.31485635611662,6.2051207069459
"Charlotte, NC",2,3,2006,20.3021851557835,20.4075712576145
"Charlotte, NC",2,3,2007,2.79750922227361,2.67967976787226
"Charlotte, NC",2,3,2008,5.94893915030607,5.99271782239278
"Charlotte, NC",2,3,2009,6.18323557240188,6.07948273953384
"Charlotte, NC",2,3,2010,7.93266331314281,8.02464196740127
"Charlotte, NC",2,3,2011,8.06882794799319,7.97989166267519
"Charlotte, NC",2,3,2012,8.87422691636784,8.70951828336328
"Charlotte, NC",2,3,2013,6.44617115008603,6.57726260898559
"Charlotte, NC",2,3,2014,19.1093527071036,19.2024500777082
"Charlotte, NC",2,3,2015,8.94517859683675,9.0603896369779
"Charlotte, NC",2,3,2016,3.95669680340275,3.81206182154214
"Charlotte, NC",2,4,2000,13.5937912266725,13.9719153846182
"Charlotte, NC",2,4,2001,8.85346122911781,8.7924548823659
"Charlotte, NC",2,4,2002,12.6205707963105,12.5297611476929
"Charlotte, NC",2,4,2003,13.325548305633,13.554388872007
"Charlotte, NC",2,4,2004,7.78795286348671,7.85323266285222
"Charlotte, NC",2,4,2005,3.96943129247921,3.82093094228729
"Charlotte, NC",2,4,2006,10.4273870735411,10.4180031559332
"Charlotte, NC",2,4,2007,10.1816273100057,9.99020399698397
"Charlotte, NC",2,4,2008,9.81847328744876,9.76173616812481
"Charlotte, NC",2,4,2009,6.73478032373319,6.7131035967571
"Charlotte, NC",2,4,2010,20.0876648653844,20.4950570439905
"Charlotte, NC",2,4,2011,7.38803920624362,7.29618798814169
"Charlotte, NC",2,4,2012,10.8414304818317,10.9211269277867
"Charlotte, NC",2,4,2013,7.69132021885769,7.91367649838207
"Charlotte, NC",2,4,2014,13.2238136097124,13.4862358279345
"Charlotte, NC",2,4,2015,10.6611304738719,10.9207537426212
"Charlotte, NC",2,4,2016,4.22184465797084,4.23992137211125
"Charlotte, NC",2,5,2000,22.3760738858751,22.5206915615051
"Charlotte, NC",2,5,2001,19.2346237814351,19.3537784359319
"Charlotte, NC",2,5,2002,21.9748799026392,21.6619043737892
"Charlotte, NC",2,5,2003,9.27046156840719,9.31619080489244
"Charlotte, NC",2,5,2004,5.89736616839269,5.93387026903106
"Charlotte, NC",2,5,2005,8.81011794023453,8.65115377379627
"Charlotte, NC",2,5,2006,15.7407118560402,15.776746311808
"Charlotte, NC",2,5,2007,26.2486851078689,26.2664164023671
"Charlotte, NC",2,5,2008,10.2450504363722,10.147834665407
"Charlotte, NC",2,5,2009,6.11856900051141,6.00726806245199
"Charlotte, NC",2,5,2010,12.6122306592905,12.9848911200112
"Charlotte, NC",2,5,2011,10.8407430284342,10.8137329031781
"Charlotte, NC",2,5,2012,10.2810029679803,10.4526384322624
"Charlotte, NC",2,5,2013,4.9877091425999,4.89719674839237
"Charlotte, NC",2,5,2014,6.408943048708,6.57024167029838
"Charlotte, NC",2,5,2015,9.8083096157973,9.97821715595276
"Charlotte, NC",2,5,2016,7.25647849186211,7.34360732101813
"Charlotte, NC",2,6,2000,27.3568564129483,26.9555627156079
"Charlotte, NC",2,6,2001,6.34861995004545,6.14049053967484
"Charlotte, NC",2,6,2002,21.2584457275974,21.16182204766
"Charlotte, NC",2,6,2003,12.9848743001367,13.035980778981
"Charlotte, NC",2,6,2004,12.8581740871357,12.8285527461913
"Charlotte, NC",2,6,2005,2.71781416455652,2.61562935705107
"Charlotte, NC",2,6,2006,9.19161034845243,9.35243825602338
"Charlotte, NC",2,6,2007,8.09168627003955,7.82124081278235
"Charlotte, NC",2,6,2008,11.7354143956664,11.6686676343282
"Charlotte, NC",2,6,2009,16.0844680701092,16.1201948693128
"Charlotte, NC",2,6,2010,9.56280614160428,9.75669841068547
"Charlotte, NC",2,6,2011,26.448370599443,26.5610079183811
"Charlotte, NC",2,6,2012,7.17346161641892,7.26000107788458
"Charlotte, NC",2,6,2013,5.35681045131319,5.44939664902726
"Charlotte, NC",2,6,2014,8.34481445239608,8.32291283258578
"Charlotte, NC",2,6,2015,4.6909819970465,4.87484021496967
"Charlotte, NC",2,6,2016,8.82848624818644,8.8348995127329
"Charlotte, NC",2,7,2000,28.8578546609089,28.524392011689
"Charlotte, NC",2,7,2001,17.5248930013863,17.6539176615273
"Charlotte, NC",2,7,2002,39.9640155962318,39.1751691151441
"Charlotte, NC",2,7,2003,5.3620016225584,5.27390391070668
"Charlotte, NC",2,7,2004,18.8084491802629,18.5825698201249
"Charlotte, NC",2,7,2005,21.1245611761786,20.7716929815649
"Charlotte, NC",2,7,2006,29.0297714039019,28.9683373924193
"Charlotte, NC",2,7,2007,14.3314443090159,14.315779786769
"Charlotte, NC",2,7,2008,13.964415161473,13.7234732232443
"Charlotte, NC",2,7,2009,8.94378792100651,9.0028178536795
"Charlotte, NC",2,7,2010,14.7237834565958,15.0765432303514
"Charlotte, NC",2,7,2011,17.4932465401425,17.260240717632
"Charlotte, NC",2,7,2012,9.1992519038498,9.08756912433035
"Charlotte, NC",2,7,2013,5.37125737196321,5.52130993013459
"Charlotte, NC",2,7,2014,20.0768178223045,20.1533785254005
"Charlotte, NC",2,7,2015,14.0034694307169,14.2318155048339
"Charlotte, NC",2,7,2016,12.0070482970803,12.1966888419981
"Charlotte, NC",2,8,2000,7.91327533904155,7.96092529607013
"Charlotte, NC",2,8,2001,12.4344907991446,12.3721712779223
"Charlotte, NC",2,8,2002,32.9998959705328,32.3617364759368
"Charlotte, NC",2,8,2003,12.9168577923137,12.9052421174398
"Charlotte, NC",2,8,2004,8.7112269006717,8.80682814218165
"Charlotte, NC",2,8,2005,34.8995274343308,34.5362648847626
"Charlotte, NC",2,8,2006,31.081243029066,31.1443839809759
"Charlotte, NC",2,8,2007,24.9608195238053,24.9055343565902
"Charlotte, NC",2,8,2008,18.6951240855417,18.4312997988569
"Charlotte, NC",2,8,2009,13.4675476292896,13.5609450572874
"Charlotte, NC",2,8,2010,13.6932582490763,13.9840888434309
"Charlotte, NC",2,8,2011,15.3365402768372,15.0518877835778
"Charlotte, NC",2,8,2012,14.1599320940151,14.2624615072235
"Charlotte, NC",2,8,2013,9.90921598786761,10.275403701193
"Charlotte, NC",2,8,2014,5.62803935093485,5.54656440649575
"Charlotte, NC",2,8,2015,8.09616502531015,7.90357401119015
"Charlotte, NC",2,8,2016,6.96617622132514,7.00027215965395
"Charlotte, NC",2,9,2000,10.203688232762,10.3407730978679
"Charlotte, NC",2,9,2001,12.4347592615018,12.5361511571621
"Charlotte, NC",2,9,2002,6.78474675318238,6.60773815759798
"Charlotte, NC",2,9,2003,8.926748075303,8.91320102583102
"Charlotte, NC",2,9,2004,22.2378149579285,22.2238393721542
"Charlotte, NC",2,9,2005,25.387753650641,25.0399666762933
"Charlotte, NC",2,9,2006,8.48440822674211,8.55077144770118
"Charlotte, NC",2,9,2007,10.3702090500267,10.3340277361676
"Charlotte, NC",2,9,2008,18.6157614228072,18.637139328127
"Charlotte, NC",2,9,2009,8.27126018560616,8.24873276648483
"Charlotte, NC",2,9,2010,16.1112728665589,16.3129143017094
"Charlotte, NC",2,9,2011,23.1702747223484,22.7630018916557
"Charlotte, NC",2,9,2012,7.76525665999977,7.83084306678152
"Charlotte, NC",2,9,2013,12.9535673165777,13.3300611914658
"Charlotte, NC",2,9,2014,9.0725782661681,9.38609554709458
"Charlotte, NC",2,9,2015,11.9308876657182,12.1239150752866
"Charlotte, NC",2,9,2016,5.57661274132455,5.52290719020657
"Charlotte, NC",20,1,2000,7.94608331789636,8.04016117545647
"Charlotte, NC",20,1,2001,4.71221374098662,4.53672560443723
"Charlotte, NC",20,1,2002,10.8046826951823,10.7852237941773
"Charlotte, NC",20,1,2003,7.59826323029342,7.77230668067932
"Charlotte, NC",20,1,2004,13.5525834636324,13.7153299068048
"Charlotte, NC",20,1,2005,23.9511026151621,23.5576437585722
"Charlotte, NC",20,1,2006,11.5515353269638,12.0644074843182
"Charlotte, NC",20,1,2007,6.14049548859809,6.0306671130948
"Charlotte, NC",20,1,2008,6.71788822769359,6.6761715819196
"Charlotte, NC",20,1,2009,11.0280024109373,11.002871664559
"Charlotte, NC",20,1,2010,9.65980082712356,9.64355058204837
"Charlotte, NC",20,1,2011,7.36589928037801,7.24779159072938
"Charlotte, NC",20,1,2012,15.8491424937157,15.6903765453556
"Charlotte, NC",20,1,2013,7.64612883974792,8.03724613422301
"Charlotte, NC",20,1,2014,6.37715322348722,6.42104893002084
"Charlotte, NC",20,1,2015,9.77393276676251,10.0827851721911
"Charlotte, NC",20,1,2016,11.6286654077518,11.3905052983664
"Charlotte, NC",20,10,2000,30.8610644978323,29.8705228557432
"Charlotte, NC",20,10,2001,22.3865927313543,22.9749389741479
"Charlotte, NC",20,10,2002,18.9829444277818,18.6340606658439
"Charlotte, NC",20,10,2003,20.3773402317314,20.5568238080032
"Charlotte, NC",20,10,2004,11.6523879409596,11.6350526305718
"Charlotte, NC",20,10,2005,29.86403976732,29.5734555081623
"Charlotte, NC",20,10,2006,11.2764976465019,11.3613628527013
"Charlotte, NC",20,10,2007,6.48798480307221,6.34865798019781
"Charlotte, NC",20,10,2008,7.71846803738053,7.99089694604641
"Charlotte, NC",20,10,2009,10.4716857071895,10.4183182173628
"Charlotte, NC",20,10,2010,17.6736645971894,18.1529673018107
"Charlotte, NC",20,10,2011,4.11028710292403,4.2736372424335
"Charlotte, NC",20,10,2012,7.7181552990227,7.91149183792797
"Charlotte, NC",20,10,2013,6.43648620471833,6.64495413671664
"Charlotte, NC",20,10,2014,6.13852195375285,6.21353611131994
"Charlotte, NC",20,10,2015,9.37877131723295,9.61621865993593
"Charlotte, NC",20,10,2016,8.63475528036713,8.56032979585291
"Charlotte, NC",20,11,2000,10.4010925596687,10.5881143120246
"Charlotte, NC",20,11,2001,13.8609871833947,14.200695851954
"Charlotte, NC",20,11,2002,27.518132956924,27.2869866378908
"Charlotte, NC",20,11,2003,7.23979970603992,7.40509477281958
"Charlotte, NC",20,11,2004,15.2534614368609,15.1774959137769
"Charlotte, NC",20,11,2005,22.9832214306874,22.7793973984757
"Charlotte, NC",20,11,2006,8.37361675918482,8.33884609617838
"Charlotte, NC",20,11,2007,16.7870479146386,16.5096597671509
"Charlotte, NC",20,11,2008,11.4536497213279,11.7385879609643
"Charlotte, NC",20,11,2009,9.14468132918048,9.2039532506369
"Charlotte, NC",20,11,2010,16.9840852773873,17.6330784394489
"Charlotte, NC",20,11,2011,13.4083502459678,13.5426383367399
"Charlotte, NC",20,11,2012,8.42913638254639,8.34507400621244
"Charlotte, NC",20,11,2013,6.93555401237148,7.19106794566643
"Charlotte, NC",20,11,2014,10.537946737496,10.7618907215149
"Charlotte, NC",20,11,2015,5.10016161924715,5.12149540777129
"Charlotte, NC",20,11,2016,4.14952355281563,4.06621723349501
"Charlotte, NC",20,12,2000,12.2763955729782,12.4118165349573
"Charlotte, NC",20,12,2001,6.7440377800328,6.9110738126243
"Charlotte, NC",20,12,2002,6.92805538056003,6.8813787630903
"Charlotte, NC",20,12,2003,5.50845143445738,5.69685930740543
"Charlotte, NC",20,12,2004,4.26856869952694,4.33843415733275
"Charlotte, NC",20,12,2005,17.2622069158372,17.2351116009844
"Charlotte, NC",20,12,2006,10.34606585533,10.1935586153976
"Charlotte, NC",20,12,2007,16.7569864722574,16.9866841285209
"Charlotte, NC",20,12,2008,8.20573154680289,8.40139274674702
"Charlotte, NC",20,12,2009,8.05716340860744,8.05439573768678
"Charlotte, NC",20,12,2010,11.9218496517011,11.981285374339
"Charlotte, NC",20,12,2011,13.9037198959642,14.0909521172686
"Charlotte, NC",20,12,2012,12.6327476683696,12.5326766773937
"Charlotte, NC",20,12,2013,13.49698482805,14.0739549194894
"Charlotte, NC",20,12,2014,13.9582535932018,14.098702403588
"Charlotte, NC",20,12,2015,12.3898664280108,12.8372683641387
"Charlotte, NC",20,12,2016,8.07145314611447,7.78300004858312
"Charlotte, NC",20,2,2000,10.9413757445706,10.7477670878899
"Charlotte, NC",20,2,2001,18.1690349578857,18.4402477683091
"Charlotte, NC",20,2,2002,11.4138228058056,10.9157400092458
"Charlotte, NC",20,2,2003,21.7610156672775,21.6568961880071
"Charlotte, NC",20,2,2004,14.348166951708,14.2921810925491
"Charlotte, NC",20,2,2005,25.0019503429437,24.9366504855272
"Charlotte, NC",20,2,2006,15.9745459101003,15.9023869560986
"Charlotte, NC",20,2,2007,13.9024577474898,14.0952260087176
"Charlotte, NC",20,2,2008,5.49739514794319,5.66979393532606
"Charlotte, NC",20,2,2009,6.53941667459573,6.58792629280711
"Charlotte, NC",20,2,2010,9.86451912533705,9.87397642058086
"Charlotte, NC",20,2,2011,3.57532911391775,3.31001185498587
"Charlotte, NC",20,2,2012,7.67395609047762,7.43872609371092
"Charlotte, NC",20,2,2013,4.27810741989476,4.4875431681067
"Charlotte, NC",20,2,2014,11.7846351489899,11.9393259257805
"Charlotte, NC",20,2,2015,12.5357788717671,12.5934725854455
"Charlotte, NC",20,2,2016,15.7498028566883,15.8296038968776
"Charlotte, NC",20,3,2000,3.29566156180801,3.1970009493634
"Charlotte, NC",20,3,2001,4.02700023894097,3.85872862784843
"Charlotte, NC",20,3,2002,16.389551150571,16.3887642185862
"Charlotte, NC",20,3,2003,3.93377450013616,3.77655967173538
"Charlotte, NC",20,3,2004,16.451359354007,16.2294866515369
"Charlotte, NC",20,3,2005,15.5537743963254,15.1483443345481
"Charlotte, NC",20,3,2006,7.82175670004195,7.76521480568056
"Charlotte, NC",20,3,2007,17.4508450502043,17.5456159560661
"Charlotte, NC",20,3,2008,4.76181926848782,4.72524876129336
"Charlotte, NC",20,3,2009,5.31251855412866,5.33926304569089
"Charlotte, NC",20,3,2010,15.721837244216,15.9379517392414
"Charlotte, NC",20,3,2011,6.53655213155564,6.4135703594704
"Charlotte, NC",20,3,2012,15.9352038924102,16.2154606493508
"Charlotte, NC",20,3,2013,5.90729153687787,6.35301276532615
"Charlotte, NC",20,3,2014,7.38690887439023,7.33775525945958
"Charlotte, NC",20,3,2015,9.75574738812295,9.85262989804028
"Charlotte, NC",20,3,2016,8.68031387572076,8.57905766052928
"Charlotte, NC",20,4,2000,15.1137295255236,15.0866790321784
"Charlotte, NC",20,4,2001,21.8302813730422,22.120887864896
"Charlotte, NC",20,4,2002,17.2652126725312,17.0275286193786
"Charlotte, NC",20,4,2003,15.6593695051351,15.7667242957325
"Charlotte, NC",20,4,2004,18.9495330251706,18.715540777377
"Charlotte, NC",20,4,2005,27.3261050813517,27.1826563966953
"Charlotte, NC",20,4,2006,15.7493092482257,15.8857637343368
"Charlotte, NC",20,4,2007,11.0780427471088,11.1119199303108
"Charlotte, NC",20,4,2008,6.90534019166497,6.86187993995542
"Charlotte, NC",20,4,2009,5.71252102153316,5.66793709847985
"Charlotte, NC",20,4,2010,11.6154866248939,11.7644325000484
"Charlotte, NC",20,4,2011,11.0263994119729,10.8482462952777
"Charlotte, NC",20,4,2012,10.2247836908717,10.3426000587339
"Charlotte, NC",20,4,2013,5.22391819194624,5.2607251919382
"Charlotte, NC",20,4,2014,7.40146400974055,7.12140696804698
"Charlotte, NC",20,4,2015,5.82709271133326,5.9521746945575
"Charlotte, NC",20,4,2016,12.3285347762381,12.5574906899677
"Charlotte, NC",20,5,2000,19.9697185807927,20.0639652856966
"Charlotte, NC",20,5,2001,14.9452151158813,15.0645126055896
"Charlotte, NC",20,5,2002,12.210661590479,12.0102839121004
"Charlotte, NC",20,5,2003,10.7926756986387,10.9523094650207
"Charlotte, NC",20,5,2004,21.1629567237417,21.0030401353914
"Charlotte, NC",20,5,2005,7.3435452060335,7.19878193614929
"Charlotte, NC",20,5,2006,10.9114436921041,10.9954582462466
"Charlotte, NC",20,5,2007,9.62578993997756,9.59148153444616
"Charlotte, NC",20,5,2008,13.8512114628105,13.7657509547908
"Charlotte, NC",20,5,2009,5.36280605595583,5.36357411524145
"Charlotte, NC",20,5,2010,8.63848055092392,8.78869858020689
"Charlotte, NC",20,5,2011,11.7760682197133,11.6024935536268
"Charlotte, NC",20,5,2012,9.10254042923071,9.22227106637102
"Charlotte, NC",20,5,2013,7.66281339621088,7.78896374818755
"Charlotte, NC",20,5,2014,11.1284666365119,11.0076196561984
"Charlotte, NC",20,5,2015,8.83041436505166,9.00142030793477
"Charlotte, NC",20,5,2016,4.78646176939557,4.66358531296738
"Charlotte, NC",20,6,2000,17.3923123232119,17.4705849856865
"Charlotte, NC",20,6,2001,36.1135845062839,35.9340751306797
"Charlotte, NC",20,6,2002,12.5081901003601,12.3049188164192
"Charlotte, NC",20,6,2003,17.9011688232422,17.7728501296625
"Charlotte, NC",20,6,2004,20.3850863875857,20.4639765886756
"Charlotte, NC",20,6,2005,17.7721127309617,17.6577576117787
"Charlotte, NC",20,6,2006,19.7171435265025,19.7351664721481
"Charlotte, NC",20,6,2007,11.0945676754994,11.0708178078256
"Charlotte, NC",20,6,2008,21.0491720187436,20.9780545040844
"Charlotte, NC",20,6,2009,15.418462534619,15.1706642949484
"Charlotte, NC",20,6,2010,11.7381338010168,11.9510281066584
"Charlotte, NC",20,6,2011,10.0590336854291,9.96718888166474
"Charlotte, NC",20,6,2012,14.3780842434828,14.5890874978973
"Charlotte, NC",20,6,2013,10.7974331485238,11.1040020376686
"Charlotte, NC",20,6,2014,11.9178594540639,11.7766453851529
"Charlotte, NC",20,6,2015,9.47799434783352,9.54772667768525
"Charlotte, NC",20,6,2016,8.86414845278309,8.69381991246851
"Charlotte, NC",20,7,2000,17.7800029098608,17.6040737958458
"Charlotte, NC",20,7,2001,19.0183608425651,19.2100113116629
"Charlotte, NC",20,7,2002,14.5820577645757,14.6396969896022
"Charlotte, NC",20,7,2003,24.8907853995159,24.7522591536607
"Charlotte, NC",20,7,2004,29.1975702783864,28.9368061127701
"Charlotte, NC",20,7,2005,20.550646690806,20.124288008465
"Charlotte, NC",20,7,2006,27.0933866197137,27.1881979655444
"Charlotte, NC",20,7,2007,11.2739045695894,11.0830129995579
"Charlotte, NC",20,7,2008,19.6018671655351,19.7964496147342
"Charlotte, NC",20,7,2009,14.4768042108815,14.6007232162041
"Charlotte, NC",20,7,2010,11.1156060164142,11.306390932905
"Charlotte, NC",20,7,2011,26.9292570952397,26.8211870038412
"Charlotte, NC",20,7,2012,8.08328864528875,8.20577522409641
"Charlotte, NC",20,7,2013,9.05359298863988,9.4523463947017
"Charlotte, NC",20,7,2014,9.19385222416775,9.09959418405362
"Charlotte, NC",20,7,2015,12.0342127320113,12.1938694860877
"Charlotte, NC",20,7,2016,7.74413064482865,7.66203948540416
"Charlotte, NC",20,8,2000,22.4849000918637,22.2611279371308
"Charlotte, NC",20,8,2001,19.9575491012282,20.064141351033
"Charlotte, NC",20,8,2002,13.1561111583831,12.9539590889845
"Charlotte, NC",20,8,2003,21.2950848378953,21.277726692882
"Charlotte, NC",20,8,2004,42.8409277314593,42.5292206585892
"Charlotte, NC",20,8,2005,21.4410263110118,21.0324190108757
"Charlotte, NC",20,8,2006,17.4643360004304,17.9021818192025
"Charlotte, NC",20,8,2007,15.4964792105802,15.4809457150901
"Charlotte, NC",20,8,2008,19.6368030256527,19.6049431824103
"Charlotte, NC",20,8,2009,8.42627836640473,8.3522018378343
"Charlotte, NC",20,8,2010,9.51449916013487,9.74186770896601
"Charlotte, NC",20,8,2011,18.8525702604063,18.6833056783288
"Charlotte, NC",20,8,2012,8.82039395715021,8.81531956525353
"Charlotte, NC",20,8,2013,4.18957783310277,4.2481731350829
"Charlotte, NC",20,8,2014,10.3008684960141,10.3155347428671
"Charlotte, NC",20,8,2015,3.36400274865946,3.33100837808314
"Charlotte, NC",20,8,2016,5.22441957255078,5.09245462340068
"Charlotte, NC",20,9,2000,14.9001404039419,14.7486675270205
"Charlotte, NC",20,9,2001,23.6486016534696,24.0566125962792
"Charlotte, NC",20,9,2002,14.3839931002088,14.1176551415668
"Charlotte, NC",20,9,2003,24.1278600632005,24.2821939669973
"Charlotte, NC",20,9,2004,5.37124691799188,5.41726470381264
"Charlotte, NC",20,9,2005,25.1648476473085,25.0431802951223
"Charlotte, NC",20,9,2006,9.85174924400961,9.94949028743961
"Charlotte, NC",20,9,2007,6.52985412451872,6.4755839099729
"Charlotte, NC",20,9,2008,7.48206478471209,7.4849907382717
"Charlotte, NC",20,9,2009,14.8099099541925,14.7496956964818
"Charlotte, NC",20,9,2010,11.8041728438845,12.0660172516738
"Charlotte, NC",20,9,2011,7.90090014828239,7.81410703426454
"Charlotte, NC",20,9,2012,7.50745635427487,7.73393502468016
"Charlotte, NC",20,9,2013,13.8864248360798,14.4150801480301
"Charlotte, NC",20,9,2014,10.2114070782996,10.420281766876
"Charlotte, NC",20,9,2015,8.62312349088632,8.76387515300658
