"city_num","Address","lon","lat","address","joint_address","date","pm25","year","month","day"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001023.tif",29.2783186393872,"2000","10","23"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000124.tif",15.1245833614416,"2000","01","24"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020423.tif",12.5663373763101,"2002","04","23"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010724.tif",6.39665117598417,"2001","07","24"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001024.tif",28.4784846724125,"2000","10","24"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000125.tif",4.47110775897377,"2000","01","25"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020424.tif",8.58604293957091,"2002","04","24"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010725.tif",5.02880443188182,"2001","07","25"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001025.tif",15.5129693934792,"2000","10","25"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000126.tif",11.1214264903152,"2000","01","26"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020425.tif",3.89489815318794,"2002","04","25"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010726.tif",9.09019930320874,"2001","07","26"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001026.tif",13.0771363576253,"2000","10","26"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000127.tif",17.6301999092102,"2000","01","27"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020426.tif",6.78269138670804,"2002","04","26"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010727.tif",8.62171897135283,"2001","07","27"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001027.tif",4.19065461242408,"2000","10","27"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000128.tif",36.7121216623407,"2000","01","28"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020427.tif",5.55058586806582,"2002","04","27"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010728.tif",3.64301269932797,"2001","07","28"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001028.tif",4.02317122827496,"2000","10","28"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000129.tif",43.7166483360424,"2000","01","29"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020428.tif",5.80679663022359,"2002","04","28"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010729.tif",3.15017821600563,"2001","07","29"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001029.tif",11.3650327565377,"2000","10","29"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000130.tif",32.7584898931938,"2000","01","30"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020429.tif",5.23389217309784,"2002","04","29"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20010730.tif",10.9405956268311,"2001","07","30"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20001030.tif",14.1868910371212,"2000","10","30"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20000131.tif",18.7721777631525,"2000","01","31"
1,"Minneapolis-St. Paul, MN",-93.2009998,44.9374831,"twin cities, mn, usa",NA,"20020430.tif",5.90252089918705,"2002","04","30"
