"city_num","PRECTOT","PRECSNO","QSH","RHOA","SPEED","TLML","file"
1,4.82546347484458e-05,2.79558626061771e-05,0.00372578739188612,1.18539023399353,5.97368478775024,273.996765136719,"200001.nc4"
2,6.01011033722898e-05,3.30467637468246e-05,0.00479065929539502,1.26419222354889,5.92297220230103,278.107025146484,"200001.nc4"
3,4.7901881771395e-05,3.1726263841847e-05,0.00418836763128638,1.25319576263428,6.20958137512207,276.153076171875,"200001.nc4"
4,5.75073245272506e-05,3.27094167005271e-05,0.00398640101775527,1.27205157279968,5.35653066635132,275.254699707031,"200001.nc4"
5,6.01164647378027e-05,3.29016147588845e-05,0.00461792061105371,1.27704894542694,6.661940574646,276.660461425781,"200001.nc4"
6,4.88252262584865e-05,2.88878782157553e-05,0.00410858634859324,1.21568393707275,5.47234201431274,276.032043457031,"200001.nc4"
7,6.70131848892197e-05,1.34886645355436e-05,0.00603340729139745,1.27018713951111,6.04420924186707,279.265899658203,"200001.nc4"
8,4.37058752140729e-05,2.50610692091868e-05,0.00389763049315661,1.25075232982635,6.15166592597961,275.402359008789,"200001.nc4"
9,5.2958370702072e-06,3.00934335939473e-06,0.00306915724650025,1.02431103587151,5.76089632511139,277.153625488281,"200001.nc4"
10,NA,NA,NA,NA,NA,NA,"200001.nc4"
11,3.59593180121465e-07,2.07751437580894e-12,0.00248465873301029,1.05391764640808,4.95933127403259,284.133850097656,"200001.nc4"
12,9.38798265792684e-07,1.70873227271742e-14,0.00282495131250471,1.09738752245903,4.84701871871948,285.835922241211,"200001.nc4"
13,1.49832249007886e-05,1.28653423416836e-05,0.00217462936416268,1.28787592053413,7.68134045600891,266.792770385742,"200001.nc4"
14,1.48369908856694e-05,1.27391431306023e-05,0.00208675861358643,1.28912079334259,7.61603975296021,266.210632324219,"200001.nc4"
15,1.86629490599444e-05,1.41151949719642e-05,0.0036467756726779,1.28698414564133,8.70024871826172,268.82991027832,"200001.nc4"
16,9.5482346296194e-06,9.06799141375814e-06,0.0018270086729899,1.28708457946777,7.94276666641235,264.253845214844,"200001.nc4"
17,1.8193893993157e-05,1.81455543497577e-05,0.00154012464918196,1.28879106044769,7.3587338924408,261.839279174805,"200001.nc4"
18,2.56963317042391e-05,1.6933062507718e-08,0.00622186961118132,1.20922434329987,7.27909719944,285.07935333252,"200001.nc4"
19,2.60799697571201e-05,2.27265246621755e-08,0.00837501883506775,1.2369259595871,6.65904831886292,286.265747070312,"200001.nc4"
20,NA,NA,NA,NA,NA,NA,"200001.nc4"
21,1.18167649816314e-05,2.91612678449127e-10,0.00987651012837887,1.21533346176147,7.38902378082275,290.498199462891,"200001.nc4"
22,7.09800684894901e-09,2.54838590551046e-10,0.0029635553364642,1.07818132638931,5.74190330505371,282.778999328613,"200001.nc4"
23,6.11324139754288e-06,5.65465263589054e-13,0.00725005147978663,1.19674372673035,6.39433002471924,289.617889404297,"200001.nc4"
24,7.59789827498025e-07,5.91100558722246e-07,0.00313979550264776,1.12671756744385,7.80947875976562,280.107208251953,"200001.nc4"
25,4.69778706246871e-06,2.22204761257672e-07,0.00342652201652527,1.12791061401367,7.28163957595825,282.047973632812,"200001.nc4"
26,2.03115469048498e-05,7.58446250248568e-10,0.00652659521438181,1.20176565647125,6.76654601097107,286.355331420898,"200001.nc4"
27,2.44302500505e-05,5.39337997906841e-06,0.00583244394510984,1.22433280944824,7.32937955856323,283.439407348633,"200001.nc4"
28,5.22066866324167e-05,3.63995377483661e-05,0.00417818932328373,1.25212460756302,5.63934051990509,276.401412963867,"200001.nc4"
29,1.25316873891279e-05,1.1974829249084e-05,0.00166163768153638,1.30299115180969,7.00486421585083,263.771575927734,"200001.nc4"
30,2.2780116978538e-05,2.07993639395054e-08,0.00806692615151405,1.23142823576927,7.16274678707123,286.891372680664,"200001.nc4"
31,7.06645596437738e-06,6.92501475896279e-06,0.00169792212545872,1.30219483375549,6.70796060562134,262.075698852539,"200001.nc4"
32,1.71861199760315e-06,0,0.00281600328162313,1.16036546230316,4.55632972717285,288.098907470703,"200001.nc4"
33,1.71861199760315e-06,0,0.00281600328162313,1.16036546230316,4.55632972717285,288.098907470703,"200001.nc4"
34,2.29761353693902e-05,7.94345771737426e-06,0.00505374372005463,1.22920113801956,7.31973564624786,280.969787597656,"200001.nc4"
35,2.48441010626266e-05,9.73639453150099e-06,0.00534450449049473,1.2341285943985,7.34341812133789,281.462554931641,"200001.nc4"
36,1.4605649994337e-05,1.2540187981358e-05,0.00223317299969494,1.28635907173157,7.70440864562988,267.140884399414,"200001.nc4"
1,2.66911738435738e-05,4.88278692500899e-06,0.00464152917265892,1.16930985450745,5.39071798324585,278.152587890625,"200002.nc4"
2,1.31210122162884e-05,8.77628885120885e-08,0.00623899046331644,1.24598902463913,5.58266973495483,282.251586914062,"200002.nc4"
3,4.19274329033215e-05,5.49910919289687e-06,0.00531726377084851,1.23672533035278,5.84154796600342,280.048889160156,"200002.nc4"
4,3.20986182487104e-05,9.22437538974918e-06,0.00503606116399169,1.25477623939514,4.92341279983521,279.273010253906,"200002.nc4"
5,1.27685652842047e-05,6.2675348999619e-07,0.00590972742065787,1.25983083248138,6.1081976890564,280.604034423828,"200002.nc4"
6,3.02331318380311e-05,3.96473041064382e-07,0.00515426322817802,1.19907581806183,5.04248380661011,280.119354248047,"200002.nc4"
7,1.02960425465426e-05,8.54470836308963e-08,0.00703950016759336,1.25359052419662,5.4069516658783,283.116668701172,"200002.nc4"
8,3.87244417652255e-05,1.02574413176626e-05,0.00503731379285455,1.23391842842102,5.83027982711792,279.407516479492,"200002.nc4"
9,1.01350197212469e-05,1.69872411204253e-06,0.00340734474593773,1.0198372900486,6.49970924854279,277.965461730957,"200002.nc4"
10,NA,NA,NA,NA,NA,NA,"200002.nc4"
11,9.55026621340949e-07,5.60607790522699e-14,0.00275052292272449,1.05228394269943,6.11524486541748,284.407257080078,"200002.nc4"
12,1.44994299944301e-06,6.65734401205908e-26,0.00308868545107543,1.09478685259819,5.65625202655792,286.291618347168,"200002.nc4"
13,1.95900292965234e-05,1.072313784789e-05,0.00337403826415539,1.26026511192322,8.25918793678284,272.208198547363,"200002.nc4"
14,1.85394073923817e-05,1.06936649899581e-05,0.00329895713366568,1.26074206829071,8.19559955596924,271.756530761719,"200002.nc4"
15,2.00716203835327e-05,1.20778015570977e-05,0.00413652369752526,1.26375222206116,8.90570282936096,273.383903503418,"200002.nc4"
16,1.15612729132408e-05,6.04021261096932e-06,0.00309020560234785,1.25339686870575,8.29691410064697,270.718322753906,"200002.nc4"
17,1.67837606568355e-05,1.28903398035618e-05,0.00247977778781205,1.2591814994812,7.58075737953186,267.621932983398,"200002.nc4"
18,1.97452295651601e-05,2.38703941479496e-29,0.00796549906954169,1.19223481416702,7.11503291130066,288.643539428711,"200002.nc4"
19,1.61515981744742e-05,2.40071968381217e-11,0.00943289091810584,1.22429859638214,6.0800838470459,288.924392700195,"200002.nc4"
20,NA,NA,NA,NA,NA,NA,"200002.nc4"
21,2.16981943594874e-05,0,0.0111348512582481,1.20541661977768,7.94565439224243,292.397094726562,"200002.nc4"
22,4.2923646503823e-07,3.91481796983488e-09,0.00283059355570003,1.07032844424248,6.68403851985931,284.769889831543,"200002.nc4"
23,1.39677640618174e-05,0,0.00895160529762506,1.18266427516937,7.04871034622192,292.48583984375,"200002.nc4"
24,1.75481218889217e-07,1.21495400406957e-08,0.00360268726944923,1.11019945144653,8.15213775634766,283.993743896484,"200002.nc4"
25,2.63008314504987e-06,8.40205238716862e-09,0.00374522735364735,1.1123833656311,7.69729042053223,285.714508056641,"200002.nc4"
26,2.48328215093352e-05,0,0.00831018947064877,1.18698662519455,6.81429219245911,289.446258544922,"200002.nc4"
27,1.9201017494197e-05,3.01935135964618e-11,0.00737530714832246,1.20456886291504,7.43494915962219,287.564041137695,"200002.nc4"
28,3.96402037949883e-05,3.51352738903188e-06,0.00529607955832034,1.23545807600021,5.29191815853119,280.319679260254,"200002.nc4"
29,2.00631748157321e-05,8.38988671603147e-06,0.00278187752701342,1.26933634281158,7.29609060287476,270.047332763672,"200002.nc4"
30,1.55204290877009e-05,0,0.00932031217962503,1.2188706099987,6.73373687267303,289.480667114258,"200002.nc4"
31,1.78969103217241e-05,1.05410222204227e-05,0.00254685536492616,1.27339565753937,7.24079704284668,267.393203735352,"200002.nc4"
32,4.29163719672943e-06,0,0.00344028929248452,1.15624952316284,4.97533655166626,288.786560058594,"200002.nc4"
33,4.29163719672943e-06,0,0.00344028929248452,1.15624952316284,4.97533655166626,288.786560058594,"200002.nc4"
34,1.68207207025262e-05,1.44776769836919e-10,0.00629174127243459,1.20857462286949,8.02824032306671,285.239639282227,"200002.nc4"
35,1.73792814166518e-05,4.20140977563932e-10,0.00673640752211213,1.21318686008453,7.90973901748657,285.770690917969,"200002.nc4"
36,2.05371206902782e-05,1.06143206721754e-05,0.00342928129248321,1.25906819105148,8.27762651443481,272.506103515625,"200002.nc4"
1,5.91859788983129e-05,1.89413327689181e-07,0.00602358113974333,1.14389252662659,5.26938772201538,282.966094970703,"200003.nc4"
2,3.43656574841589e-05,2.66167008545299e-14,0.00813768338412046,1.21700584888458,6.0215163230896,287.133590698242,"200003.nc4"
3,3.24859756801743e-05,3.64341695702208e-10,0.00727467844262719,1.20695626735687,6.29019975662231,285.237396240234,"200003.nc4"
4,3.84494051104411e-05,5.82144465965939e-09,0.00659397942945361,1.22409701347351,5.47234630584717,284.540161132812,"200003.nc4"
