"Urbanized.Area","year","pop","bus","LR","rail","cars","oth","total","share_light","share_rail","share_bus","share_oth","share_cars"
"Odessa, TX",2010,99952,462.9,0,0,0,25.5,488.4,0,0,0.947788697788698,0.0522113022113022,0
"Odessa, TX",2011,102012,476.7,0,0,0,27.6,504.3,0,0,0.945270672218917,0.0547293277810827,0
"Odessa, TX",2012,105902,484,0,0,0,29.6,513.6,0,0,0.942367601246106,0.0576323987538941,0
"Phoenix-Mesa, AZ",2000,1725381,38338.1,0,0,618.8,768.3,39725.2,0,0,0.965082617582794,0.0193403683304301,0.0155770140867762
"Phoenix-Mesa, AZ",2001,1746928,39238.9,0,0,743,817.8,40799.7,0,0,0.961744816751104,0.0200442650313605,0.0182109182175359
"Phoenix-Mesa, AZ",2002,1765950,42911.2,0,0,753.9,585.8,44250.9,0,0,0.969724909549862,0.0132381488286114,0.0170369416215263
"Phoenix-Mesa, AZ",2003,1781510,52719.9,0,0,713.6,827.1,54260.6,0,0,0.971605548040383,0.0152431045731157,0.0131513473865014
"Phoenix-Mesa, AZ",2004,1805638,53686.3,0,0,623.4,861.6,55171.3,0,0,0.973083831629851,0.0156168152644582,0.0112993531056908
"Phoenix-Mesa, AZ",2005,1846202,58672.1,0,0,778.8,864.7,60315.6,0,0,0.972751659603817,0.0143362579498505,0.0129120824463323
"Phoenix-Mesa, AZ",2006,1877306,62270.1,0,0,1028.8,874.8,64173.7,0,0,0.970336757893031,0.0136317525715363,0.0160314895354327
"Phoenix-Mesa, AZ",2007,1890336,63644.4,0,0,1163.2,928.6,65736.2,0,0,0.968178872523815,0.0141261587983486,0.0176949686778366
"Phoenix-Mesa, AZ",2008,1898379,70177.8,0,0,1371.6,952.9,72502.3,0,0,0.967938948143714,0.0131430313245235,0.0189180205317624
"Phoenix-Mesa, AZ",2009,1893539,70304.7,5580.9,0,1264.7,949.9,78100.2,0.07145820369218,0,0.900185915016863,0.0121625808896776,0.0161933004012794
"Phoenix-Mesa, AZ",2010,1889831,54315.9,12112.7,0,1065,911.3,68404.9,0.177073572214856,0,0.794035222622941,0.0133221450510124,0.0155690601111909
"Phoenix-Mesa, AZ",2010,1889738,54315.9,12112.7,0,1065,911.3,68404.9,0.177073572214856,0,0.794035222622941,0.0133221450510124,0.0155690601111909
"Phoenix-Mesa, AZ",2011,1917295,53845.2,12793.5,0,1133.1,821.8,68593.6,0.186511569592498,0,0.784988686991206,0.0119807095705722,0.0165190338457232
"Phoenix-Mesa, AZ",2012,1956061,56531.7,13553.5,0,1296.6,813,72194.8,0.187735127737732,0,0.783043931141855,0.0112611988675085,0.0179597422529046
"Racine, WI",2000,82070,2079.3,0,0,0,41.1,2120.4,0,0,0.980616864742501,0.0193831352574986,0
"Racine, WI",2001,81524,1958.1,0,0,0,31,1989.1,0,0,0.984415062088382,0.0155849379116183,0
"Racine, WI",2002,81254,1778.8,0,0,0,33.7,1812.5,0,0,0.981406896551724,0.0185931034482759,0
"Racine, WI",2003,81077,1533.2,0,0,0,33.3,1566.5,0,0,0.97874241940632,0.0212575805936802,0
"Racine, WI",2004,80882,1478.8,0,0,0,19.8,1498.6,0,0,0.986787668490591,0.0132123315094088,0
"Racine, WI",2005,80871,1503.4,0,0,0,17.2,1520.6,0,0,0.98868867552282,0.0113113244771801,0
"Racine, WI",2006,80540,1519.5,0,0,0,14.7,1534.2,0,0,0.990418459131795,0.00958154086820493,0
"Racine, WI",2007,80121,1458.7,0,0,0,17.8,1476.5,0,0,0.987944463257704,0.012055536742296,0
"Racine, WI",2008,79650,1488.1,0,0,0,28.1,1516.2,0,0,0.98146682495713,0.0185331750428703,0
"Racine, WI",2009,79203,1384.4,0,0,0,44,1428.4,0,0,0.969196303556427,0.0308036964435732,0
"Racine, WI",2010,78901,1415.7,0,0,0,39.3,1455,0,0,0.97298969072165,0.0270103092783505,0
"Racine, WI",2010,78461,1415.7,0,0,0,39.3,1455,0,0,0.97298969072165,0.0270103092783505,0
"Racine, WI",2011,78172,1539.9,0,0,0,31.5,1571.4,0,0,0.979954180985109,0.0200458190148912,0
"Racine, WI",2012,77909,1417.1,0,0,0,43.1,1460.2,0,0,0.970483495411587,0.0295165045884125,0
"Rochester, MN",2000,90612,1048,0,0,0,43.1,1091.1,0,0,0.960498579415269,0.039501420584731,0
"Rochester, MN",2001,92132,1170.6,0,0,0,42.7,1213.3,0,0,0.964806725459491,0.0351932745405094,0
"Rochester, MN",2002,94085,1170.6,0,0,0,52.7,1223.3,0,0,0.956919807079212,0.043080192920788,0
"Rochester, MN",2003,95803,1231.9,0,0,0,48.3,1280.2,0,0,0.962271520074988,0.0377284799250117,0
"Rochester, MN",2004,97468,1173.3,0,0,0,43.7,1217,0,0,0.964092029580937,0.0359079704190633,0
"Rochester, MN",2005,98976,1300.8,0,0,0,43.1,1343.9,0,0,0.967929161395937,0.0320708386040628,0
"Rochester, MN",2006,100900,1427.3,0,0,0,37.5,1464.8,0,0,0.974399235390497,0.025600764609503,0
"Rochester, MN",2007,102614,1545.4,0,0,0,37.9,1583.3,0,0,0.97606265395061,0.0239373460493905,0
"Rochester, MN",2008,104399,1727.6,0,0,0,39.9,1767.5,0,0,0.977425742574257,0.0225742574257426,0
"Rochester, MN",2009,106086,1584.5,0,0,0,39.9,1624.4,0,0,0.975437084461955,0.0245629155380448,0
"Rochester, MN",2010,106961,1520.6,0,0,0,40.7,1561.3,0,0,0.973931979760456,0.026068020239544,0
"Rochester, MN",2010,107050,1520.6,0,0,0,40.7,1561.3,0,0,0.973931979760456,0.026068020239544,0
"Rochester, MN",2011,108114,1645.3,0,0,0,40.5,1685.8,0,0,0.975975797840788,0.0240242021592122,0
"Rochester, MN",2012,108943,1739.1,0,0,0,38.5,1777.6,0,0,0.978341584158416,0.0216584158415842,0
"San Antonio, TX",2000,1153843,44415.3,0,0,0,1016.5,45431.8,0,0,0.977625803952298,0.0223741960477023,0
"San Antonio, TX",2001,1161680,45952.7,0,0,0,1028.8,46981.5,0,0,0.978102018879772,0.0218979811202282,0
"San Antonio, TX",2002,1175718,44142.6,0,0,0,1019.5,45162.1,0,0,0.977425761866698,0.022574238133302,0
"San Antonio, TX",2003,1185891,39270.7,0,0,0,991.4,40262.1,0,0,0.975376346489627,0.0246236535103733,0
"San Antonio, TX",2004,1202840,42213.1,0,0,0,996.5,43209.6,0,0,0.976937995260313,0.0230620047396875,0
"San Antonio, TX",2005,1217575,39697.2,0,0,0,999.4,40696.6,0,0,0.975442665972096,0.0245573340279041,0
"San Antonio, TX",2006,1245274,41592.6,0,0,7.3,1068.6,42668.5,0,0,0.974784677220901,0.025044236380468,0.000171086398631309
"San Antonio, TX",2007,1270187,40570,0,0,67,1080.7,41717.7,0,0,0.972488895600668,0.0259050714684654,0.00160603293086628
"San Antonio, TX",2008,1291232,47129.5,0,0,124,1096,48349.5,0,0,0.974767060672809,0.0226682799201646,0.00256465940702593
"San Antonio, TX",2009,1310266,43296.3,0,0,125.3,1078.6,44500.2,0,0,0.972946189005892,0.0242380933119402,0.00281571768216772
"San Antonio, TX",2010,1332966,41323.1,0,0,129.4,1054.1,42506.6,0,0,0.972157264989437,0.0247985018797081,0.00304423313085497
"San Antonio, TX",2010,1334405,41323.1,0,0,129.4,1054.1,42506.6,0,0,0.972157264989437,0.0247985018797081,0.00304423313085497
"San Antonio, TX",2011,1357807,44157.5,0,0,284.9,1051.1,45493.5,0,0,0.970633167375559,0.0231043995296031,0.00626243309483772
"San Antonio, TX",2012,1383810,49322.8,0,0,430.8,1050.8,50804.4,0,0,0.970837171583564,0.0206832479076615,0.00847958050877483
"Sierra Vista, AZ",2012,46554,154.8,0,0,0,10.4,165.2,0,0,0.937046004842615,0.062953995157385,0
"Tucson, AZ",2000,486372,17991.9,0,0,0,312.1,18304,0,0,0.982949082167832,0.0170509178321678,0
"Tucson, AZ",2001,488463,15570.1,0,0,0,294.7,15864.8,0,0,0.981424285210025,0.0185757147899753,0
"Tucson, AZ",2002,492802,15245.4,0,0,0,283.8,15529.2,0,0,0.981724750792056,0.0182752492079437,0
"Tucson, AZ",2003,495194,16582.7,0,0,0,289.7,16872.4,0,0,0.982829947132595,0.0171700528674048,0
"Tucson, AZ",2004,499583,16511,0,0,0,342.3,16853.3,0,0,0.979689437676894,0.0203105623231059,0
"Tucson, AZ",2005,505902,16236.2,0,0,0,384.3,16620.5,0,0,0.976877951926837,0.0231220480731627,0
"Tucson, AZ",2006,513333,17386.4,0,0,0,428.2,17814.6,0,0,0.97596353552704,0.0240364644729604,0
"Tucson, AZ",2007,517450,17765.7,0,0,0,439.8,18205.5,0,0,0.975842465189091,0.0241575348109088,0
"Tucson, AZ",2008,520054,18407.3,0,0,0,450.5,18857.8,0,0,0.97611068099142,0.02388931900858,0
"Tucson, AZ",2009,520418,21575.4,0,0,0,468.9,22044.3,0,0,0.978729195302187,0.021270804697813,0
"Tucson, AZ",2010,521104,20383.6,0,0,0,463.9,20847.5,0,0,0.977747931406643,0.0222520685933565,0
"Tucson, AZ",2010,527048,20383.6,0,0,0,463.9,20847.5,0,0,0.977747931406643,0.0222520685933565,0
"Tucson, AZ",2011,530646,19702.5,0,0,0,499.3,20201.8,0,0,0.975284380599748,0.0247156194002515,0
"Tucson, AZ",2012,531845,19944,0,0,0,540.4,20484.4,0,0,0.973618949053914,0.0263810509460858,0
"Waco, TX",2000,115074,680.9,0,0,0,23.7,704.6,0,0,0.966363894408175,0.0336361055918251,0
"Waco, TX",2001,115517,666.1,0,0,0,23.8,689.9,0,0,0.965502246702421,0.0344977532975794,0
"Waco, TX",2002,116120,656.6,0,0,0,24.1,680.7,0,0,0.964595269575437,0.0354047304245629,0
"Waco, TX",2003,117001,613.9,0,0,0,22.2,636.1,0,0,0.965099827071215,0.0349001729287848,0
"Waco, TX",2004,118408,612.7,0,0,0,21.3,634,0,0,0.966403785488959,0.033596214511041,0
"Waco, TX",2005,118875,545.5,0,0,0,24.7,570.2,0,0,0.956681866011926,0.0433181339880744,0
"Waco, TX",2006,119479,598.7,0,0,0,27.2,625.9,0,0,0.956542578686691,0.0434574213133088,0
"Waco, TX",2007,120813,605.6,0,0,0,30,635.6,0,0,0.952800503461296,0.0471994965387036,0
"Waco, TX",2008,122029,688.4,0,0,0,31,719.4,0,0,0.956908534890186,0.0430914651098137,0
"Waco, TX",2009,123250,636.1,0,0,0,30.3,666.4,0,0,0.95453181272509,0.04546818727491,0
"Waco, TX",2010,125385,700,0,0,0,27.3,727.3,0,0,0.962463907603465,0.0375360923965351,0
"Waco, TX",2010,125360,700,0,0,0,27.3,727.3,0,0,0.962463907603465,0.0375360923965351,0
"Waco, TX",2011,126430,849.8,0,0,0,26.9,876.7,0,0,0.969316756016881,0.0306832439831185,0
"Waco, TX",2012,127476,905.3,0,0,0,31.3,936.6,0,0,0.966581251334614,0.0334187486653854,0
"Wausau, WI",2000,38563,827.9,0,0,0,24,851.9,0,0,0.971827679305083,0.0281723206949172,0
"Wausau, WI",2001,38462,805.7,0,0,0,21.5,827.2,0,0,0.974008704061896,0.0259912959381044,0
"Wausau, WI",2002,38408,758.6,0,0,0,20.9,779.5,0,0,0.973187940987813,0.0268120590121873,0
"Wausau, WI",2003,38359,725.2,0,0,0,18.1,743.3,0,0,0.975649132248083,0.0243508677519171,0
"Wausau, WI",2004,38334,758.6,0,0,0,11.8,770.4,0,0,0.984683281412253,0.0153167185877466,0
"Wausau, WI",2005,38468,809.5,0,0,0,25.3,834.8,0,0,0.969693339722089,0.0303066602779109,0
"Wausau, WI",2006,38757,857.4,0,0,0,24.9,882.3,0,0,0.971778306698402,0.0282216933015981,0
"Wausau, WI",2007,38981,848.8,0,0,0,34.1,882.9,0,0,0.961377279420093,0.0386227205799071,0
"Wausau, WI",2008,39154,851.9,0,0,0,32.8,884.7,0,0,0.962925285407483,0.0370747145925172,0
"Wausau, WI",2009,39181,794.1,0,0,0,28.1,822.2,0,0,0.96582340063245,0.0341765993675505,0
"Wausau, WI",2010,39284,774.1,0,0,0,28.7,802.8,0,0,0.964250124564026,0.0357498754359741,0
"Wausau, WI",2010,39118,774.1,0,0,0,28.7,802.8,0,0,0.964250124564026,0.0357498754359741,0
"Wausau, WI",2011,39251,788.7,0,0,0,8.7,797.4,0,0,0.989089541008277,0.0109104589917231,0
"Wausau, WI",2012,39245,631.4,0,0,0,3.4,634.8,0,0,0.994643982356648,0.00535601764335224,0
"Wilmington, NC",2000,90238,1159,0,0,0,4.4,1163.4,0,0,0.996217981777549,0.00378201822245144,0
"Wilmington, NC",2001,91506,1421.3,0,0,0,3.2,1424.5,0,0,0.997753597753598,0.00224640224640225,0
"Wilmington, NC",2002,92844,1547.9,0,0,0,3,1550.9,0,0,0.998065639306209,0.0019343606937907,0
"Wilmington, NC",2003,94291,1475.9,0,0,0,3.1,1479,0,0,0.99790398918188,0.00209601081812035,0
"Wilmington, NC",2004,97131,1484.8,0,0,0,1.9,1486.7,0,0,0.99872200174884,0.00127799825116029,0
"Wilmington, NC",2005,100237,1230,0,0,0,1.6,1231.6,0,0,0.998700876908087,0.00129912309191296,0
"Wilmington, NC",2006,102509,1411.2,0,0,0,2.2,1413.4,0,0,0.998443469647658,0.00155653035234187,0
"Wilmington, NC",2007,103767,1549.9,0,0,0,3.8,1553.7,0,0,0.997554225397438,0.00244577460256163,0
"Wilmington, NC",2008,104997,1454.4,0,0,0,66.7,1521.1,0,0,0.956150154493459,0.0438498455065413,0
"Wilmington, NC",2009,105607,1424.1,0,0,0,66.3,1490.4,0,0,0.955515297906602,0.0444847020933977,0
"Wilmington, NC",2010,106769,1352.2,0,0,0,70.2,1422.4,0,0,0.950646794150731,0.0493532058492688,0
"Wilmington, NC",2010,106825,1352.2,0,0,0,70.2,1422.4,0,0,0.950646794150731,0.0493532058492688,0
"Wilmington, NC",2011,108171,1486.5,0,0,0,81,1567.5,0,0,0.948325358851675,0.0516746411483254,0
"Wilmington, NC",2012,109706,1530.5,0,0,0,80.5,1611,0,0,0.950031036623215,0.0499689633767846,0
"Winston-Salem, NC",2000,201956,2712.2,0,0,485.5,96.4,3294.1,0,0,0.823350839379497,0.0292644424880848,0.147384718132419
"Winston-Salem, NC",2001,204209,3067.7,0,0,0,98,3165.7,0,0,0.969043181602805,0.0309568183971949,0
"Winston-Salem, NC",2002,206410,2831.4,0,0,0,100.5,2931.9,0,0,0.965721886831065,0.0342781131689348,0
"Winston-Salem, NC",2003,207914,2661.5,0,0,0,98.7,2760.2,0,0,0.964241721614376,0.0357582783856242,0
"Winston-Salem, NC",2004,209992,2742.3,0,0,0,119.2,2861.5,0,0,0.958343526122663,0.0416564738773371,0
"Winston-Salem, NC",2005,213310,2727.7,0,0,0,117.4,2845.1,0,0,0.95873607254578,0.0412639274542195,0
"Winston-Salem, NC",2006,217820,2861.8,0,0,0,120.4,2982.2,0,0,0.959627120917444,0.0403728790825565,0
"Winston-Salem, NC",2007,221958,2767.6,0,0,0,132,2899.6,0,0,0.954476479514416,0.0455235204855842,0
"Winston-Salem, NC",2008,225690,2773.2,0,0,0,133.3,2906.5,0,0,0.954137278513676,0.0458627214863238,0
"Winston-Salem, NC",2009,228293,2957.2,0,0,0,132.4,3089.6,0,0,0.957146556188503,0.0428534438114966,0
"Winston-Salem, NC",2010,230046,2684.3,0,0,0,130.7,2815,0,0,0.953570159857904,0.0464298401420959,0
"Winston-Salem, NC",2010,230024,2684.3,0,0,0,130.7,2815,0,0,0.953570159857904,0.0464298401420959,0
"Winston-Salem, NC",2011,231879,2948.3,0,0,0,139.6,3087.9,0,0,0.954791282101104,0.0452087178988957,0
"Winston-Salem, NC",2012,233892,3356.4,0,0,0,157.2,3513.6,0,0,0.95525956284153,0.0447404371584699,0
