"date","pm25"
"20150701.tif",23.8303657869987
"20150702.tif",14.2447174758159
"20150703.tif",8.13973173836769
"20150704.tif",10.9976759802532
"20150705.tif",9.31850630661537
"20150706.tif",10.4284849401765
"20150707.tif",15.8232983697224
"20150708.tif",15.3883716930897
"20150709.tif",18.1350018261689
"20150710.tif",23.5643029424357
"20150711.tif",11.8716165091604
"20150712.tif",12.3569101136306
"20150713.tif",11.7706265285097
"20150714.tif",6.02006100433801
"20150715.tif",5.66715137124649
"20150716.tif",7.84202197737294
"20150717.tif",11.3961407609761
"20150718.tif",11.5229392638935
"20150719.tif",10.8855707986014
"20150720.tif",12.1307065991933
"20150721.tif",9.6617160853494
"20150722.tif",10.9677292537219
"20150723.tif",13.1870844328932
"20150724.tif",16.0841534948114
"20150725.tif",17.3445599983478
"20150726.tif",14.9188709963719
"20150727.tif",13.8947993499305
"20150728.tif",8.42817505944539
"20150729.tif",10.272812589636
"20150730.tif",10.9482116511303
"20150731.tif",8.48302779409098
