"date","pm25"
"20040801.tif",4.95482422213249
"20040802.tif",8.81088440993737
"20040803.tif",12.6205247070989
"20040804.tif",30.7575444658402
"20040805.tif",24.4024898359928
"20040806.tif",11.2795887228303
"20040807.tif",13.0559732831758
"20040808.tif",22.6031812188661
"20040809.tif",22.9649407710935
"20040810.tif",23.2934255083206
"20040811.tif",21.2319877981552
"20040812.tif",7.94691455305504
"20040813.tif",9.47746404638431
"20040814.tif",15.8349474498204
"20040815.tif",16.1560934188918
"20040816.tif",13.8815751662983
"20040817.tif",17.9317129914984
"20040818.tif",21.466277099008
"20040819.tif",27.9993533900219
"20040820.tif",42.7639904492007
"20040821.tif",12.8502249600265
"20040822.tif",11.1992498407223
"20040823.tif",17.6501096058362
"20040824.tif",19.7100590203196
"20040825.tif",27.8315801103714
"20040826.tif",16.9161134635286
"20040827.tif",16.4868194035121
"20040828.tif",15.4512574426059
"20040829.tif",14.2004996896377
"20040830.tif",12.7866715586244
"20040831.tif",16.7398930629486
