"date","pm25"
"20070301.tif",13.638021769782
"20070302.tif",2.7762746065121
"20070303.tif",2.85626123691427
"20070304.tif",6.11366810117449
"20070305.tif",4.43592209534105
"20070306.tif",6.20557432456557
"20070307.tif",12.6324893547396
"20070308.tif",17.8243316640995
"20070309.tif",18.009548276516
"20070310.tif",16.8944191815231
"20070311.tif",12.5492252669311
"20070312.tif",13.0848992681268
"20070313.tif",23.0227512773035
"20070314.tif",29.1759908892251
"20070315.tif",20.3701713731136
"20070316.tif",4.67829563582472
"20070317.tif",5.80136880029011
"20070318.tif",6.70139694918553
"20070319.tif",12.7004249694899
"20070320.tif",17.5014989975051
"20070321.tif",18.5069530374311
"20070322.tif",16.9886771610805
"20070323.tif",16.4398332934074
"20070324.tif",18.4129822265926
"20070325.tif",19.2778853994285
"20070326.tif",15.9125846430586
"20070327.tif",23.9942250369218
"20070328.tif",19.2515728955198
"20070329.tif",8.05024831753059
"20070330.tif",6.91509856144196
"20070331.tif",16.2647622817843
