"date","pm25"
"20100601.tif",7.66377935738399
"20100602.tif",9.68820105867433
"20100603.tif",12.4730892792124
"20100604.tif",15.8607591431716
"20100605.tif",11.3448876723867
"20100606.tif",9.6971594899746
"20100607.tif",6.87125205758757
"20100608.tif",10.3612485941995
"20100609.tif",14.9847160160835
"20100610.tif",8.59461553460859
"20100611.tif",13.0987632920589
"20100612.tif",20.1849057991516
"20100613.tif",15.65435375721
"20100614.tif",9.53182174889325
"20100615.tif",9.24761616185381
"20100616.tif",7.84374725642463
"20100617.tif",12.6501677752716
"20100618.tif",16.7429425140907
"20100619.tif",16.83808578059
"20100620.tif",11.9726819334359
"20100621.tif",13.3618528948629
"20100622.tif",18.2589477529667
"20100623.tif",18.5510375863813
"20100624.tif",14.1277347668051
"20100625.tif",12.6931801406034
"20100626.tif",13.6887186595372
"20100627.tif",11.6944297687173
"20100628.tif",12.2593276864789
"20100629.tif",13.4178004852069
"20100630.tif",15.3250340099992
