"date","pm25"
"20011201.tif",14.1302691774415
"20011202.tif",15.277611488192
"20011203.tif",15.8598040782759
"20011204.tif",20.657077385287
"20011205.tif",20.1790249359432
"20011206.tif",15.1018915176392
"20011207.tif",15.5188255497975
"20011208.tif",14.0056265140402
"20011209.tif",9.46103836397819
"20011210.tif",9.4937280762959
"20011211.tif",5.30107049988996
"20011212.tif",8.49039715499126
"20011213.tif",10.142262181625
"20011214.tif",7.77398069268964
"20011215.tif",7.77819370871107
"20011216.tif",9.99907875061035
"20011217.tif",9.57096471457646
"20011218.tif",6.16463943772715
"20011219.tif",12.7241481630673
"20011220.tif",6.87605714093288
"20011221.tif",9.32069877098347
"20011222.tif",13.8549682964832
"20011223.tif",9.65531373611225
"20011224.tif",6.17012196808613
"20011225.tif",10.6097232085731
"20011226.tif",12.0057106205983
"20011227.tif",8.32536182262627
"20011228.tif",8.35562312544273
"20011229.tif",8.96795765637177
"20011230.tif",11.4664611769427
"20011231.tif",11.6510480636446
