"date","pm25"
"20120601.tif",8.43877561691359
"20120602.tif",7.20367155873717
"20120603.tif",8.02538100134563
"20120604.tif",9.65556299275365
"20120605.tif",8.60759736751688
"20120606.tif",6.28954504745934
"20120607.tif",7.05354208077116
"20120608.tif",8.85888724491514
"20120609.tif",11.6809666497367
"20120610.tif",8.80265648846556
"20120611.tif",4.97705059568283
"20120612.tif",5.69244642210711
"20120613.tif",10.011746561586
"20120614.tif",7.39266658651418
"20120615.tif",6.30162315885422
"20120616.tif",7.30147264978569
"20120617.tif",10.139679396681
"20120618.tif",12.5264874632135
"20120619.tif",14.95383789739
"20120620.tif",14.5807925961875
"20120621.tif",14.8476795469012
"20120622.tif",12.5183216339262
"20120623.tif",14.5361005989789
"20120624.tif",12.5679646430932
"20120625.tif",10.1266697662805
"20120626.tif",7.43430898224779
"20120627.tif",7.62202844948604
"20120628.tif",11.2305710515365
"20120629.tif",15.2507763848516
"20120630.tif",18.5817917790906
