"date","pm25"
"20111201.tif",7.11023765009612
"20111202.tif",14.2894094072539
"20111203.tif",13.9073522595936
"20111204.tif",15.6658502776047
"20111205.tif",12.063969349039
"20111206.tif",5.13895309617367
"20111207.tif",3.29794576250274
"20111208.tif",5.78184855512798
"20111209.tif",10.7942632994628
"20111210.tif",9.49420878922411
"20111211.tif",8.22878264911069
"20111212.tif",9.30929587509832
"20111213.tif",13.0916837541928
"20111214.tif",13.9230007209214
"20111215.tif",9.57688022481984
"20111216.tif",7.4691886925345
"20111217.tif",7.39121724114629
"20111218.tif",10.203441042031
"20111219.tif",10.9961876845712
"20111220.tif",14.1461815387745
"20111221.tif",6.30681822687534
"20111222.tif",5.32773465358565
"20111223.tif",3.17158160655957
"20111224.tif",8.94362586354974
"20111225.tif",13.4519023002662
"20111226.tif",5.76121870754975
"20111227.tif",4.20684962202176
"20111228.tif",4.45888748662225
"20111229.tif",9.15840830121722
"20111230.tif",8.20575603945502
"20111231.tif",9.98027330313997
