"date","pm25"
"20150501.tif",6.24484498630016
"20150502.tif",10.0132611984103
"20150503.tif",11.223823368843
"20150504.tif",13.3661703570136
"20150505.tif",12.1045070657589
"20150506.tif",12.0457529951199
"20150507.tif",13.8134480086453
"20150508.tif",13.0743459081415
"20150509.tif",7.62439508860922
"20150510.tif",8.82008122458246
"20150511.tif",11.436099061825
"20150512.tif",11.3812076634374
"20150513.tif",7.31860423910207
"20150514.tif",9.33436346993658
"20150515.tif",12.1501460380742
"20150516.tif",12.3901195620081
"20150517.tif",11.3383140141154
"20150518.tif",10.5364170356337
"20150519.tif",9.2334879395997
"20150520.tif",9.00183920789822
"20150521.tif",10.5473395239543
"20150522.tif",7.19363480365922
"20150523.tif",10.0767033064894
"20150524.tif",8.1379573944167
"20150525.tif",9.57858716560702
"20150526.tif",7.86148570676155
"20150527.tif",4.36721711558074
"20150528.tif",9.87883496401932
"20150529.tif",10.2154300529969
"20150530.tif",6.39617004770363
"20150531.tif",8.25609601777175
