"date","pm25"
"20150801.tif",7.57546430033416
"20150802.tif",8.00794229601404
"20150803.tif",10.8013109714527
"20150804.tif",10.995192043887
"20150805.tif",13.0946371426136
"20150806.tif",10.5430214181909
"20150807.tif",7.37171299469295
"20150808.tif",6.95494632533031
"20150809.tif",8.11788144839808
"20150810.tif",8.33901259464583
"20150811.tif",5.50368480377009
"20150812.tif",6.09632837596198
"20150813.tif",9.07126101836782
"20150814.tif",10.4962005615234
"20150815.tif",11.3348392712072
"20150816.tif",12.0099617812434
"20150817.tif",11.4362585650289
"20150818.tif",4.9721039997533
"20150819.tif",4.1958526907296
"20150820.tif",3.37341006401137
"20150821.tif",7.06572656443554
"20150822.tif",11.3043303372237
"20150823.tif",11.0031424414348
"20150824.tif",8.3534887060156
"20150825.tif",9.84483608471349
"20150826.tif",9.32540221754553
"20150827.tif",11.5253784903165
"20150828.tif",12.275004960046
"20150829.tif",13.3447382179974
"20150830.tif",13.3083685231326
"20150831.tif",7.96625726446142
