"date","pm25"
"20151101.tif",12.6162828436039
"20151102.tif",2.76697156581973
"20151103.tif",6.62563559574447
"20151104.tif",9.85933248632647
"20151105.tif",8.89030691203225
"20151106.tif",8.01183337413619
"20151107.tif",6.07856686831695
"20151108.tif",4.23054979469976
"20151109.tif",2.81686043680595
"20151110.tif",3.30294152081306
"20151111.tif",7.53604361106609
"20151112.tif",9.59322452545166
"20151113.tif",5.17302358796444
"20151114.tif",7.10487628805226
"20151115.tif",10.6259634271631
"20151116.tif",11.9661093462864
"20151117.tif",11.5809675695861
"20151118.tif",7.69911555821085
"20151119.tif",3.15351037086524
"20151120.tif",5.18117942011415
"20151121.tif",7.67733089794666
"20151122.tif",7.95301532040676
"20151123.tif",7.15483112758016
"20151124.tif",12.2029098125514
"20151125.tif",13.7594594015864
"20151126.tif",9.81001314623603
"20151127.tif",11.9419974670034
"20151128.tif",14.9141263022211
"20151129.tif",14.4240034037623
"20151130.tif",5.10457126495286
