"date","pm25"
"20060701.tif",33.7460200117139
"20060702.tif",29.0232305291838
"20060703.tif",29.8542376645093
"20060704.tif",30.4406454903739
"20060705.tif",17.9576121269188
"20060706.tif",12.6641784489448
"20060707.tif",13.9701174703138
"20060708.tif",14.4619933490095
"20060709.tif",22.116640494962
"20060710.tif",22.9515862629331
"20060711.tif",25.9959944927046
"20060712.tif",11.9838262426442
"20060713.tif",12.564488641147
"20060714.tif",14.7109557889365
"20060715.tif",19.2354355797979
"20060716.tif",20.5159024299659
"20060717.tif",18.7522878787788
"20060718.tif",27.3943092552899
"20060719.tif",33.7866139059584
"20060720.tif",27.0306357209906
"20060721.tif",22.6545125369368
"20060722.tif",12.0682076421277
"20060723.tif",18.5946530215259
"20060724.tif",15.8911405525771
"20060725.tif",21.0517403081133
"20060726.tif",28.199495935675
"20060727.tif",21.8910988398961
"20060728.tif",18.4793826230054
"20060729.tif",11.4850245555633
"20060730.tif",21.5886286373796
"20060731.tif",32.5160803113665
