"date","pm25"
"20101201.tif",4.58505039027172
"20101202.tif",9.84085273272886
"20101203.tif",10.8002646544884
"20101204.tif",14.3975489527134
"20101205.tif",10.266697056775
"20101206.tif",4.84904896214678
"20101207.tif",7.02365071902721
"20101208.tif",9.98458893780638
"20101209.tif",12.5875947181814
"20101210.tif",17.9580656906654
"20101211.tif",17.8889569860374
"20101212.tif",6.18400638796426
"20101213.tif",4.41532032712927
"20101214.tif",4.37247568280826
"20101215.tif",7.60871375840286
"20101216.tif",13.8489508135565
"20101217.tif",13.4571653986212
"20101218.tif",16.6994757581814
"20101219.tif",13.8331163481539
"20101220.tif",12.0402606531904
"20101221.tif",15.5111731261455
"20101222.tif",14.0485247860988
"20101223.tif",5.64917799757032
"20101224.tif",9.3562539293261
"20101225.tif",17.7604740311947
"20101226.tif",7.72503564158097
"20101227.tif",3.59653034703485
"20101228.tif",5.74864692406114
"20101229.tif",12.5858758635122
"20101230.tif",24.6829463225867
"20101231.tif",25.0845635324863
