"date","pm25"
"20100801.tif",13.5816950774545
"20100802.tif",13.6770321888289
"20100803.tif",14.3126297936651
"20100804.tif",17.1158761179506
"20100805.tif",14.4356911710918
"20100806.tif",13.1581966512896
"20100807.tif",20.1451987562508
"20100808.tif",24.1736266507304
"20100809.tif",23.330034763355
"20100810.tif",18.7891671129048
"20100811.tif",15.0040225465897
"20100812.tif",15.7697844904632
"20100813.tif",17.9023247140969
"20100814.tif",12.5134118272753
"20100815.tif",6.78840261609683
"20100816.tif",7.37998434827833
"20100817.tif",7.74637420071757
"20100818.tif",10.0434823012704
"20100819.tif",6.15466670332284
"20100820.tif",9.66804361108489
"20100821.tif",14.1832829790162
"20100822.tif",14.7275688378094
"20100823.tif",15.4366207968425
"20100824.tif",12.9742444418921
"20100825.tif",10.3378638939317
"20100826.tif",15.4996862928268
"20100827.tif",16.9847824350366
"20100828.tif",15.904376044062
"20100829.tif",14.8309132289417
"20100830.tif",12.6835529956912
"20100831.tif",13.5726109020816
