"date","pm25"
"20011201.tif",20.6372675312509
"20011202.tif",15.8875248517922
"20011203.tif",14.0799387993572
"20011204.tif",19.5265181493416
"20011205.tif",10.5688838409863
"20011206.tif",6.52922117452827
"20011207.tif",11.7095079696436
"20011208.tif",16.8942497376915
"20011209.tif",9.79472757243424
"20011210.tif",11.0945082705656
"20011211.tif",13.9233966388291
"20011212.tif",20.1196185050251
"20011213.tif",16.3081676839925
"20011214.tif",20.3454519313016
"20011215.tif",18.0297119222957
"20011216.tif",17.9584082733813
"20011217.tif",14.7353571130217
"20011218.tif",9.52094686974724
"20011219.tif",6.98169213233234
"20011220.tif",19.6124402327503
"20011221.tif",8.81539271718307
"20011222.tif",12.7397464573812
"20011223.tif",4.79076321004964
"20011224.tif",5.86019477912848
"20011225.tif",4.37010646895539
"20011226.tif",4.66211106451295
"20011227.tif",6.6678700344168
"20011228.tif",2.50700172674742
"20011229.tif",5.33848316720921
"20011230.tif",6.52585969211386
"20011231.tif",9.48830416219698
