"date","pm25"
"20080701.tif",8.89520497630826
"20080702.tif",11.2222708832446
"20080703.tif",8.79086859449208
"20080704.tif",16.6415406508411
"20080705.tif",14.1315909666981
"20080706.tif",19.3070917884223
"20080707.tif",13.2526579040418
"20080708.tif",5.44869914157785
"20080709.tif",7.04569476971523
"20080710.tif",9.92320120420387
"20080711.tif",8.76796305951455
"20080712.tif",6.98490591186414
"20080713.tif",6.51334686759565
"20080714.tif",7.09112097033494
"20080715.tif",10.8779403974684
"20080716.tif",15.0922933825486
"20080717.tif",7.97329792187368
"20080718.tif",12.4272808719882
"20080719.tif",15.1011336896059
"20080720.tif",8.24298979052537
"20080721.tif",9.76137963301844
"20080722.tif",8.53044645734828
"20080723.tif",7.93472216626723
"20080724.tif",9.63586195938879
"20080725.tif",14.8850142732799
"20080726.tif",19.6858413751177
"20080727.tif",20.769400932806
"20080728.tif",14.8706817009466
"20080729.tif",8.04706576916811
"20080730.tif",9.5428021280028
"20080731.tif",11.4010058204047
