"date","pm25"
"20000401.tif",7.00428690327157
"20000402.tif",7.19187357099794
"20000403.tif",2.24015196364561
"20000404.tif",4.76737062193507
"20000405.tif",6.68560471123071
"20000406.tif",4.84998419301973
"20000407.tif",6.0476127356934
"20000408.tif",4.42149584070384
"20000409.tif",3.64414648872485
"20000410.tif",4.64564418792725
"20000411.tif",9.8719713739354
"20000412.tif",8.20338841307935
"20000413.tif",12.0747052817036
"20000414.tif",10.0318231788471
"20000415.tif",2.98811623518416
"20000416.tif",2.72145590164679
"20000417.tif",11.9053236460514
"20000418.tif",27.8805249989462
"20000419.tif",16.8709379374552
"20000420.tif",9.01695878214116
"20000421.tif",10.6000978586485
"20000422.tif",14.3321377184751
"20000423.tif",9.37147426605225
"20000424.tif",10.6418157344242
"20000425.tif",9.9870320601429
"20000426.tif",9.47064121850103
"20000427.tif",9.58630666801398
"20000428.tif",7.35242877246665
"20000429.tif",6.52500749148911
"20000430.tif",12.7004926118919
