"date","pm25"
"20060901.tif",11.775687505873
"20060902.tif",10.1177593615415
"20060903.tif",8.23730768917276
"20060904.tif",9.12768732386527
"20060905.tif",9.69530731997044
"20060906.tif",11.5555870207094
"20060907.tif",14.4993547947287
"20060908.tif",5.86326685569269
"20060909.tif",2.53963246534197
"20060910.tif",6.3508468154523
"20060911.tif",4.96928268713917
"20060912.tif",9.3727522170801
"20060913.tif",8.91590297136375
"20060914.tif",8.47237207563661
"20060915.tif",12.269193244495
"20060916.tif",14.9605112967731
"20060917.tif",4.20924219467657
"20060918.tif",4.07536299623174
"20060919.tif",4.71809563705389
"20060920.tif",4.94598091935082
"20060921.tif",5.13264852462055
"20060922.tif",9.42056650051968
"20060923.tif",4.76623552823238
"20060924.tif",5.47686375130852
"20060925.tif",5.61713961388567
"20060926.tif",5.1178281290068
"20060927.tif",4.29206627735989
"20060928.tif",5.32030498552665
"20060929.tif",5.81483738027888
"20060930.tif",4.77879771225744
