"date","pm25"
"20030501.tif",14.237263549146
"20030502.tif",10.5099237153856
"20030503.tif",8.17485422367672
"20030504.tif",10.9836831264359
"20030505.tif",7.68427219322259
"20030506.tif",10.3003513384208
"20030507.tif",10.7066054447092
"20030508.tif",14.4242636248362
"20030509.tif",3.32611947093936
"20030510.tif",5.0846952328579
"20030511.tif",4.18465141083697
"20030512.tif",6.17008573888875
"20030513.tif",8.48847773435305
"20030514.tif",8.8572480249748
"20030515.tif",9.789461595549
"20030516.tif",15.2118902961127
"20030517.tif",17.2105740060052
"20030518.tif",22.4842655401436
"20030519.tif",13.7894642919088
"20030520.tif",7.00161327389504
"20030521.tif",6.40588232767668
"20030522.tif",7.36200802274745
"20030523.tif",11.791168947014
"20030524.tif",14.0184765479548
"20030525.tif",10.6503462619919
"20030526.tif",10.6982199236643
"20030527.tif",16.4699281925778
"20030528.tif",8.75328690028019
"20030529.tif",10.1013557585023
"20030530.tif",7.09746633159171
"20030531.tif",7.72241807841569
