"date","pm25"
"20130201.tif",5.71340378068334
"20130202.tif",12.5411398770998
"20130203.tif",10.0116831827507
"20130204.tif",7.054460769077
"20130205.tif",10.71331109932
"20130206.tif",19.713576817684
"20130207.tif",11.619974650925
"20130208.tif",3.45005086857638
"20130209.tif",10.874483417264
"20130210.tif",10.5224744192988
"20130211.tif",2.03384845805683
"20130212.tif",6.67482683812972
"20130213.tif",13.2321457485501
"20130214.tif",6.50956354209845
"20130215.tif",5.69834860451788
"20130216.tif",11.4653205459924
"20130217.tif",8.89306400148131
"20130218.tif",9.7597568292412
"20130219.tif",2.29601261941649
"20130220.tif",4.618241845275
"20130221.tif",5.03012016351274
"20130222.tif",3.94828815940473
"20130223.tif",9.96551292062663
"20130224.tif",20.3929353892374
"20130225.tif",31.5322724760865
"20130226.tif",24.6323473950942
"20130227.tif",5.15594929242306
"20130228.tif",2.1331296005695
