"date","pm25"
"20100201.tif",11.3550962818612
"20100202.tif",25.1341792319318
"20100203.tif",27.2468501715351
"20100204.tif",51.7547832187131
"20100205.tif",32.3964564097013
"20100206.tif",11.9471898113223
"20100207.tif",9.76133946892169
"20100208.tif",13.1627561308497
"20100209.tif",5.40317381371697
"20100210.tif",10.1895704406629
"20100211.tif",20.2072026643822
"20100212.tif",24.3498473544773
"20100213.tif",36.3240954858794
"20100214.tif",15.2721098824371
"20100215.tif",2.25785951562923
"20100216.tif",2.51068175096306
"20100217.tif",7.2920202454217
"20100218.tif",17.1163111968006
"20100219.tif",32.1191586693414
"20100220.tif",18.8943382784617
"20100221.tif",21.7680100914386
"20100222.tif",8.84752916089065
"20100223.tif",14.8350146245613
"20100224.tif",8.35922912556491
"20100225.tif",11.7502877352049
"20100226.tif",15.4919178571632
"20100227.tif",13.9219905798384
"20100228.tif",6.60397425315363
