"date","pm25"
"20001201.tif",4.80029904756615
"20001202.tif",14.5047047910073
"20001203.tif",12.7548314375843
"20001204.tif",9.79480686462183
"20001205.tif",7.30922344948748
"20001206.tif",9.46609286438647
"20001207.tif",15.5787280926601
"20001208.tif",12.5166982540981
"20001209.tif",21.0163689894642
"20001210.tif",8.21019101657456
"20001211.tif",5.94444269413571
"20001212.tif",9.43518820083399
"20001213.tif",22.3077312716477
"20001214.tif",40.2361168621255
"20001215.tif",22.8604926514111
"20001216.tif",18.414860087333
"20001217.tif",8.47504926928513
"20001218.tif",12.5389321965279
"20001219.tif",8.44258326249157
"20001220.tif",11.6609779879344
"20001221.tif",6.77948160994825
"20001222.tif",15.8658735837868
"20001223.tif",20.1910447731292
"20001224.tif",14.4106813609171
"20001225.tif",17.0213721570351
"20001226.tif",18.6548245999453
"20001227.tif",14.0283463224233
"20001228.tif",9.87766296057392
"20001229.tif",8.50538770414942
"20001230.tif",5.53178660989665
"20001231.tif",12.2110292105366
