"date","pm25"
"20151101.tif",6.69584101052593
"20151102.tif",10.2666589682051
"20151103.tif",9.81187973777167
"20151104.tif",11.1276102683527
"20151105.tif",7.43492124063506
"20151106.tif",5.04803499901037
"20151107.tif",9.27630279390074
"20151108.tif",5.72649806180446
"20151109.tif",7.76419846788585
"20151110.tif",10.2886173776585
"20151111.tif",14.3468786006351
"20151112.tif",7.29857375467424
"20151113.tif",6.57540863881008
"20151114.tif",8.82829467169672
"20151115.tif",7.64163269070413
"20151116.tif",5.43530382698388
"20151117.tif",3.05650993302572
"20151118.tif",2.95250540757351
"20151119.tif",4.25741089676781
"20151120.tif",4.14830246074594
"20151121.tif",6.22269985144087
"20151122.tif",9.22568040957554
"20151123.tif",7.95359540157181
"20151124.tif",8.62019955683098
"20151125.tif",12.2043205714054
"20151126.tif",6.1039349398167
"20151127.tif",6.80109514949991
"20151128.tif",12.7386828841065
"20151129.tif",12.8330846450312
"20151130.tif",10.7065035250547
