"date","pm25"
"20040801.tif",8.54882103762181
"20040802.tif",14.4559725891772
"20040803.tif",16.2730758927709
"20040804.tif",5.78868519831047
"20040805.tif",7.32490235609974
"20040806.tif",7.11645598377255
"20040807.tif",8.54164002439101
"20040808.tif",16.2284213964888
"20040809.tif",14.6722604079212
"20040810.tif",2.3439324639684
"20040811.tif",5.57258440607743
"20040812.tif",6.43765656725108
"20040813.tif",7.22287256597615
"20040814.tif",8.29815439526126
"20040815.tif",10.632384691307
"20040816.tif",8.34725169312182
"20040817.tif",17.0226540805625
"20040818.tif",10.7451094689129
"20040819.tif",4.31346485254576
"20040820.tif",6.37525579054579
"20040821.tif",6.8985583902263
"20040822.tif",7.64509310825266
"20040823.tif",13.6522602040133
"20040824.tif",12.5665575068632
"20040825.tif",9.95312668093674
"20040826.tif",13.5397697832945
"20040827.tif",11.7954194048326
"20040828.tif",3.85013177068971
"20040829.tif",6.95668282954813
"20040830.tif",8.11571361692689
"20040831.tif",7.76195132303581
