"date","pm25"
"20160401.tif",3.46499429246505
"20160402.tif",3.30106455816639
"20160403.tif",3.91020225449432
"20160404.tif",4.15819464827613
"20160405.tif",7.74315704030099
"20160406.tif",7.96726806901342
"20160407.tif",3.59789401507206
"20160408.tif",3.28424350392047
"20160409.tif",4.95027307812258
"20160410.tif",4.7100463976963
"20160411.tif",3.66342179895305
"20160412.tif",6.08256282737787
"20160413.tif",11.2855113324502
"20160414.tif",15.8185882019482
"20160415.tif",10.7376713512613
"20160416.tif",9.81481823818289
"20160417.tif",8.12193284274863
"20160418.tif",9.34898547302905
"20160419.tif",6.06535514653158
"20160420.tif",11.5533055573059
"20160421.tif",8.15310640129254
"20160422.tif",3.80985490195185
"20160423.tif",7.98141100423799
"20160424.tif",11.111922895308
"20160425.tif",9.78966499575608
"20160426.tif",2.60355408414662
"20160427.tif",3.97330115510405
"20160428.tif",2.78128453638914
"20160429.tif",5.0857090486897
"20160430.tif",2.67063684686482
