"date","pm25"
"20010901.tif",5.26544700252066
"20010902.tif",9.68805562849525
"20010903.tif",7.21074046333917
"20010904.tif",8.20661936904029
"20010905.tif",9.91886283682405
"20010906.tif",16.8856923219969
"20010907.tif",6.12406720703454
"20010908.tif",2.82372234708114
"20010909.tif",4.63145683480681
"20010910.tif",4.91319920176225
"20010911.tif",7.63316266313731
"20010912.tif",6.39766260188261
"20010913.tif",3.41257436498464
"20010914.tif",4.46736971079874
"20010915.tif",6.56619736101988
"20010916.tif",10.8395044271894
"20010917.tif",18.6385606175704
"20010918.tif",20.8189768070797
"20010919.tif",20.2329771330031
"20010920.tif",16.4119981312923
"20010921.tif",8.64852272692344
"20010922.tif",9.62250276606717
"20010923.tif",1.68687418467707
"20010924.tif",3.75881402269542
"20010925.tif",6.80222700311126
"20010926.tif",7.88928931394069
"20010927.tif",12.3441394901962
"20010928.tif",6.92134109332407
"20010929.tif",11.3180569093004
"20010930.tif",11.7479840079657
