"","Swnet_tavg","Lwnet_tavg","Qle_tavg","Qh_tavg","Qg_tavg","Snowf_tavg","Rainf_tavg","Evap_tavg","Qs_tavg","Qsb_tavg","Qsm_tavg","SnowT_tavg","AvgSurfT_tavg","SWE_tavg","SnowDepth_tavg","SoilMoist_S_tavg","SoilMoist_RZ_tavg","SoilMoist_P_tavg","ECanop_tavg","TVeg_tavg","ESoil_tavg","CanopInt_tavg","EvapSnow_tavg","ACond_tavg","TWS_tavg","GWS_tavg","Wind_f_tavg","Rainf_f_tavg","Tair_f_tavg","Qair_f_tavg","Psurf_f_tavg","SWdown_f_tavg","LWdown_f_tavg","date","formatted_date"
"567",187.588439941406,-33.5979881286621,87.1889724731445,58.377799987793,8.42764568328857,0,2.51162473432487e-05,3.53492650901899e-05,2.28547060032724e-06,3.48899291680027e-08,0,297.712432861328,297.712432861328,0,0,6.96999788284302,342.610137939453,1241.35131835938,3.67931033906643e-06,1.70445637195371e-05,1.46253942148178e-05,0.0575949028134346,0,0.221668690443039,1241.40905761719,898.741333007812,3.68172740936279,2.51162473432487e-05,297.549621582031,0.018223725259304,98587.9296875,209.918975830078,407.048187255859,"20050612.020.nc4","2005-06-12"
"568",212.066619873047,-64.8323974609375,146.717102050781,1.63157415390015,-1.11603474617004,0,0,5.94839220866561e-05,0,3.44672343999264e-08,0,294.722045898438,294.722045898438,0,0,6.8990044593811,340.396850585938,1238.08752441406,-7.46198036694068e-09,3.44449326803442e-05,2.50464327109512e-05,0.00124904525000602,0,0.127333730459213,1238.0888671875,897.690795898438,2.24598407745361,0,294.658111572266,0.0129676498472691,98928.1015625,237.332214355469,359.010864257812,"20050613.020.nc4","2005-06-13"
"569",212.792892456055,-52.8732490539551,118.773345947266,35.4761428833008,5.67232799530029,0,0,4.81546121591236e-05,0,3.37755174939502e-08,0,296.379150390625,296.379150390625,0,0,6.858238697052,337.711944580078,1233.64794921875,-3.54332757579456e-10,2.87065995507874e-05,1.94483618543018e-05,0.00429694494232535,0,0.162584617733955,1233.65234375,895.936157226562,2.70540356636047,0,296.233428955078,0.0156279467046261,98666.21875,238.147674560547,380.106506347656,"20050614.020.nc4","2005-06-14"
"570",213.809646606445,-58.700813293457,134.296020507812,14.6546478271484,6.15728759765625,0,0,5.44480099051725e-05,0,3.2913753500452e-08,0,296.106079101562,296.106079101562,0,0,6.8191933631897,335.449157714844,1229.13037109375,-1.26758892271539e-09,3.35999939125031e-05,2.08492801903049e-05,0.0056175971403718,0,0.0888825729489326,1229.13610839844,893.681335449219,1.72302758693695,0,296.218536376953,0.0146498447284102,98534.6953125,239.247375488281,373.132263183594,"20050615.020.nc4","2005-06-15"
"571",210.650054931641,-46.6775360107422,149.056213378906,1.8020613193512,13.1107339859009,0,0,6.04322813160252e-05,0,3.19264970016775e-08,0,297.972442626953,297.972442626953,0,0,6.78053045272827,333.267608642578,1224.26599121094,1.39191635994962e-09,3.81398167519365e-05,2.22910675802268e-05,0.0012173360446468,0,0.0737663879990578,1224.26721191406,890.998413085938,1.75761520862579,0,298.449615478516,0.0157855786383152,98668.6640625,235.710662841797,396.023986816406,"20050616.020.nc4","2005-06-16"
"572",216.328750610352,-57.9594573974609,182.093933105469,-22.9205951690674,-0.799788594245911,0,0,7.38268572604284e-05,0,3.08063974330253e-08,0,295.925994873047,295.925994873047,0,0,6.73496294021606,330.812683105469,1218.62866210938,3.79014686302526e-09,4.77414723718539e-05,2.60815941146575e-05,0.000555925827939063,0,0.0614043809473515,1218.62927246094,887.816040039062,1.45873308181763,0,296.838745117188,0.0120197907090187,98764.96875,242.040176391602,372.779876708984,"20050617.020.nc4","2005-06-17"
"573",199.404708862305,-50.3649139404297,159.863906860352,-14.8561201095581,4.03371000289917,0,8.15644525573589e-05,6.48140776320361e-05,6.98392022968619e-06,2.96463849025486e-08,0,296.386535644531,296.386535644531,0,0,6.8573169708252,331.261993408203,1215.62084960938,9.76459341472946e-06,3.36225602950435e-05,2.14269166463055e-05,0.0469701327383518,0,0.0827376842498779,1215.66796875,884.359008789062,1.83322966098785,8.1564619904384e-05,296.513916015625,0.0140243666246533,98415.84375,223.087600708008,382.870025634766,"20050618.020.nc4","2005-06-18"
"574",213.849990844727,-56.9125900268555,151.803985595703,-8.80230808258057,13.9264678955078,0,0,6.15463141002692e-05,0,2.87731474202246e-08,0,297.884643554688,297.884643554688,0,0,6.7452974319458,331.787200927734,1213.42248535156,3.26910594594665e-07,3.8486861740239e-05,2.27325363084674e-05,0.00712917419150472,0,0.0782057717442513,1213.42932128906,881.634948730469,1.87545144557953,0,298.327514648438,0.015885092318058,98636.5078125,239.273300170898,385.484771728516,"20050619.020.nc4","2005-06-19"
"575",176.829116821289,-36.2930374145508,93.6325988769531,51.391227722168,-4.47854423522949,0,6.50780566502362e-05,3.79617267753929e-05,5.24851748195942e-06,2.7944171421268e-08,0,296.186248779297,296.186248779297,0,0,6.83676815032959,331.872589111328,1210.81884765625,9.4135721155908e-06,1.67739399330458e-05,1.17742119982722e-05,0.0651435181498528,0,0.124605774879456,1210.88427734375,878.946594238281,2.09052681922913,6.50780566502362e-05,296.016082763672,0.0160977113991976,98736.03125,197.827407836914,395.366394042969,"20050620.020.nc4","2005-06-20"
"576",215.473403930664,-55.7892990112305,150.290786743164,0.813928842544556,8.57270240783691,0,0,6.09328089922201e-05,0,2.73523106386619e-08,0,296.649597167969,296.649597167969,0,0,6.76150941848755,333.183807373047,1210.14379882812,2.99576413453906e-07,3.61169913958292e-05,2.45162445935421e-05,0.00740509992465377,0,0.112723045051098,1210.15148925781,876.960266113281,2.36750674247742,0,296.917144775391,0.0149327414110303,98913.90625,241.079696655273,379.123474121094,"20050621.020.nc4","2005-06-21"
"577",208.976226806641,-47.5267143249512,109.566223144531,41.0614471435547,10.8195638656616,0,0,4.44217439508066e-05,0,2.66422617301032e-08,0,298.364929199219,298.364929199219,0,0,6.72253370285034,330.778442382812,1205.27880859375,-1.4147780724727e-09,2.62548983300803e-05,1.8168255337514e-05,0.00480632064864039,0,0.142095804214478,1205.28381347656,874.500549316406,2.47415661811829,0,298.233673095703,0.0181913878768682,98853.8359375,233.792724609375,397.202575683594,"20050622.020.nc4","2005-06-22"
"578",185.894790649414,-38.0074005126953,96.9364547729492,47.3291931152344,3.62667465209961,0,0.000109637941932306,3.93012160202488e-05,9.16081444302108e-06,2.60052797074195e-08,0,297.860565185547,297.860565185547,0,0,6.91831636428833,333.256378173828,1205.47998046875,9.3042581283953e-06,1.71755946212215e-05,1.28213614516426e-05,0.0685343146324158,0,0.14223738014698,1205.54846191406,872.223571777344,2.31421279907227,0.000109637956484221,297.562255859375,0.0182257387787104,98737.3359375,207.97395324707,403.448303222656,"20050623.020.nc4","2005-06-23"
"579",210.816116333008,-54.5688667297363,128.57878112793,17.9362030029297,9.72769451141357,0,0,5.21300498803612e-05,0,2.21310703096833e-08,0,298.076904296875,298.076904296875,0,0,6.79042387008667,335.435729980469,1206.45373535156,2.32243493769602e-07,3.10324139718432e-05,2.08654000743991e-05,0.00620755832642317,0,0.133090198040009,1206.45983886719,871.017883300781,2.36286377906799,0,298.002563476562,0.017126027494669,98768.2734375,235.870223999023,388.541137695312,"20050624.020.nc4","2005-06-24"
"580",206.297119140625,-43.9451675415039,151.064483642578,-10.2963562011719,21.5755805969238,0,0,6.12464937148616e-05,0,0,0,301.2763671875,301.2763671875,0,0,6.71958494186401,331.952392578125,1201.75268554688,2.72009303969867e-09,3.45456537615974e-05,2.66981187451165e-05,0.00310703529976308,0,0.141677305102348,1201.75561523438,869.800109863281,2.73280620574951,0,301.432891845703,0.0209054835140705,98413.46875,230.805587768555,418.641510009766,"20050625.020.nc4","2005-06-25"
"581",157.943923950195,-26.7759475708008,114.297744750977,17.7880001068115,-0.907818078994751,0,2.60412198258564e-05,4.63400538137648e-05,1.67234065884259e-06,0,0,299.042663574219,299.042663574219,0,0,6.71446418762207,329.445770263672,1197.66162109375,6.1697328419541e-06,2.15162363019772e-05,1.865408012236e-05,0.0353478565812111,0,0.159292489290237,1197.69677734375,868.215637207031,2.72940397262573,2.60412198258564e-05,299.023651123047,0.0187055114656687,98675.90625,176.723434448242,421.708770751953,"20050626.020.nc4","2005-06-26"
"582",205.615173339844,-46.0736961364746,143.56916809082,4.08888578414917,11.8791046142578,0,0,5.82076609134674e-05,0,0,0,299.770629882812,299.770629882812,0,0,6.6523551940918,328.059265136719,1194.5087890625,1.31085172938583e-07,3.44767177011818e-05,2.35998468269827e-05,0.0059619746170938,0,0.119752369821072,1194.51501464844,866.449768066406,2.24728512763977,0,299.791381835938,0.0186800397932529,98667.140625,230.026794433594,407.21533203125,"20050627.020.nc4","2005-06-27"
"583",198.135345458984,-54.9517059326172,90.6336441040039,55.0159149169922,-2.46261596679688,0,0,3.67458524124231e-05,0,0,0,297.453247070312,297.453247070312,0,0,6.61894989013672,325.722747802734,1190.06115722656,-5.75584468975876e-09,2.44399925577454e-05,1.23116169561399e-05,0.00352677423506975,0,0.0994320958852768,1190.06481933594,864.338500976562,1.41384398937225,0,296.979278564453,0.0171510241925716,98665.40625,221.650741577148,384.409118652344,"20050628.020.nc4","2005-06-28"
"584",152.7060546875,-21.0076370239258,74.5123977661133,51.8548622131348,5.33454084396362,0,0.000143513811053708,3.02097669191426e-05,1.16124865598977e-05,0,0,298.813262939453,298.813262939453,0,0,6.93102550506592,331.315795898438,1193.92333984375,8.96657093107933e-06,1.27450020954711e-05,8.4981929830974e-06,0.0752175599336624,0,0.108805269002914,1193.99841308594,862.607421875,1.63410711288452,0.000143513811053708,298.347473144531,0.0198649968951941,98659.109375,170.807510375977,425.989868164062,"20050629.020.nc4","2005-06-29"
"585",209.789001464844,-50.0074005126953,121.498222351074,34.273509979248,4.00536966323853,0,0,4.9259360821452e-05,0,0,0,297.589965820312,297.589965820312,0,0,6.74806976318359,333.220367431641,1195.36975097656,2.30559251690465e-07,2.98335999104893e-05,1.91952040040633e-05,0.00536940339952707,0,0.118502803146839,1195.37524414062,862.149536132812,2.05778813362122,0,297.415161132812,0.0165947508066893,98601.8203125,234.663681030273,390.1357421875,"20050630.020.nc4","2005-06-30"
"586",169.594848632812,-32.397159576416,107.669143676758,14.0007724761963,15.5260581970215,0,0.000117341536679305,4.36525915574748e-05,9.54998267843621e-06,0,0,300.633575439453,300.633575439453,0,0,6.93538665771484,334.206359863281,1195.88012695312,8.85986173670972e-06,2.07383745873813e-05,1.40543625093414e-05,0.0703231170773506,0,0.0827912464737892,1195.95068359375,861.674011230469,1.65303444862366,0.000117341536679305,300.571014404297,0.0213701501488686,98286.5859375,189.584167480469,425.779937744141,"20050701.020.nc4","2005-07-01"
"587",222.564117431641,-66.1949462890625,153.807632446289,1.67803406715393,0.883779525756836,0,0,6.23586747678928e-05,0,0,0,297.902221679688,297.902221679688,0,0,6.76620149612427,334.416381835938,1196.26965332031,3.41425931082995e-07,3.90104687539861e-05,2.30067707889248e-05,0.00387595128268003,0,0.0834012851119041,1196.2734375,861.853149414062,1.55284070968628,0,298.007873535156,0.0156931784003973,98500.515625,248.817947387695,376.170043945312,"20050702.020.nc4","2005-07-02"
"588",173.856338500977,-34.2931327819824,92.1645812988281,42.7240715026855,4.67830276489258,0,0.000199616013560444,3.73665425286163e-05,1.71718347701244e-05,0,0,299.228363037109,299.228363037109,0,0,7.10366296768188,337.623687744141,1199.5595703125,8.81459982338129e-06,1.64302073244471e-05,1.21217390187667e-05,0.0715298280119896,0,0.101666018366814,1199.63122558594,861.93603515625,1.79377555847168,0.000199616013560444,298.992156982422,0.0199537556618452,98547.0234375,194.349761962891,415.203186035156,"20050703.020.nc4","2005-07-03"
"589",189.847839355469,-46.5253448486328,110.574501037598,24.723991394043,8.02085113525391,0,0,4.48305254394654e-05,0,0,0,298.935821533203,298.935821533203,0,0,6.86252403259277,340.012573242188,1204.08959960938,2.84475476064472e-07,2.78342249657726e-05,1.67118214449147e-05,0.00774307455867529,0,0.0794894322752953,1204.09741210938,864.077087402344,1.25132942199707,0,298.777618408203,0.0184705648571253,98986.9296875,212.256805419922,401.744018554688,"20050704.020.nc4","2005-07-04"
"590",209.359313964844,-54.9203300476074,117.270957946777,24.5804061889648,12.580493927002,0,0,4.75454799016006e-05,0,0,0,300.277679443359,300.277679443359,0,0,6.78081655502319,335.207885742188,1200.01928710938,2.71266875628839e-09,2.73043024208164e-05,2.0238467186573e-05,0.00377592165023088,0,0.10809051245451,1200.02294921875,864.811279296875,2.08907032012939,0,300.274353027344,0.0204930678009987,98860.5234375,234.053253173828,401.494964599609,"20050705.020.nc4","2005-07-05"
"591",183.543655395508,-31.9384593963623,100.84578704834,43.5581474304199,7.20839929580688,0,0.000136990332975984,4.08861851610709e-05,1.14910235424759e-05,0,0,301.083831787109,301.083831787109,0,0,7.00537872314453,336.958862304688,1201.64697265625,8.93165179149946e-06,1.94744770851685e-05,1.24800608318765e-05,0.0554319769144058,0,0.130357921123505,1201.70202636719,864.687744140625,2.01470470428467,0.000136990347527899,300.701019287109,0.0221924781799316,98546.34375,205.180892944336,428.750366210938,"20050706.020.nc4","2005-07-06"
