Selected Geographies,Total,Not in universe - missing,Car/truck/van,Bus or trolley bus,Streetcar or trolley car,Subway or elevated,Railroad,Ferry boat,Taxicab,Motorcycle,Bicycle,Walked,Worked At Home,Other
"PUMA 00103, Arizona",204454,97558,95689,3148,0,0,0,0,0,636,539,1461,4561,862
"PUMA 00104, Arizona",186659,81591,94028,3398,0,0,0,0,0,147,443,1545,4987,520
"PUMA 00109, Arizona",157650,86022,65040,948,0,0,0,0,0,0,272,1009,1755,2604
"PUMA 00116, Arizona",173347,77423,81872,4549,0,0,0,0,0,1021,2487,2128,3179,688
"PUMA 00118, Arizona",160763,95969,60296,2111,0,0,0,0,0,0,157,857,492,881
"PUMA 03100, North Carolina",157079,84846,67755,18,0,0,0,0,0,119,28,887,1916,1510
