State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
MI,Interurban Transit Partnership(The Rapid),5033,B,VP,DO,21,24,,0.0 ,,425.4,,425.4,,8.8,,8.8,,31.8,,"1,492.4",,
,,,,Total,,238,281,,"4,694.0",,"8,490.0",,"7,466.6",,614.6,,548.9,,"9,336.7",,"38,589.8",,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,B,DR,PT,43,45,,0.0 ,,875.2,Q,862.7,Q,93.9,Q,87.7,Q,123.7,,926.5,,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,B,MB,DO,28,34,,"1,510.7",,"1,525.7",,"1,510.6",,111.7,,110.4,,"2,937.1",,"8,198.9",,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,B,VP,DO,6,6,,0.0 ,,30.1,Q,30.1,Q,5.6,Q,5.6,Q,17.4,,144.8,,
,,,,Total,,77,85,,"1,510.7",,"2,431.0",,"2,403.5",,211.2,,203.6,,"3,078.2",,"9,270.2",,
MI,Livingston Essential Transportation Service(LETS),5180,A,DR,DO,20,23,,0.0 ,,653.6,,631.5,,32.9,,31.9,,107.9,,"1,510.1",,
MI,Macatawa Area Express Transportation Authority(MAX),5184,B,DR,PT,12,17,,0.0 ,,433.8,,407.7,,33.6,,32.5,,95.2,,561.8,,
MI,Macatawa Area Express Transportation Authority(MAX),5184,B,MB,PT,8,11,,380.4,,402.4,,388.7,,32.0,,31.0,,218.5,,320.6,,
,,,,Total,,20,28,,380.4,,836.2,,796.4,,65.6,,63.5,,313.8,,882.4,,
MI,Mass Transportation Authority(MTA),5032,B,DR,PT,2,2,,0.0 ,,46.9,,34.6,,2.4,,1.9,,4.1,,46.5,,
MI,Mass Transportation Authority(MTA),5032,B,DR,DO,109,165,,0.0 ,,"6,009.5",,"5,371.6",,319.6,,278.5,,665.3,,"7,386.9",,
MI,Mass Transportation Authority(MTA),5032,B,MB,DO,98,125,,"3,184.4",,"3,498.2",,"3,209.4",,189.2,,172.2,,"5,154.1",,"20,947.0",,
,,,,Total,,209,292,,"3,184.4",,"9,554.5",,"8,615.6",,511.2,,452.6,,"5,823.5",,"28,380.4",,
MI,Michigan Department of Transportation(MDOT),5189,C,VP,PT,337,363,,0.0 ,,"1,624.4",,"1,624.4",,35.0,,35.0,,227.9,,"8,459.4",,
MI,Muskegon Area Transit System(MATS),5037,A,DR,DO,3,5,,0.0 ,,113.3,,104.5,,7.3,,7.0,,11.7,,66.2,,
MI,Muskegon Area Transit System(MATS),5037,A,MB,DO,11,21,,425.5,,444.2,,425.5,,32.3,,31.6,,606.2,,"2,746.0",,
,,,,Total,,14,26,,425.5,,557.5,,530.0,,39.5,,38.6,,617.8,,"2,812.1",,
MI,Saginaw Transit Authority Regional Service(STARS),5039,A,DR,DO,7,15,,0.0 ,,188.1,Q,86.2,Q,11.9,Q,5.5,Q,22.9,,112.7,,
MI,Saginaw Transit Authority Regional Service(STARS),5039,A,MB,DO,28,38,,750.7,,750.7,,721.4,,44.6,,43.6,,"1,031.7",,"3,610.8",,
,,,,Total,,35,53,,750.7,,938.8,,807.6,,56.5,,49.0,,"1,054.6",,"3,723.6",,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,DR,DO,82,108,,0.0 ,,"3,545.5",,"3,058.2",,185.1,,169.6,,423.5,,"4,591.5",,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,DR,PT,38,43,,0.0 ,,998.3,,898.9,,75.3,,66.0,,358.2,,"1,775.0",,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,MB,PT,8,9,,1.3,,270.1,,261.2,,25.1,,24.5,,238.3,,897.1,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,B,MB,DO,229,281,,"10,478.7",,"13,417.9",,"10,481.5",,711.5,,621.8,,"12,535.9",,"95,113.7",,
,,,,Total,,357,441,,"10,480.0",,"18,231.8",,"14,699.8",,997.0,,881.9,,"13,556.0",,"102,377.3",,
MI,Twin Cities Area Transportation Authority(TCATA),5132,A,DR,DO,16,20,,0.0 ,,410.9,,386.1,,37.2,,35.0,,153.8,,740.1,,
MI,Twin Cities Area Transportation Authority(TCATA),5132,A,MB,DO,2,3,,56.1,,54.6,,54.6,,4.2,,4.2,,18.9,,96.3,,
,,,,Total,,18,23,,56.1,,465.5,,440.7,,41.4,,39.2,,172.7,,836.4,,
MI,University of Michigan Parking and Transportation Services(UMTS),5158,B,MB,DO,34,60,,957.5,,"1,075.6",,956.2,,109.7,,100.3,,"5,927.0",,"12,876.0",,
MN,"City of Moorhead, DBA: Metropolitan Area Transit(MAT)",5026,B,DR,PT,1,3,,0.0 ,,33.9,,29.4,,2.4,,2.2,,5.1,,23.5,,
MN,"City of Moorhead, DBA: Metropolitan Area Transit(MAT)",5026,B,MB,PT,6,10,,287.0,,295.4,,283.4,,22.3,,21.7,,393.0,,"1,156.4",,
,,,,Total,,7,13,,287.0,,329.4,,312.8,,24.7,,23.9,,398.1,,"1,179.8",,
MN,City of Rochester Public Transportation,5092,B,DR,PT,4,4,,0.0 ,,189.0,,183.1,,12.4,,12.2,,39.9,,295.2,,
MN,City of Rochester Public Transportation,5092,B,MB,PT,27,38,,967.1,,"1,075.7",,978.9,,74.7,,62.5,,"1,584.5",,"5,784.1",,
,,,,Total,,31,42,,967.1,,"1,264.7",,"1,162.0",,87.0,,74.7,,"1,624.4",,"6,079.4",,
MN,Duluth Transit Authority(DTA),5025,B,DR,PT,5,9,,0.0 ,,198.4,,192.7,,17.1,,16.8,,25.2,,143.1,,
MN,Duluth Transit Authority(DTA),5025,B,MB,DO,47,67,,"1,799.1",,"1,881.3",,"1,756.9",,141.5,,132.2,,"3,173.5",,"13,489.1",,
,,,,Total,,52,76,,"1,799.1",,"2,079.8",,"1,949.6",,158.7,,149.0,,"3,198.7",,"13,632.2",,
MN,Metro Mobility,5155,B,DR,PT,274,287,,0.0 ,,"11,820.1",,"9,920.9",,711.6,,608.6,,"1,237.6",,"13,634.3",,
MN,Metro Transit,5027,B,CR,PT,23,23,,71.0,,69.3,,68.5,,1.6,,1.5,,78.8,,"1,949.9",,
MN,Metro Transit,5027,B,LR,DO,27,27,,"1,979.2",,"1,987.7",,"1,955.1",,140.9,,134.6,,"9,863.0",,"48,681.5",,
MN,Metro Transit,5027,B,MB,DO,746,910,,"22,782.3",,"28,709.4",,"22,826.2",,"2,227.6",,"1,963.3",,"66,401.2",,"268,890.8",,
,,,,Total,,796,960,,"24,832.6",,"30,766.4",,"24,849.8",,"2,370.1",,"2,032.4",,"76,343.0",,"319,522.2",,
MN,Metropolitan Council,5154,E,DR,PT,148,188,,0.0 ,,"4,235.7",,"3,570.3",,282.3,,250.3,,669.3,,"5,831.4",,
MN,Metropolitan Council,5154,E,MB,PT,291,385,,"7,188.2",,"11,091.8",,"7,185.7",,567.9,,409.3,,"11,180.2",,"85,559.5",,
MN,Metropolitan Council,5154,E,VP,PT,66,77,,0.0 ,,"1,221.9",,"1,221.9",,28.8,,28.8,,193.5,,"7,110.4",,
,,,,Total,,505,650,,"7,188.2",,"16,549.4",,"11,977.9",,878.9,,688.4,,"12,043.0",,"98,501.3",,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,A,DR,DO,17,23,,0.0 ,,531.3,,486.1,,43.6,,40.3,,134.4,,627.0,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,A,MB,DO,27,36,,"1,134.0",,"1,179.4",,"1,130.6",,87.5,,80.3,,"2,247.0",,"8,176.9",,
,,,,Total,,44,59,,"1,134.0",,"1,710.7",,"1,616.7",,131.1,,120.7,,"2,381.4",,"8,803.9",,
MO,Bi-State Development Agency(METRO),7006,A,DR,DO,91,97,,0.0 ,,"5,305.6",,"4,904.0",,357.6,,322.4,,665.1,,"6,511.0",,
MO,Bi-State Development Agency(METRO),7006,A,LR,DO,38,87,,"6,797.8",,"6,858.9",,"6,786.7",,278.8,,275.1,,"19,423.9",,"156,712.4",,
MO,Bi-State Development Agency(METRO),7006,A,MB,DO,206,248,,"16,944.1",,"19,015.7",,"16,932.5",,"1,337.9",,"1,246.1",,"32,653.9",,"126,616.5",,
,,,,Total,,335,432,,"23,741.9",,"31,180.3",,"28,623.2",,"1,974.2",,"1,705.9",,"52,743.0",,"289,839.9",,
MO,City Utilities of Springfield (The Bus),7003,A,DR,DO,4,5,,0.0 ,,127.6,,116.4,,8.9,,7.9,,16.2,,116.5,,
MO,City Utilities of Springfield (The Bus),7003,A,MB,DO,20,25,,"1,089.1",,"1,088.4",,"1,086.4",,78.4,,76.6,,"1,458.2",,"5,770.8",,
,,,,Total,,24,30,,"1,089.1",,"1,216.0",,"1,202.8",,87.3,,84.5,,"1,474.3",,"5,887.3",,
MO,City of Jefferson(JEFFTRAN),7043,A,DR,DO,7,9,,0.0 ,,205.5,,184.6,,14.0,,12.7,,48.6,,296.7,,
MO,City of Jefferson(JEFFTRAN),7043,A,MB,DO,14,18,,357.9,,359.6,,355.3,,23.1,,22.9,,333.7,,771.5,,
,,,,Total,,21,27,,357.9,,565.1,,539.9,,37.1,,35.5,,382.3,,"1,068.2",,
MO,Columbia Transit(CT),7016,A,DR,DO,5,9,,0.0 ,,155.4,,105.2,,16.8,,12.9,,34.5,,103.7,,
MO,Columbia Transit(CT),7016,A,MB,DO,20,29,,622.0,,698.6,,662.5,,69.1,,64.6,,"2,263.4",,"3,681.6",,
,,,,Total,,25,38,,622.0,,854.0,,767.6,,85.9,,77.5,,"2,297.9",,"3,785.3",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,DR,PT,85,85,,0.0 ,,"3,666.4",,"3,192.2",,213.1,,189.9,,266.2,,"1,807.1",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,DR,DO,16,41,,0.0 ,,775.1,,640.7,,49.5,,42.4,,184.3,,"1,188.9",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,MB,DO,215,268,,"8,287.9",,"9,511.4",,"8,276.5",,666.8,,615.5,,"15,004.2",,"55,746.1",,
MO,Kansas City Area Transportation Authority(KCATA),7005,B,VP,DO,27,35,,0.0 ,,442.3,,442.3,,10.2,,10.2,,59.6,,"2,139.9",,
,,,,Total,,343,429,,"8,287.9",,"14,395.2",,"12,551.6",,939.6,,858.1,,"15,514.3",,"60,882.1",,
MO,St. Joseph Transit(The Ride),7032,A,MB,DO,17,20,,754.9,,851.6,,830.5,,71.5,,69.4,,387.3,,"1,944.6",,
MS,City of Jackson Transit System (JATRAN),4015,A,DR,DO,11,12,,0.0 ,,251.6,,210.0,,23.5,,14.6,,24.8,,277.4,,
MS,City of Jackson Transit System (JATRAN),4015,A,MB,DO,25,25,,919.3,,951.3,,931.8,,72.0,,64.9,,516.7,,"3,404.8",,
,,,,Total,,36,37,,919.3,,"1,202.9",,"1,141.8",,95.5,,79.5,,541.5,,"3,682.2",,
MS,Coast Transit Authority(CTA),4014,B,DR,DO,12,16,,0.0 ,,306.9,,261.2,,24.1,,23.7,,47.2,,"1,119.2",,
MS,Coast Transit Authority(CTA),4014,B,MB,DO,17,28,,972.2,,"1,004.3",,952.2,,76.3,,69.1,,690.9,,"4,953.7",,
MS,Coast Transit Authority(CTA),4014,B,VP,PT,39,49,,0.0 ,,652.2,,652.2,,12.4,,12.4,,105.6,,"4,710.8",,
,,,,Total,,68,93,,972.2,,"1,963.4",,"1,865.7",,112.8,,105.1,,843.7,,"10,783.6",,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,A,DR,DO,11,15,,0.0 ,,201.6,,164.1,,18.3,,17.0,,60.0,,330.3,,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,A,MB,DO,20,23,,555.1,,603.5,,554.7,,39.9,,38.0,,675.3,,"2,502.9",,
,,,,Total,,31,38,,555.1,,805.1,,718.9,,58.3,,55.0,,735.3,,"2,833.2",,
MT,Great Falls Transit District(GFTD),8012,A,DR,DO,6,9,,0.0 ,,133.0,Q,131.1,Q,12.3,Q,12.0,Q,26.8,,69.4,,
MT,Great Falls Transit District(GFTD),8012,A,MB,DO,13,21,,375.2,,431.7,,416.7,,31.9,,30.4,,369.5,,775.9,,
,,,,Total,,19,30,,375.2,,564.8,,547.8,,44.2,,42.4,,396.3,,845.3,,
MT,Missoula Urban Transportation District(Mountain Line),8009,A,DR,DO,5,8,,0.0 ,,109.9,,100.1,,8.7,,8.0,,20.2,,67.1,,
MT,Missoula Urban Transportation District(Mountain Line),8009,A,MB,DO,17,21,,633.1,,640.5,Q,635.6,Q,43.0,Q,42.4,Q,828.9,,"2,867.1",,
,,,,Total,,22,29,,633.1,,750.4,,735.7,,51.7,,50.4,,849.1,,"2,934.2",,
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,A,MB,DO,5,7,,120.3,,125.0,,120.3,,8.2,,7.6,,338.2,,0.0 ,W,
NC,Asheville Transit System(ATS),4005,B,DR,PT,6,6,,0.0 ,,218.8,,218.8,,11.3,,11.3,,27.9,,268.6,,
NC,Asheville Transit System(ATS),4005,B,MB,DO,16,21,,920.1,,944.0,,922.1,,65.4,,64.1,,"1,622.5",,"7,431.1",,
,,,,Total,,22,27,,920.1,,"1,162.9",,"1,140.9",,76.7,,75.4,,"1,650.4",,"7,699.7",,
NC,Cape Fear Public Transportation Authority(Wave),4006,A,DR,DO,21,23,,0.0 ,,663.3,,527.7,,44.7,,33.5,,66.3,,656.4,,
NC,Cape Fear Public Transportation Authority(Wave),4006,A,MB,DO,28,39,,"1,496.0",,"1,534.0",,"1,443.0",,99.7,,96.8,,"1,424.1",,"2,891.2",,
,,,,Total,,49,62,,"1,496.0",,"2,197.3",,"1,970.7",,144.4,,130.3,,"1,490.4",,"3,547.6",,
NC,Capital Area Transit(CAT),4007,B,DR,PT,241,531,,0.0 ,,"2,068.3",,"1,960.0",,295.3,,287.3,,374.6,,"3,375.0",,
NC,Capital Area Transit(CAT),4007,B,MB,DO,62,100,,"2,577.1",,"2,813.7",,"2,575.6",,217.5,,203.5,,"5,019.6",,"19,653.7",,
,,,,Total,,303,631,,"2,577.1",,"4,882.0",,"4,535.5",,512.8,,490.8,,"5,394.2",,"23,028.7",,
NC,Chapel Hill Transit(CHT),4051,A,DR,DO,13,22,,0.0 ,,293.8,,247.1,,34.4,,25.2,,66.7,,246.3,,
NC,Chapel Hill Transit(CHT),4051,A,MB,DO,79,96,,"1,960.0",,"2,218.1",,"1,950.3",,184.8,,164.1,,"7,929.4",,"16,208.4",,
,,,,Total,,92,118,,"1,960.0",,"2,511.9",,"2,197.5",,219.2,,189.3,,"7,996.1",,"16,454.8",,
NC,Charlotte Area Transit System(CATS),4008,A,DR,DO,71,83,,0.0 ,,"2,768.7",,"2,423.3",,177.6,,156.3,,239.2,,"2,277.4",,
NC,Charlotte Area Transit System(CATS),4008,A,LR,DO,14,19,,773.9,,803.8,,788.2,,55.4,,54.7,,"3,551.2",,"19,173.3",,
NC,Charlotte Area Transit System(CATS),4008,A,MB,DO,286,343,,"11,999.6",,"13,519.0",,"11,990.6",,906.1,,828.9,,"21,539.5",,"99,862.7",,
NC,Charlotte Area Transit System(CATS),4008,A,VP,DO,93,99,,0.0 ,,"2,172.0",,"2,172.0",,41.5,,41.5,,320.5,,"14,962.7",,
,,,,Total,,464,544,,"12,773.5",,"19,263.5",,"17,374.1",,"1,180.6",,"1,063.3",,"25,650.3",,"136,276.1",,
NC,Durham Area Transit Authority(DATA),4087,B,DR,PT,34,46,,0.0 ,,"1,421.5",Q,"1,292.7",Q,78.4,Q,72.6,Q,150.7,Q,"1,227.8",Q,
NC,Durham Area Transit Authority(DATA),4087,B,MB,PT,37,53,,"2,633.3",,"2,850.7",,"2,631.5",,182.2,,173.8,,"5,130.8",,"20,017.9",,
,,,,Total,,71,99,,"2,633.3",,"4,272.2",,"3,924.1",,260.6,,246.4,,"5,281.5",,"21,245.7",,
NC,Fayetteville Area System of Transit(FAST),4009,A,DR,DO,10,13,,0.0 ,,336.8,Q,294.0,Q,21.7,Q,18.4,Q,42.5,,437.0,,
NC,Fayetteville Area System of Transit(FAST),4009,A,MB,DO,16,21,,787.2,,819.3,,777.4,,59.8,,57.8,,992.9,,"3,097.8",,
,,,,Total,,26,34,,787.2,,"1,156.1",,"1,071.4",,81.5,,76.2,,"1,035.4",,"3,534.8",,
NC,Greensboro Transit Authority(GTA),4093,B,DR,PT,35,37,,0.0 ,,"1,321.4",,"1,254.0",,89.2,,84.8,,205.8,,"1,619.7",,
NC,Greensboro Transit Authority(GTA),4093,B,MB,PT,44,54,,"2,139.4",,"2,175.8",,"2,139.4",,157.6,,153.8,,"3,839.0",,"14,703.4",,
,,,,Total,,79,91,,"2,139.4",,"3,497.2",,"3,393.4",,246.9,,238.6,,"4,044.8",,"16,323.1",,
NC,Guildford County Transportation(GCTAMS),4133,B,DR,PT,46,50,,0.0 ,,"2,278.9",,"1,999.6",,164.2,,146.5,,263.3,,"2,687.7",,
NC,High Point Transit(Hi tran),4011,B,DR,PT,2,4,,0.0 ,,97.7,,86.5,,6.3,,5.8,,17.2,,130.4,,
NC,High Point Transit(Hi tran),4011,B,DR,DO,3,4,,0.0 ,,66.0,,61.8,,5.9,,5.6,,20.0,,125.9,,
NC,High Point Transit(Hi tran),4011,B,MB,DO,11,16,,394.9,,408.7,Q,402.5,Q,30.2,Q,29.1,Q,777.7,,"1,866.5",,
,,,,Total,,16,24,,394.9,,572.4,,550.8,,42.4,,40.5,,814.9,,"2,122.8",,
NC,North Carolina State University Transportation Department(NCSU),4147,B,MB,PT,24,30,,567.3,,567.0,,522.9,,56.2,,53.2,,"2,058.5",,"3,789.4",,
NC,Piedmont Authority for Regional Transportation(PART),4173,B,MB,PT,39,41,,"1,377.7",,"1,447.0",,"1,554.6",,74.4,,56.2,,521.0,,"13,048.2",Q,
NC,Piedmont Authority for Regional Transportation(PART),4173,B,VP,DO,42,65,,0.0 ,,803.9,,803.9,,18.1,,18.1,,204.0,,0.0 ,,
,,,,Total,,81,106,,"1,377.7",,"2,250.9",,"2,358.5",,92.4,,74.3,,725.0,,"13,048.2",,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,B,DR,DO,7,8,,0.0 ,,331.4,,249.8,,14.6,,10.1,,18.6,,412.8,,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,B,MB,DO,49,67,,"2,127.2",,"2,801.5",,"2,126.7",,126.3,,99.3,,"1,118.4",,"13,246.0",,
NC,Research Triangle Regional Public Transportation Authority(TTA),4108,B,VP,DO,78,88,,0.0 ,,"1,268.1",,"1,268.1",,31.7,,31.7,,533.1,,"13,787.8",,
,,,,Total,,134,163,,"2,127.2",,"4,401.1",,"3,644.6",,172.6,,141.1,,"1,670.1",,"27,446.6",,
NC,Town of Cary(CTRAN),4143,B,DR,PT,17,18,,0.0 ,,590.8,,492.9,,31.8,,25.7,,44.0,,390.2,,
NC,Town of Cary(CTRAN),4143,B,MB,PT,10,18,,441.1,,489.3,,441.1,,27.4,,26.1,,103.9,,686.2,,
,,,,Total,,27,36,,441.1,,"1,080.1",,934.0,,59.2,,51.8,,147.8,,"1,076.4",,
NC,Western Piedmont Regional Transit Authority(WPRTA),4172,A,DR,DO,47,53,,0.0 ,,"1,087.6",,857.3,,66.7,,52.0,,129.6,,"1,604.2",,
NC,Western Piedmont Regional Transit Authority(WPRTA),4172,A,MB,DO,4,6,,248.4,,275.1,,248.4,,13.8,,12.6,,159.3,,"1,474.0",,
,,,,Total,,51,59,,248.4,,"1,362.7",,"1,105.7",,80.5,,64.6,,288.9,,"3,078.1",,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,A,DR,DO,20,23,,0.0 ,,692.1,Q,622.2,,50.1,,46.8,,132.4,,559.4,,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,A,MB,DO,33,49,,"1,456.2",,"1,491.1",,"1,465.9",,132.1,,130.1,,"2,957.2",,"6,255.1",,
,,,,Total,,53,72,,"1,456.2",,"2,183.2",,"2,088.1",,182.2,,176.9,,"3,089.6",,"6,814.5",,
ND,Bis-Man Transit Board(CAT),8019,B,DR,PT,24,25,,0.0 ,,657.1,,640.9,,48.7,,46.2,,170.3,,595.9,,
ND,Bis-Man Transit Board(CAT),8019,B,MB,PT,7,8,,327.3,,327.3,,313.1,Q,20.5,,19.6,Q,131.6,,539.6,,
,,,,Total,,31,33,,327.3,,984.4,,954.0,,69.2,,65.9,,301.9,,"1,135.4",,
ND,Cities Area Transit(CAT),8008,B,DR,PT,10,11,,0.0 ,,275.0,,260.2,,41.2,,40.0,,61.6,,260.2,,
ND,Cities Area Transit(CAT),8008,B,MB,DO,8,12,,387.0,,404.1,,381.9,,27.5,,25.7,,271.7,,"1,078.7",,
,,,,Total,,18,23,,387.0,,679.1,,642.1,,68.8,,65.7,,333.3,,"1,338.9",,
ND,"City of Fargo, DBA:  Metropolitan Area Transit(MAT)",8003,B,DR,PT,11,14,,0.0 ,,353.7,,338.0,,25.5,,24.4,,57.4,,353.3,,
ND,"City of Fargo, DBA:  Metropolitan Area Transit(MAT)",8003,B,MB,PT,18,23,,632.9,,640.9,,625.5,,51.4,,50.5,,"1,479.6",,"4,556.4",,
,,,,Total,,29,37,,632.9,,994.6,,963.5,,76.9,,74.9,,"1,537.1",,"4,909.7",,
NE,StarTran,7001,B,DR,PT,6,12,,0.0 ,,149.4,,122.5,,8.6,,5.7,,21.7,,124.3,,
NE,StarTran,7001,B,DR,DO,7,10,,0.0 ,,243.0,,239.6,,16.9,,16.4,,35.5,,207.8,,
NE,StarTran,7001,B,MB,DO,50,60,,"1,443.5",,"1,502.9",,"1,443.1",,109.5,,105.7,,"1,733.2",,"5,125.0",,
,,,,Total,,63,82,,"1,443.5",,"1,895.4",,"1,805.2",,135.1,,127.8,,"1,790.3",,"5,457.1",,
NE,Transit Authority of Omaha(MAT),7002,A,DR,DO,18,24,,0.0 ,,624.3,,563.3,,42.1,,38.6,,76.1,,397.8,,
NE,Transit Authority of Omaha(MAT),7002,A,MB,DO,129,138,,"4,055.9",,"4,041.6",,"4,033.2",,293.3,,292.7,,"4,039.6",,"18,020.8",,
,,,,Total,,147,162,,"4,055.9",,"4,665.9",,"4,596.5",,335.4,,331.2,,"4,115.7",,"18,418.5",,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,DR,DO,3,5,,0.0 ,,50.4,,25.4,,2.8,,1.3,,3.0,,28.2,,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,MB,DO,13,23,,467.7,,537.5,,466.4,,35.3,,32.8,,344.9,,"2,682.0",,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,B,MB,PT,4,6,,36.6,,64.3,,36.6,,4.8,,3.6,,22.2,,175.0,,
,,,,Total,,20,34,,504.3,,652.3,,528.5,,42.8,,37.7,,370.1,,"2,885.2",,
NH,Manchester Transit Authority(MTA),1002,A,DR,DO,5,5,,0.0 ,,94.4,,61.1,,8.7,,7.3,,11.6,,47.7,,
NH,Manchester Transit Authority(MTA),1002,A,MB,DO,13,16,,475.9,,494.3,,476.1,,44.0,,42.9,,532.0,,"1,323.8",,
,,,,Total,,18,21,,475.9,,588.7,,537.2,,52.7,,50.2,,543.6,,"1,371.5",,
NH,Nashua Transit System(NTS),1087,A,DR,DO,9,12,,0.0 ,,174.4,,158.5,,13.7,,12.7,,28.8,,187.4,,
NH,Nashua Transit System(NTS),1087,A,MB,DO,6,8,,328.3,,337.1,,325.2,,24.5,,23.7,,437.9,,"2,189.5",,
,,,,Total,,15,20,,328.3,,511.5,,483.7,,38.2,,36.4,,466.7,,"2,376.8",,
NH,University Of New Hampshire - University Transportation Services(UNH UTS),1119,A,MB,DO,23,31,,440.1,,452.0,,415.2,,32.7,,25.0,,"1,115.3",,"4,754.3",Q,
NJ,"Academy Lines, Inc.",2122,E,MB,DO,238,267,,"8,011.0",,"9,002.2",,"7,931.6",,349.3,,316.9,,"3,816.4",,"230,367.5",,
NJ,"Community Transit, Inc. (Community Transit)",2160,D,MB,DO,21,23,,924.2,,"1,164.8",,920.1,,75.4,,67.8,,596.0,,"14,992.5",,
NJ,DeCamp Bus Lines,2161,D,MB,DO,56,78,,"1,731.2",,"2,307.5",,"1,698.3",,115.8,,95.1,,"2,068.7",,"43,233.3",,
NJ,"Hudson Transit Lines, Inc.(Short Line)",2126,E,MB,DO,158,177,,"8,515.3",,"8,861.0",,"8,515.3",,198.3,,190.4,,"3,562.3",,"184,082.3",,
NJ,"Lakeland Bus Lines, Inc.",2163,E,MB,DO,59,66,,"2,804.3",,"3,393.9",,"2,780.0",,95.2,,82.6,,"1,799.0",,"47,139.2",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,CR,DO,"1,241","1,302",,"60,099.8",,"61,042.8",,"59,777.3",,"2,131.2",,"2,097.5",,"83,586.3",,"2,342,256.3",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,DR,PT,943,986,,0.0 ,,"24,725.7",,"20,579.3",,"1,602.6",,"1,340.7",,"3,971.8",,"27,478.3",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,LR,DO,17,21,,577.4,,585.4,,577.8,,61.7,,59.6,,"6,152.6",,"14,466.0",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,LR,PT,58,72,,"3,480.3",,"3,398.6",,"3,398.6",,213.0,,213.0,,"16,176.5",,"90,573.4",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,MB,PT,360,398,,"11,737.2",,"11,911.5",,"10,689.4",,833.5,,778.7,,"15,831.6",,"64,140.1",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,MB,DO,"1,819","2,146",,"70,013.0",,"90,188.9",,"70,247.4",,"5,657.8",,"4,759.9",,"154,907.0",,"991,587.5",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,B,VP,PT,192,196,,0.0 ,,"4,182.0",,"4,182.0",,104.2,,104.2,,821.8,,"28,483.7",,
,,,,Total,,"4,630","5,121",,"145,907.6",,"196,034.8",,"169,451.7",,"10,604.0",,"7,529.6",,"281,447.6",,"3,558,985.3",,
NJ,New Jersey Transit Corporation-45(NJTC-45),2132,E,MB,DO,43,46,,"1,031.0",,"1,031.0",,"1,031.0",,65.6,,65.6,,"5,030.0",,"7,002.9",,
NJ,"Olympia Trails Bus Company, Inc.(Coach USA)",2165,D,MB,DO,14,22,,938.0,,940.9,,901.1,,61.1,,59.6,,639.1,,"10,915.8",,
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",2166,D,MB,DO,58,67,,"2,380.3",,"2,603.3",,"2,505.5",,235.6,,223.8,,"11,414.9",,"36,527.6",,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,B,FB,PT,6,6,,172.0,,172.0,,172.0,,15.7,,15.7,,"1,498.0",,"4,255.7",,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,B,HR,DO,266,383,,"12,975.6",,"12,883.5",,"12,203.0",,852.1,,661.8,,"80,055.2",,"341,196.0",,
,,,,Total,,272,389,,"13,147.6",,"13,055.5",,"12,374.9",,867.8,,110.3,,"81,553.2",,"345,451.8",,
NJ,Port Authority Transit Corporation(PATCO),2075,A,HR,DO,84,96,,"4,462.1",,"4,703.0",,"4,432.5",,162.2,,142.7,,"10,022.1",,"90,016.4",,
NJ,Port Imperial Ferry Corporation dba NY Waterway,2190,E,FB,DO,11,15,,428.8,,428.8,,428.8,,36.8,,36.8,,"3,793.8",,"14,316.2",,
