State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
TX,Concho Valley Transit District(CVTD),6102,Authority,N,DR,DO,46,54,,0,,648.776,,638.6,,52.2,,51.0,,128.8,,"1,052.7",
TX,Concho Valley Transit District(CVTD),6102,Authority,N,MB,DO,6,13,,332.7,,349.07,,321.2,,27.5,,23.8,,285.0,,"1,700.7",
,,,,,Total,,52,67,,332.7,,997.846,,959.8,,79.7,,74.8,,413.8,,"2,753.3",
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,DR,PT,25,35,,0,,1374.584,,"1,138.9",,76.7,,67.6,,197.1,,"1,524.7",
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,DR,DO,1,2,,0,,51.107,,50.6,,2.7,,2.7,,5.9,,186.9,
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,FB,PT,2,2,,2.66,,2.66,,2.7,,1.1,,1.1,,86.7,,104.0,
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,MB,DO,47,68,,2350.722,,2560.452,,"2,334.3",,201.5,,193.6,,"5,074.0",,"17,048.5",
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,MB,PT,12,15,,671.821,,826.945,,671.4,,35.8,,31.3,,690.8,,"6,680.4",
,,,,,Total,,87,122,,3025.203,,4815.748,,"4,197.9",,317.9,,296.4,,"6,054.4",,"25,544.5",
TX,"Dallas - vRide, Inc.",6084,Contractor,N,VP,DO,204,225,,0,,4014.719,,"4,014.7",,93.0,,93.0,,596.2,,"19,750.8",
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,CR,PT,23,35,,1090.353,,1306.05,,"1,109.9",,54.6,,48.2,,"2,252.1",,"43,186.4",
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,DR,PT,200,209,,0,,11950.428,,"8,813.1",,660.3,,529.8,,"1,141.0",,"12,798.9",
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,LR,DO,100,163,,7565.565,,7638.51,,"7,560.9",,391.0,,381.9,,"27,653.9",,"214,583.6",
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,MB,DO,509,629,,27212.46,,30880.993,,"27,144.1",,"2,164.4",,"2,010.2",,"38,378.9",,"161,289.3",
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,VP,DO,198,215,,0,,3919.736,,"3,919.7",,98.0,,98.0,,"1,033.0",,"40,576.3",
,,,,,Total,,"1,030",1251,,35868.378,,55695.717,,"48,547.8",,"3,368.4",,"2,859.4",,"70,459.0",,"472,434.5",
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,CR,PT,8,15,,499.847,,513.114,,500.0,,21.4,,20.4,,387.1,,"5,724.7",
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,DR,DO,9,13,,0,,293.944,,244.6,,20.6,,17.0,,31.8,,215.2,
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,MB,DO,41,53,,1286.499,,1430.238,,"1,269.1",,101.9,,96.5,,"2,557.0",,"8,529.3",
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,VP,PT,6,6,,0,,38.478,,38.5,,1.0,,1.0,,5.8,,167.8,
,,,,,Total,,64,87,,1786.346,,2275.774,,"2,052.2",,144.8,,124.6,,"2,981.7",,"14,637.0",
TX,Fort Bend County Public Transportation(Fort Bend Transit),6103,City,N,CB,PT,15,16,,533.607,,733.671,,529.8,,28.1,W,20.1,W,196.9,,"3,638.6",
TX,Fort Bend County Public Transportation(Fort Bend Transit),6103,City,N,DR,PT,19,28,,0,,1154.905,,"1,017.9",,54.1,W,49.5,W,117.0,,"1,272.5",
TX,Fort Bend County Public Transportation(Fort Bend Transit),6103,City,N,MB,PT,3,3,,100.241,,131.04,,104.8,,7.7,W,6.7,W,6.7,,73.4,
,,,,,Total,,37,47,,633.848,,2019.616,,"1,652.6",,89.9,W,76.3,W,320.6,,"4,984.5",
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,DR,PT,43,55,,0,,2208.451,,"2,011.8",,129.1,,118.4,,242.0,,"2,547.0",
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,DR,DO,29,40,,0,,1545.44,,"1,298.3",,90.0,,79.2,,159.0,,"1,704.2",
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,MB,PT,4,4,,48.938,,87.446,,48.9,,6.4,,4.5,,81.0,,339.3,
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,MB,DO,126,148,,4096.129,,4680.688,,"4,165.7",,377.1,,349.4,,"7,358.3",,"38,429.3",
,,,,,Total,,202,247,,4145.067,,8522.025,,"7,524.7",,602.7,,551.6,,"7,840.3",,"43,019.8",
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,DR,DO,59,71,,0,,1754.833,,"1,619.4",,82.5,,77.1,,238.5,,"2,036.7",
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,MB,DO,10,13,,431.838,,441.647,,416.3,,27.2,,25.8,,298.9,,488.7,
,,,,,Total,,69,84,,431.838,,2196.48,,"2,035.7",,109.7,,102.9,,537.4,,"2,525.4",
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,City,N,DR,DO,13,20,,0,,396.828,,324.5,,30.0,,26.1,,53.2,,434.5,
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,City,N,DT,PT,11,11,,0,,493.644,,493.6,,29.2,,29.2,,76.7,,655.6,
,,,,,Total,,24,31,,0,,890.472,,818.1,,59.1,,55.2,,129.9,,"1,090.1",
TX,"Harris County Community Services Department, Office of Transit Services(Harris County Transit)",6108,City,Y,CB,PT,5,,,,,,,41.0,,,,1.1,,27.0,,,
TX,"Harris County Community Services Department, Office of Transit Services(Harris County Transit)",6108,City,Y,DT,PT,15,,,,,,,426.7,,,,56.5,,31.7,,,
TX,"Harris County Community Services Department, Office of Transit Services(Harris County Transit)",6108,City,Y,MB,PT,8,,,,,,,269.6,,,,16.4,,109.8,,,
,,,,,Total,,28,,,,,,,737.2,,,,74.0,,168.5,,,
TX,Hill Country Transit District(The Hop),6091,Authority,N,DR,DO,120,134,,0,,2459.955,,"2,125.8",,148.6,,129.1,,311.8,,"3,213.5",
TX,Hill Country Transit District(The Hop),6091,Authority,N,MB,DO,13,27,,641.811,,669.031,,635.1,,44.9,,43.3,,624.9,,"3,500.3",
,,,,,Total,,133,161,,641.811,,3128.986,,"2,760.8",,193.5,,172.4,,936.7,,"6,713.8",
TX,Island Transit(I T),6015,City,Y,CB,DO,10,,,,,,,189.9,,,,6.6,,71.9,,,
TX,Island Transit(I T),6015,City,Y,DR,DO,4,,,,,,,94.7,,,,10.1,,26.9,,,
TX,Island Transit(I T),6015,City,Y,MB,DO,8,,,,,,,433.7,,,,37.3,,610.1,,,
,,,,,Total,,22,,,,,,,718.4,,,,54.0,,708.9,,,
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,DR,DO,14,18,,0,,316.765,,274.4,,32.0,,26.3,,52.4,,265.1,
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,MB,DO,35,49,,1713.784,,1763.281,,"1,701.2",,152.3,,149.7,,"3,183.6",,"10,121.4",
,,,,,Total,,49,67,,1713.784,,2080.046,,"1,975.6",,184.3,,175.9,,"3,236.1",,"10,386.5",
TX,Longview Transit(LTMI),6081,City,Y,DR,DO,3,,,,,,,58.7,,,,4.6,,8.2,,,
TX,Longview Transit(LTMI),6081,City,Y,MB,DO,5,,,,,,,295.0,,,,18.9,,210.5,,,
,,,,,Total,,8,,,,,,,353.7,,,,23.5,,218.6,,,
TX,Lower Rio Grande Valley Development Council(LRGVDC),6090,MPO,Y,CB,DO,2,,,,,,,186.1,,,,8.0,,66.3,,,
TX,Lower Rio Grande Valley Development Council(LRGVDC),6090,MPO,Y,DR,DO,2,,,,,,,44.1,,,,1.9,,5.1,,,
TX,Lower Rio Grande Valley Development Council(LRGVDC),6090,MPO,Y,MB,DO,15,,,,,,,784.3,,,,40.0,,221.0,,,
,,,,,Total,,19,,,,,,,"1,014.5",,,,49.8,,292.4,,,
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,DR,DO,49,96,,0,,2349.798,,"1,888.3",,121.0,,106.0,,238.1,,"2,379.0",
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,DT,PT,60,60,,0,,273.4,,273.4,,24.6,,24.6,,27.2,,273.5,
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,MB,DO,122,166,,7174.537,,7560.454,,"7,160.9",,591.5,,569.6,,"16,390.6",,"84,063.0",
,,,,,Total,,231,322,,7174.537,,10183.652,,"9,322.6",,737.1,,700.2,,"16,655.9",,"86,715.5",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,CB,DO,216,278,,5834.543,,7703.864,,"5,872.9",,298.0,,229.3,,"5,627.5",,"98,446.3",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,CB,PT,62,66,,1899.72,,2602.625,,"1,924.8",,92.3,,69.8,,"1,739.8",,"33,210.7",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,DR,PT,275,323,,0,,17913.923,,"14,809.7",,978.1,,878.9,,"1,486.9",,"17,543.9",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,DT,PT,129,129,,0,,1038.841,,"1,038.8",,35.9,,35.9,,181.7,,"1,305.5",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,LR,DO,18,18,,885.133,,912.367,,905.8,,77.5,,76.6,,"11,276.8",,"26,154.2",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,MB,DO,639,743,,26320.699,,30233.702,,"26,239.5",,"2,169.8",,"2,006.1",,"47,000.4",,"234,355.4",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,MB,PT,130,161,,7036.676,,8431.244,,"7,036.8",,575.0,,523.0,,"11,099.7",,"54,030.8",
TX,"Metropolitan Transit Authority of Harris County, Texas (Metro)",6008,Authority,N,VP,PT,720,766,,0,,10027.682,,"10,027.7",,300.9,,300.9,,"2,478.6",,"69,505.3",
,,,,,Total,,"2,189",2484,,41976.771,,78864.248,,"67,856.0",,"4,527.4",,"4,108.9",,"80,891.3",,"534,552.0",
TX,Midland-Odessa Urban Transit District(EZ RIDER),6097,City,N,CB,PT,2,2,,83.868,,84.35,,83.9,,3.1,,2.9,,4.2,,125.2,
TX,Midland-Odessa Urban Transit District(EZ RIDER),6097,City,N,DR,DO,6,8,,0,,193.689,,165.8,,15.3,,14.1,,29.6,,149.3,
TX,Midland-Odessa Urban Transit District(EZ RIDER),6097,City,N,MB,DO,12,16,,722.484,,722.484,,640.3,,44.7,,41.5,,479.8,,"1,439.5",
,,,,,Total,,20,26,,806.352,,1000.523,,889.9,,63.1,,58.5,,513.6,,"1,714.0",
TX,Port Arthur Transit(PAT),6013,City,Y,DR,DO,5,,,,,,,120.1,,,,10.0,,22.5,,,
TX,Port Arthur Transit(PAT),6013,City,Y,MB,DO,5,,,,,,,234.3,,,,14.1,,116.9,,,
,,,,,Total,,10,,,,,,,354.4,,,,24.1,,139.4,,,
TX,Public Transit Services(PTS),6115,City,Y,CB,DO,2,,,,,,,47.9,,,,2.3,,8.7,,,
TX,Public Transit Services(PTS),6115,City,Y,DR,PT,3,,,,,,,41.7,,,,2.2,,6.3,,,
TX,Public Transit Services(PTS),6115,City,Y,DR,DO,25,,,,,,,657.6,,,,37.3,,70.1,,,
,,,,,Total,,30,,,,,,,747.1,,,,41.8,,85.1,,,
TX,STAR Transit(STAR),6114,City,N,DR,DO,43,44,,0,,1443.316,,"1,283.1",,70.8,,60.7,,143.5,,"1,356.8",
TX,STAR Transit(STAR),6114,City,N,MB,DO,1,3,,35.345,,35.421,,33.7,,3.0,,2.9,,4.8,,0.0,W
,,,,,Total,,44,47,,35.345,,1478.737,,"1,316.8",,73.8,,63.6,,148.3,,"1,356.8",Q
TX,Special Programs for Aging Needs(SPAN),6116,City,Y,DR,DO,27,,,,,,,614.6,,,,34.8,,73.3,,,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,DR,DO,55,55,,0,,2430.003,,"2,297.6",,130.4,,123.8,,262.8,,"4,175.3",
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,MB,PT,1,2,,30.208,,61.201,,30.6,,1.4,,0.7,,23.1,,"1,349.9",
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,MB,DO,10,12,,381.4,,436.214,,380.6,,15.9,,14.6,,73.8,,"2,399.5",
,,,,,Total,,66,69,,411.608,,2927.418,,"2,708.9",,147.7,,139.1,,359.7,,"7,924.7",
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,DR,DO,15,21,,0,,480.642,,419.4,,22.8,,20.5,,42.5,,756.1,
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,DT,PT,5,5,,0,,37.769,,37.8,,1.4,,1.4,,5.2,,56.7,
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,MB,DO,17,20,,635.262,,628.979,,517.4,,33.3,,28.7,,175.5,,"1,175.9",
,,,,,Total,,37,46,,635.262,,1147.39,,974.5,,57.4,,50.5,,223.2,,"1,988.6",
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,DR,PT,102,121,,0,,5814.494,,"4,987.0",,302.2,,259.5,,545.5,,"6,164.1",
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,DR,DO,90,105,,0,,5082.978,,"4,305.3",,280.8,,242.6,,505.3,,"5,600.2",
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,MB,DO,352,441,,20528.042,,22423.463,,"20,275.1",,"1,630.2",,"1,526.5",,"49,322.8",,"206,931.0",
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,VP,PT,179,179,,0,,3216.442,,"3,216.4",,65.8,,65.8,,430.8,,"18,852.0",
,,,,,Total,,723,846,,20528.042,,36537.377,,"32,783.8",,"2,279.0",,"2,094.4",,"50,804.5",,"237,547.3",
TX,"Waco Transit System, Inc.(WTS)",6012,City,N,DR,DO,9,34,,0,,231.64,,208.8,,19.0,,16.1,,31.3,,160.8,
TX,"Waco Transit System, Inc.(WTS)",6012,City,N,MB,DO,15,19,,787.046,,796.771,,782.5,,50.5,,49.7,,905.3,,"4,159.6",
,,,,,Total,,24,53,,787.046,,1028.411,,991.3,,69.5,,65.8,,936.6,,"4,320.4",
TX,Wichita Falls Transit System,6035,City,Y,MB,DO,9,,,,,,,574.9,,,,36.6,,491.4,,,
TX,"vRide, Inc. - El Paso",6124,Contractor,N,VP,DO,56,62,,0,,1175.115,,"1,175.1",,42.1,,42.1,,145.0,,"8,258.5",
UT,Cache Valley Transit District(CVTD),8028,Authority,N,DR,DO,5,8,,0,,133.708,,118.9,,11.2,,10.2,,28.7,,115.9,
UT,Cache Valley Transit District(CVTD),8028,Authority,N,MB,DO,17,26,,813.055,,833.398,,812.8,,54.9,,52.7,,"2,101.7",,"7,694.1",
,,,,,Total,,22,34,,813.055,,967.106,,931.7,,66.1,,62.9,,"2,130.4",,"7,810.0",
UT,City of St. George(SunTran),8026,City,Y,DR,DO,2,,,,,,,26.6,,,,6.6,,5.8,,,
UT,City of St. George(SunTran),8026,City,Y,MB,DO,4,,,,,,,251.1,,,,17.7,,435.5,,,
,,,,,Total,,6,,,,,,,277.7,,,,24.3,,441.3,,,
UT,Utah Transit Authority(UTA),8001,Authority,N,CB,DO,38,57,,1909.748,Q,2153.293,Q,"1,963.1",Q,96.6,Q,64.2,Q,"1,047.2",,"26,345.2",
UT,Utah Transit Authority(UTA),8001,Authority,N,CR,DO,36,56,,1973.304,,2020.986,,"1,969.3",,72.4,,60.3,,"1,905.1",,"50,850.5",
UT,Utah Transit Authority(UTA),8001,Authority,N,DR,PT,54,69,,0,,1370.806,,"1,024.4",,78.0,,64.5,,150.7,,"2,033.6",
UT,Utah Transit Authority(UTA),8001,Authority,N,DR,DO,86,123,,0,,1593.533,,"1,307.4",,130.3,,96.9,Q,262.3,,"2,340.7",
UT,Utah Transit Authority(UTA),8001,Authority,N,LR,DO,82,117,,5781.504,,5966.036,,"5,936.2",,471.5,,466.2,,"17,401.9",,"79,831.3",
UT,Utah Transit Authority(UTA),8001,Authority,N,MB,DO,497,513,,12447.225,Q,15888.371,,"13,703.3",,"1,099.2",,820.0,,"20,111.3",,"53,453.8",
UT,Utah Transit Authority(UTA),8001,Authority,N,MB,PT,6,8,,225.792,,236.124,,198.6,,14.6,,13.1,,40.1,,534.7,
UT,Utah Transit Authority(UTA),8001,Authority,N,VP,DO,406,428,,0,,7553.978,,"7,554.0",,190.7,,190.7,,"1,446.9",,"56,859.8",
,,,,,Total,,"1,205",1371,,22337.573,,36783.127,,"33,656.3",,"2,153.3",,"1,467.3",,"42,365.3",,"272,249.6",
VA,Arlington Transit - Arlington County(ART),3080,City,N,DR,PT,9,10,,0,,291.919,,236.3,,24.4,,22.1,,27.4,,267.4,
VA,Arlington Transit - Arlington County(ART),3080,City,N,DT,PT,14,14,,0,,129.852,,129.9,,17.8,,17.8,,65.7,,194.6,
VA,Arlington Transit - Arlington County(ART),3080,City,N,MB,PT,34,55,,1140.32,,1168.43,,"1,129.0",,104.3,,100.2,,"2,537.3",,"5,328.4",
,,,,,Total,,57,79,,1140.32,,1590.201,,"1,495.1",,146.6,,140.1,,"2,630.4",,"5,790.4",
VA,Blacksburg Transit(BT),3091,City,N,DR,DO,8,13,,0,,177.888,,141.5,,18.9,,14.6,,31.3,,98.6,
VA,Blacksburg Transit(BT),3091,City,N,MB,DO,34,56,,744.259,,847.349,,774.1,,84.9,,81.0,,"3,485.6",,"6,606.5",
,,,,,Total,,42,69,,744.259,,1025.237,,915.6,,103.8,,95.6,,"3,516.9",,"6,705.2",
VA,Bristol Virginia Transit(BVT),3053,City,Y,DR,DO,1,,,,,,,12.9,,,,2.7,,1.8,,,
VA,Bristol Virginia Transit(BVT),3053,City,Y,MB,DO,4,,,,,,,90.8,,,,7.0,,91.1,,,
,,,,,Total,,5,,,,,,,103.6,,,,9.7,,92.9,,,
VA,Charlottesville Area Transit(CAT),3036,City,Y,MB,DO,25,,,,,,,951.5,,,,89.2,,"2,570.9",,,
VA,City of Alexandria (DASH),3071,City,N,DT,PT,33,33,,0,,247.754,,247.8,,15.9,,15.9,,55.3,,327.8,
VA,City of Alexandria (DASH),3071,City,N,MB,DO,57,77,,1475.59,,1600.036,,"1,456.4",,169.4,,157.8,,"3,882.0",,"9,472.1",
VA,City of Alexandria (DASH),3071,City,N,MB,PT,4,5,,36.438,,68.129,,36.3,,14.0,,13.0,,427.2,,397.3,
,,,,,Total,,94,115,,1512.028,,1915.919,,"1,740.5",,199.3,,186.7,,"4,364.5",,"10,197.2",
VA,City of Danville Mass Transit System(Danville Transit),3069,City,N,DR,DO,3,6,,0,,195.176,,174.6,,10.6,,9.7,,25.9,,176.4,
VA,City of Danville Mass Transit System(Danville Transit),3069,City,N,MB,DO,6,9,,277.351,,288.152,,279.7,,17.9,,17.6,,251.4,,"1,179.2",
,,,,,Total,,9,15,,277.351,,483.328,,454.3,,28.5,,27.2,,277.4,,"1,355.7",
VA,City of Fairfax CUE Bus(CUE),3058,City,N,MB,DO,8,12,,451.78,,462.594,,446.7,,35.5,,34.9,,907.5,,"3,294.2",
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,DR,DO,6,8,,0,,98.942,,90.9,,10.1,,9.5,,24.9,,89.2,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,DT,PT,1,1,,0,,3.216,,3.2,,0.5,,0.5,,1.1,,3.2,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,MB,DO,33,34,,559.982,,580.336,,557.2,,58.2,,56.5,,"2,509.8",,"6,274.6",
,,,,,Total,,40,43,,559.982,,682.494,,651.3,,68.8,,66.5,,"2,535.8",,"6,367.0",
VA,City of Winchester(WinTran),3099,City,Y,DR,DO,2,,,,,,,35.1,,,,4.4,,16.0,,,
VA,City of Winchester(WinTran),3099,City,Y,MB,DO,4,,,,,,,179.4,,,,13.4,,119.9,,,
,,,,,Total,,6,,,,,,,214.5,,,,17.8,,135.9,,,
VA,Fairfax Connector Bus System(Fairfax Connector),3068,City,N,MB,PT,188,259,,8684.633,,9491.659,,"8,667.4",,637.6,,583.9,,"10,895.8",,"75,708.8",
VA,Fredericksburg Regional Transit(FRED),3079,City,Y,MB,DO,20,,,,,,,832.1,,,,53.6,,549.2,,,
VA,Greater Lynchburg Transit Company(GLTC),3008,Authority,N,DR,DO,8,10,,0,,202.237,,189.7,Q,19.9,,19.1,,28.7,,125.9,
VA,Greater Lynchburg Transit Company(GLTC),3008,Authority,N,MB,DO,27,39,,1411.021,,1452.519,,"1,405.3",Q,96.8,,92.8,,"2,156.1",,"7,396.8",
,,,,,Total,,35,49,,1411.021,,1654.756,,"1,595.0",,116.7,,111.9,,"2,184.8",,"7,522.7",
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Semi-Public Corp,N,DR,PT,61,69,,0,,1882.534,,"1,623.9",,110.2,,90.8,,147.3,,"1,878.9",
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Semi-Public Corp,N,DR,DO,70,71,,0,,1371.723,,"1,187.5",,73.9,,63.0,,119.4,,"1,344.6",
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Semi-Public Corp,N,MB,DO,135,176,,4536.206,,5181.26,,"4,766.0",,431.7,,397.3,,"9,353.0",,"37,675.7",
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Semi-Public Corp,N,VP,PT,125,129,,0,,3909.024,,"3,909.0",,72.1,,72.1,,390.6,,"27,417.6",
,,,,,Total,,391,445,,4536.206,,12344.541,,"11,486.5",,687.9,,623.1,,"10,010.3",,"68,316.8",
VA,Greater Roanoke Transit Company(Valley Metro),3007,Semi-Public Corp,N,DR,PT,17,49,,0,,623.083,,614.1,,36.8,,34.8,,60.1,,587.3,
VA,Greater Roanoke Transit Company(Valley Metro),3007,Semi-Public Corp,N,MB,DO,36,49,,1653.123,,1781.26,,"1,649.5",,118.4,,112.0,,"2,391.0",,"10,640.0",
,,,,,Total,,53,98,,1653.123,,2404.343,,"2,263.6",,155.3,,146.8,,"2,451.1",,"11,227.3",
VA,"JAUNT, Inc.",3045,Semi-Public Corp,N,DR,DO,55,68,,0,,2650.297,,"2,211.1",,141.8,,114.7,,330.0,,"3,805.4",
VA,Loudoun County Commuter Bus Service - Office of Transportation Services(LC Transit),3081,City,N,MB,PT,52,61,,1697.519,,3063.997,,"1,696.4",,104.6,,49.7,,"1,316.4",,"41,988.8",
VA,"Martz Group, National Coach Works of Virginia(NCW)",3103,For-Profit,N,CB,DO,14,17,,415.35,,492.024,,433.9,,15.3,,13.5,,220.7,,"9,672.0",
VA,Petersburg Area Transit(PAT),3009,City,Y,DR,DO,6,,,,,,,26.1,,,,8.5,,8.5,,,
VA,Petersburg Area Transit(PAT),3009,City,Y,MB,DO,14,,,,,,,369.6,,,,40.8,,656.2,,,
,,,,,Total,,20,,,,,,,395.7,,,,49.3,,664.7,,,
VA,Potomac and Rappahannock Transportation Commission(PRTC),3070,Authority,N,MB,PT,115,136,,3198.33,,4826.973,,"3,197.7",,236.5,,165.3,,"3,444.6",,"60,182.4",
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,DR,PT,84,87,,0,,2692.551,,"2,251.2",,176.8,,150.2,,293.0,,"2,547.9",
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,DT,PT,75,75,,0,,778.913,,778.9,,44.0,,44.0,,64.6,,885.5,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,FB,PT,2,3,,13.465,,13.465,,13.5,,6.4,,6.4,,380.7,,194.4,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,LR,DO,7,9,,324.912,,329.516,,329.5,,26.0,,26.0,,"1,360.1",,"5,648.4",
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,MB,DO,240,279,,10502.402,,10509.917,,"10,466.1",,801.0,,788.9,,"16,166.5",,"99,459.3",
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Authority,N,VP,DO,52,82,,0,,945.531,,945.5,,24.7,,24.7,,194.7,,"7,077.1",
,,,,,Total,,460,535,,10840.779,,15269.893,,"14,784.7",,"1,079.0",,"1,040.2",,"18,459.5",,"115,812.7",
VA,Virginia Railway Express(VRE),3073,Authority,N,CR,PT,87,113,,2042.986,,2378.926,,"2,032.0",,79.2,,64.9,,"4,702.2",,"151,270.1",
VA,Williamsburg Area Transit Authority(WATA),3076,Authority,N,DR,DO,4,5,,0,,46.345,,33.8,,3.5,,2.9,,3.5,,20.2,
VA,Williamsburg Area Transit Authority(WATA),3076,Authority,N,MB,PT,17,17,,410.11,,410.11,,392.6,,35.5,,34.0,,"1,694.6",,"2,459.8",
VA,Williamsburg Area Transit Authority(WATA),3076,Authority,N,MB,DO,23,25,,948.015,,992.054,,947.0,,64.8,,57.0,,"1,076.8",,"5,168.5",
,,,,,Total,,44,47,,1358.125,,1448.509,,"1,373.5",,103.8,,93.9,,"2,774.9",,"7,648.5",
VI,Virgin Islands Department of Public Works(VIDPW),4188,State Government,Y,DR,DO,12,,,,,,,226.6,,,,26.1,,39.9,,,
VI,Virgin Islands Department of Public Works(VIDPW),4188,State Government,Y,MB,DO,11,,,,,,,268.9,,,,20.9,,166.7,,,
,,,,,Total,,23,,,,,,,495.5,,,,47.0,,206.5,,,
VT,Chittenden County Transportation Authority(CCTA),1066,Authority,N,DR,PT,19,25,,0,,444.978,,372.4,,37.9,,32.1,,54.6,,251.8,
VT,Chittenden County Transportation Authority(CCTA),1066,Authority,N,MB,DO,52,62,,1507.016,,1703.195,,"1,506.8",,118.7,,106.9,,"2,700.6",,"11,760.9",
,,,,,Total,,71,87,,1507.016,,2148.173,,"1,879.2",,156.7,,139.0,,"2,755.3",,"12,012.7",
WA,Asotin County PTBA(PTBA),0051,City,Y,DR,DO,2,,,,,,,33.1,,,,3.2,,8.1,,,
WA,Asotin County PTBA(PTBA),0051,City,Y,MB,DO,3,,,,,,,134.0,,,,8.8,,48.6,,,
WA,Asotin County PTBA(PTBA),0051,City,Y,VP,DO,9,,,,,,,129.1,,,,3.1,,29.5,,,
,,,,,Total,,14,,,,,,,296.2,,,,15.1,,86.1,,,
WA,Ben Franklin Transit(BFT),0018,Authority,N,DR,DO,90,99,,0,,2091.906,,"1,823.3",,137.2,,116.5,,324.3,,"1,856.8",
WA,Ben Franklin Transit(BFT),0018,Authority,N,DR,PT,32,32,,0,,243.509,,160.2,,16.0,,12.2,,66.0,,388.9,
WA,Ben Franklin Transit(BFT),0018,Authority,N,DT,PT,7,7,,0,,496.235,,496.2,,22.7,,22.7,,78.0,,538.9,
WA,Ben Franklin Transit(BFT),0018,Authority,N,MB,DO,67,83,,2100.968,,2309.961,,"2,089.4",,141.0,,132.9,,"3,009.3",,"22,746.0",
WA,Ben Franklin Transit(BFT),0018,Authority,N,VP,DO,315,390,,0,,4663.331,,"4,663.3",,114.0,,114.0,,"1,201.1",,"38,780.0",
,,,,,Total,,511,611,,2100.968,,9804.942,,"9,232.5",,430.9,,398.4,,"4,678.7",,"64,310.6",
