State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,, Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles Traveled,,
,,,,Total,,"1,034","1,334.0",,"19,764.0",,"33,672.2",,"30,221.0",,"1,895.6",,"1,403.1",,"41,349.7",,"315,242.2",,
VA,Blacksburg Transit (BT),3091,A,DR,DO,4,8.0,,0.0,,79.6,,61.4,,7.9,,6.7,,14.5,,39.1,,
VA,Blacksburg Transit (BT),3091,A,MB,DO,24,35.0,,618.2,,670.3,,613.3,,71.3,,67.8,,"2,431.3",,"4,945.9",,
,,,,Total,,28,43.0,,618.2,,749.9,,674.7,,79.2,,74.5,,"2,445.8",,"4,985.1",,
VA,Charlottesville Transit Service (CTS),3036,B,DR,PT,16,64.0,,0.0,,479.0,,478.8,,22.3,Q,22.2,Q,78.1,,806.4,,
VA,Charlottesville Transit Service (CTS),3036,B,MB,DO,28,35.0,,836.6,,847.0,,835.2,,74.9,,74.1,,"1,512.0",,"6,140.3",,
,,,,Total,,44,99.0,,836.6,,"1,326.0",,"1,314.0",,97.2,,96.3,,"1,590.1",,"6,946.7",,
VA,City of Alexandria - Alexandria Transit Company (Dash),3071,A,MB,DO,45,61.0,,"1,300.9",,"1,436.2",,"1,300.4",,151.1,,140.8,,"3,726.4",,"10,576.8",,
VA,City of Danville Mass Transit System (Danville Transit),3069,A,DR,DO,4,7.0,,0.0,,99.7,,57.8,,6.0,,3.6,,17.2,,64.8,,
VA,City of Danville Mass Transit System (Danville Transit),3069,A,MB,DO,6,9.0,,266.4,,276.5,,264.5,,17.9,,17.4,,199.9,,235.9,,
,,,,Total,,10,16.0,,266.4,,376.1,,322.3,,23.9,,21.1,,217.1,,300.7,,
VA,City of Fairfax CUE Bus (CUE),3058,A,MB,DO,8,12.0,,450.5,,447.2,,432.6,,34.5,,34.0,,"1,135.8",,"4,487.2",,
VA,City of Harrisonburg Department of Public Transportation (Harrisonburg Transit),3094,B,DR,PT,1,5.0,,0.0,,2.7,,2.7,,0.4,,0.4,,1.1,,2.7,,
VA,City of Harrisonburg Department of Public Transportation (Harrisonburg Transit),3094,B,DR,DO,5,7.0,,0.0,,98.0,,70.0,,10.9,,8.1,,22.2,,69.4,,
VA,City of Harrisonburg Department of Public Transportation (Harrisonburg Transit),3094,B,MB,DO,18,25.0,,426.2,,449.3,,428.3,,44.7,,43.6,,"1,468.9",,"3,319.8",,
,,,,Total,,24,37.0,,426.2,,550.0,,500.9,,55.9,,52.0,,"1,492.3",,"3,391.8",,
VA,Fairfax Connector Bus System (Fairfax Connector),3068,B,MB,PT,145,195.0,,"7,053.8",,"8,050.4",Q,"7,069.6",,542.5,Q,468.9,,"9,717.4",,"71,027.9",,
VA,Fredericksburg Regional Transit (FRED),3079,A,MB,DO,17,20.0,,889.8,,893.8,,889.8,,51.4,,51.2,,361.8,,"2,684.8",,
VA,Greater Lynchburg Transit Company (GLTC),3008,A,DR,DO,4,8.0,,0.0,,101.8,,96.5,,7.5,,6.2,,14.6,,91.2,,
VA,Greater Lynchburg Transit Company (GLTC),3008,A,MB,DO,25,32.0,,"1,010.9",,"1,065.7",,"1,045.9",,85.9,,85.1,,"1,453.6",,"7,994.9",,
,,,,Total,,29,40.0,,"1,010.9",,"1,167.4",,"1,142.4",,93.5,,91.2,,"1,468.2",,"8,086.1",,
VA,Greater Richmond Transit Company (GRTC Transit System),3006,B,DR,DO,5,5.0,,0.0,,11.7,,10.0,,0.7,,0.7,,0.7,,8.0,,
VA,Greater Richmond Transit Company (GRTC Transit System),3006,B,DR,PT,50,60.0,,0.0,,"2,085.8",,"1,865.1",,128.3,,116.3,,212.1,,"2,294.7",,
VA,Greater Richmond Transit Company (GRTC Transit System),3006,B,MB,PT,2,3.0,,12.5,,15.2,,12.5,,0.7,,0.6,,0.8,,39.9,,
VA,Greater Richmond Transit Company (GRTC Transit System),3006,B,MB,DO,136,169.0,,"4,772.7",,"5,256.2",,"4,781.7",,461.7,,420.3,,"14,723.2",,"41,236.5",,
VA,Greater Richmond Transit Company (GRTC Transit System),3006,B,VP,PT,57,62.0,,0.0,,"1,799.0",,"1,799.0",,35.8,,35.8,,201.1,,"14,388.7",,
,,,,Total,,250,299.0,,"4,785.2",,"9,168.0",,"8,468.4",,627.3,,573.6,,"15,137.9",,"57,967.8",,
VA,Greater Roanoke Transit Company (Valley Metro),3007,B,DR,PT,16,49.0,,0.0,,534.4,,534.4,,45.5,,45.5,,46.1,,534.4,,
VA,Greater Roanoke Transit Company (Valley Metro),3007,B,MB,DO,32,42.0,,"1,499.4",,"1,606.3",,"1,507.3",,110.5,,104.6,,"2,143.1",,"9,729.4",,
,,,,Total,,48,91.0,,"1,499.4",,"2,140.7",,"2,041.7",,156.0,,150.2,,"2,189.2",,"10,263.8",,
VA,Loudoun County Commuter Bus Service - Office of Transportation Services (LC Transit),3081,B,MB,PT,27,33.0,,882.6,,"1,604.0",,847.3,,46.2,,26.7,,652.3,,"21,540.5",,
VA,Petersburg Area Transit (PAT),3009,A,DR,DO,5,6.0,,0.0,,33.7,,31.8,,5.0,,4.7,,8.1,,42.2,,
VA,Petersburg Area Transit (PAT),3009,A,MB,DO,12,16.0,,432.3,,432.3,,431.7,,42.5,,42.2,,558.5,,920.9,,
,,,,Total,,17,22.0,,432.3,,466.1,,463.5,,47.5,,46.9,,566.6,,963.1,,
VA,Potomac and Rappahannock Transportation Commission (PRTC),3070,B,MB,PT,93,113.0,,"2,890.9",,"4,440.2",,"2,889.0",,205.8,,148.4,,"2,683.5",,"46,933.9",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",3083,B,DR,PT,68,70.0,,0.0,,"2,756.1",,"2,553.6",,172.8,Q,120.6,Q,236.3,,"1,987.4",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",3083,B,FB,PT,2,3.0,,12.4,,12.4,,12.4,,6.0,,6.0,,385.9,,193.1,,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",3083,B,MB,DO,279,340.0,,"10,593.8",,"10,653.5",,"10,569.2",,804.7,,798.9,,"23,029.2",,"88,535.2",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit (HRT)",3083,B,VP,DO,43,48.0,,0.0,,725.3,,725.3,,20.1,,20.1,,222.3,,"7,470.0",,
,,,,Total,,392,461.0,,"10,606.1",,"14,147.2",,"13,860.4",,"1,003.6",,945.6,,"23,873.6",,"98,185.7",,
VA,Virginia Railway Express (VRE),3073,B,CR,PT,75,99.0,,"1,802.3",,"2,044.4",,"1,771.1",,66.1,,56.1,,"3,387.0",,"103,229.5",,
VA,Williamsburg Area Transport (WAT),3076,B,DR,DO,3,5.0,,0.0,,55.6,,42.5,,4.0,,3.3,,5.1,,38.1,,
VA,Williamsburg Area Transport (WAT),3076,B,MB,DO,12,15.0,,602.8,,613.9,,592.2,,36.8,,35.5,,653.9,,"3,136.2",,
VA,Williamsburg Area Transport (WAT),3076,B,MB,PT,16,21.0,,255.2,,267.0,,255.2,,28.7,,27.8,,"2,362.7",,"1,653.9",,
,,,,Total,,31,41.0,,858.1,,936.5,,890.0,,69.5,,66.6,,"3,021.7",,"4,828.2",,
VT,Chittenden County Transportation Authority (CCTA),1066,B,DR,PT,19,26.0,,0.0,,419.7,,357.5,,28.9,,24.7,,50.5,,293.1,,
VT,Chittenden County Transportation Authority (CCTA),1066,B,MB,DO,44,52.0,,"1,312.8",,"1,345.6",,"1,316.0",,99.1,,96.3,,"2,109.5",,"7,465.5",,
VT,Chittenden County Transportation Authority (CCTA),1066,B,VP,DO,4,4.0,,0.0,,53.7,,53.7,,1.3,,1.3,,17.9,,496.1,,
,,,,Total,,67,82.0,,"1,312.8",,"1,819.0",,"1,727.2",,129.2,,122.3,,"2,178.0",,"8,254.7",,
WA,Ben Franklin Transit (BFT),0018,B,DR,PT,27,28.0,,0.0,,958.2,,958.2,,57.4,,57.4,,204.4,,"1,250.3",,
WA,Ben Franklin Transit (BFT),0018,B,DR,DO,98,101.0,,0.0,,"2,257.3",,"2,026.0",,143.4,,133.8,,427.3,,"1,772.5",,
WA,Ben Franklin Transit (BFT),0018,B,MB,DO,67,68.0,,"2,462.3",,"2,609.8",,"2,468.6",,152.8,,145.2,,"3,287.0",,"22,104.0",,
WA,Ben Franklin Transit (BFT),0018,B,VP,DO,246,247.0,,0.0,,"3,277.9",,"3,277.9",,74.2,,74.2,,859.0,,"33,587.9",,
,,,,Total,,438,444.0,,"2,462.3",,"9,103.2",,"8,730.8",,427.8,,410.6,,"4,777.7",,"58,714.7",,
WA,Central Puget Sound Regional Transit Authority (ST),0040,B,CR,PT,35,41.0,,697.7,,752.9,,737.6,,24.2,,19.3,,"2,156.7",,"52,987.3",,
WA,Central Puget Sound Regional Transit Authority (ST),0040,B,LR,DO,2,3.0,,97.2,,97.4,,97.1,,10.2,,10.1,,860.3,,871.8,,
WA,Central Puget Sound Regional Transit Authority (ST),0040,B,MB,DO,156,199.0,,"7,769.3",,"10,262.0",,"8,024.9",,498.7,,449.6,,"9,219.5",,"132,662.8",,
WA,Central Puget Sound Regional Transit Authority (ST),0040,B,MB,PT,29,36.0,,"2,020.9",,"2,460.2",,"2,019.3",,110.9,,73.0,,"2,175.1",,"37,926.7",,
,,,,Total,,222,279.0,,"10,585.0",,"13,572.5",,"10,879.0",,644.0,,536.2,,"14,411.6",,"224,448.5",,
WA,City of Seattle - Seattle Center Monorail Transit,0023,B,MO,PT,8,8.0,,176.5,,176.5,,176.5,,18.6,,18.6,,"1,589.1",,"1,430.2",,
WA,Clark County Public Transportation Benefit Area Authority (C-Tran),0024,A,DR,DO,47,61.0,,0.0,,"1,443.9",,"1,268.5",,92.6,,81.8,,230.4,,"1,300.9",,
WA,Clark County Public Transportation Benefit Area Authority (C-Tran),0024,A,MB,DO,89,109.0,,"3,829.4",,"4,373.1",,"3,845.0",,267.2,,247.3,,"5,506.5",,"25,849.2",,
,,,,Total,,136,170.0,,"3,829.4",,"5,817.1",,"5,113.5",,359.8,,329.1,,"5,736.9",,"27,150.1",,
WA,Community Urban Bus Service (CUBS),0016,B,DR,PT,9,10.0,,0.0,,156.3,,152.1,,15.6,,15.4,,44.2,,142.2,,
WA,Community Urban Bus Service (CUBS),0016,B,MB,DO,5,7.0,,214.7,,214.7,,214.7,,16.9,,16.9,,341.0,,"1,428.9",,
,,,,Total,,14,17.0,,214.7,,371.0,,366.7,,32.4,,32.2,,385.2,,"1,571.1",,
WA,Everett Transit (ET),0005,A,DR,DO,17,24.0,,0.0,,552.9,,496.0,,46.4,,43.6,,103.3,,501.3,,
WA,Everett Transit (ET),0005,A,MB,DO,36,49.0,,"1,300.6",,"1,442.4",,"1,301.9",,113.1,,105.6,,"2,228.2",,"8,107.2",,
,,,,Total,,53,73.0,,"1,300.6",,"1,995.3",,"1,797.9",,159.6,,149.2,,"2,331.5",,"8,608.6",,
WA,Intercity Transit (I.T.),0019,A,DR,DO,27,30.0,,0.0,,782.4,,715.0,,60.8,,57.2,,134.9,,898.3,,
WA,Intercity Transit (I.T.),0019,A,MB,DO,50,62.0,,"2,351.9",,"2,490.2",,"2,351.9",,181.6,,174.4,,"3,638.4",,"14,309.4",,
WA,Intercity Transit (I.T.),0019,A,VP,DO,150,165.0,,0.0,,"2,607.2",,"2,607.2",,66.8,,66.8,,532.6,,"19,828.2",,
,,,,Total,,227,257.0,,"2,351.9",,"5,879.8",,"5,674.0",,309.2,,298.4,,"4,306.0",,"35,035.9",,
WA,King County Department of Transportation - Metro Transit Division (King County Metro),0001,B,DR,PT,354,354.0,,0.0,,"10,267.6",,"8,887.5",,720.1,,634.9,,"1,139.8",,"11,310.1",,
WA,King County Department of Transportation - Metro Transit Division (King County Metro),0001,B,MB,PT,24,32.0,,786.8,,967.3,,785.8,,75.5,,68.3,,830.1,,"2,640.0",,
WA,King County Department of Transportation - Metro Transit Division (King County Metro),0001,B,MB,DO,942,"1,149.0",,"30,810.1",,"40,151.7",,"31,382.9",,"3,005.5",,"2,597.3",,"86,357.7",,"463,901.9",,
WA,King County Department of Transportation - Metro Transit Division (King County Metro),0001,B,TB,DO,120,141.0,,"3,271.5",,"2,939.3",,"2,803.8",,436.7,,418.1,,"23,278.5",,"41,856.4",,
WA,King County Department of Transportation - Metro Transit Division (King County Metro),0001,B,VP,DO,826,995.0,,0.0,,"10,598.3",,"10,598.3",,308.5,,308.5,,"2,322.0",,"52,679.4",,
,,,,Total,,"2,266","2,671.0",,"34,868.4",,"64,924.1",,"54,458.3",,"4,546.4",,"4,027.1",,"113,928.2",,"572,387.8",,
WA,Kitsap Transit,0020,B,DR,DO,93,107.0,,0.0,,"2,279.9",,"2,068.3",,137.0,,122.6,,438.8,,"2,939.5",,
WA,Kitsap Transit,0020,B,FB,PT,2,3.0,,52.0,,52.2,,51.1,,6.6,,6.5,,465.8,,743.5,,
WA,Kitsap Transit,0020,B,MB,DO,83,109.0,,"2,488.1",,"3,018.9",,"2,484.4",,168.5,,136.1,,"3,875.2",,"17,942.1",,
WA,Kitsap Transit,0020,B,VP,DO,118,132.0,,0.0,,"1,345.2",,"1,345.2",,45.0,,45.0,,300.0,,"6,536.6",,
,,,,Total,,296,351.0,,"2,540.1",,"6,696.2",,"5,949.0",,357.2,,310.2,,"5,079.9",,"28,161.6",,
WA,Link Transit,0043,B,DR,PT,9,24.0,,0.0,,81.9,,81.9,,3.1,,3.1,,8.2,,107.7,,
WA,Link Transit,0043,B,DR,DO,18,22.0,,0.0,,302.6,,270.6,,21.9,,20.2,,74.4,,257.5,,
WA,Link Transit,0043,B,MB,DO,32,35.0,,"1,540.9",,"1,730.2",,"1,523.6",,86.2,,79.7,,817.5,,"9,806.3",,
WA,Link Transit,0043,B,VP,DO,3,6.0,,0.0,,66.6,,66.6,,2.0,,2.0,,7.7,,266.2,,
,,,,Total,,62,87.0,,"1,540.9",,"2,181.2",,"1,942.6",,113.2,,105.1,,907.8,,"10,437.8",,
WA,Pierce County Ferry Operations (Pierce County Ferry),0028,B,FB,PT,1,2.0,,40.9,,40.9,,40.9,,5.7,,5.7,,196.1,,"1,719.2",,
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),0003,B,DR,PT,85,100.0,,0.0,,"2,595.4",,"2,234.3",,179.7,,150.2,,302.7,,"2,473.5",,
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),0003,B,DR,DO,36,36.0,,0.0,,846.0,,743.9,,58.7,,49.3,,120.5,,997.4,,
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),0003,B,MB,DO,158,211.0,,"7,247.8",,"8,381.6",,"7,244.4",,629.6,,570.8,,"13,307.5",,"46,805.2",,
WA,Pierce County Transportation Benefit Area Authority (Pierce Transit),0003,B,VP,DO,270,320.0,,0.0,,"4,040.1",,"4,040.1",,143.9,,143.9,,788.9,,"26,112.2",,
,,,,Total,,549,667.0,,"7,247.8",,"15,863.1",,"14,262.7",,"1,011.9",,914.2,,"14,519.5",,"76,388.3",,
WA,Skagit Transit (SKAT),0044,A,DR,DO,15,17.0,,0.0,,315.9,Q,261.4,Q,25.9,Q,21.8,Q,56.0,,295.9,,
WA,Skagit Transit (SKAT),0044,A,MB,DO,12,20.0,,654.2,,707.5,,651.2,,37.2,,34.8,,422.3,,"2,381.6",,
WA,Skagit Transit (SKAT),0044,A,VP,DO,30,40.0,,0.0,,621.2,Q,617.8,,12.8,,12.8,,82.8,,"3,725.6",Q,
,,,,Total,,57,77.0,,654.2,,"1,644.5",,"1,530.4",,75.8,,69.3,,561.1,,"6,403.1",,
WA,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),0029,B,DR,PT,49,54.0,,0.0,,"2,082.2",,"1,685.5",,111.4,,100.3,,212.3,,"2,216.8",,
WA,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),0029,B,MB,DO,148,178.0,,"6,793.9",,"8,891.0",,"6,780.0",,509.4,,431.7,,"8,028.5",,"54,790.0",,
WA,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),0029,B,MB,PT,72,92.0,,"1,454.4",,"2,961.2",,"1,451.5",,134.9,,63.6,,"1,894.2",,"36,138.8",,
WA,Snohomish County Public Transportation Benefit Area Corporation (Community Transit),0029,B,VP,DO,313,388.0,,0.0,,"4,129.6",,"4,129.6",,75.9,,75.9,,740.5,,"20,310.5",,
,,,,Total,,582,712.0,,"8,248.3",,"18,064.0",,"14,046.6",,831.6,,671.5,,"10,875.4",,"113,456.1",,
WA,Spokane Transit Authority (STA),0002,B,DR,DO,62,67.0,,0.0,,"1,447.5",,"1,305.0",,104.5,,88.9,,275.1,,"2,091.0",,
WA,Spokane Transit Authority (STA),0002,B,DR,PT,35,40.0,,0.0,,"1,581.3",,"1,371.0",,100.2,,83.9,,231.6,,"1,964.4",,
WA,Spokane Transit Authority (STA),0002,B,MB,DO,119,152.0,,"5,620.9",,"6,096.0",,"5,592.8",,433.5,,406.0,,"9,436.7",,"41,798.2",,
WA,Spokane Transit Authority (STA),0002,B,VP,DO,69,88.0,,0.0,,696.4,,686.7,,19.0,,18.7,,167.0,,"3,741.8",,
,,,,Total,,285,347.0,,"5,620.9",,"9,821.2",,"8,955.5",,657.1,,597.5,,"10,110.4",,"49,595.4",,
WA,Washington State Ferries (WSF),0035,C,FB,DO,22,28.0,,917.7,,924.1,,917.6,,128.6,,128.0,,"24,051.8",,"185,189.8",,
WA,Whatcom Transportation Authority (WTA),0021,B,DR,PT,8,47.0,,0.0,,13.1,,11.5,,0.7,,0.6,,2.5,,12.7,,
WA,Whatcom Transportation Authority (WTA),0021,B,DR,DO,27,38.0,,0.0,,805.5,,703.7,,59.1,,52.8,,168.5,,"1,002.4",,
WA,Whatcom Transportation Authority (WTA),0021,B,MB,DO,46,58.0,,"1,738.5",,"1,880.5",,"1,738.4",,133.0,,127.4,,"3,919.0",,"11,230.2",,
,,,,Total,,81,143.0,,"1,738.5",,"2,699.1",,"2,453.5",,192.8,,180.9,,"4,089.9",,"12,245.2",,
WA,Yakima Transit (YT),0006,B,DR,PT,27,30.0,,0.0,,295.1,,287.7,,21.0,,20.5,,82.8,,287.7,,
WA,Yakima Transit (YT),0006,B,MB,DO,26,29.0,,793.6,,799.1,,791.6,,55.1,,54.5,,"1,279.6",,"3,637.7",,
WA,Yakima Transit (YT),0006,B,VP,DO,19,22.0,,0.0,,398.6,,398.6,,8.9,,8.9,,71.7,,"2,623.3",,
,,,,Total,,72,81.0,,793.6,,"1,492.9",,"1,477.9",,84.9,,83.9,,"1,434.2",,"6,548.7",,
WI,Belle Urban System - Racine (The Bus),5006,A,DR,DO,7,7.0,,0.0,,111.8,,96.3,,9.9,,8.4,,17.8,,96.3,,
WI,Belle Urban System - Racine (The Bus),5006,A,MB,DO,26,35.0,,"1,086.9",,"1,159.2",,"1,085.7",,90.3,,85.3,,"1,458.7",Q,"5,159.1",Q,
,,,,Total,,33,42.0,,"1,086.9",,"1,270.9",,"1,181.9",,100.2,,93.7,,"1,476.5",,"5,255.4",,
WI,Chippewa Falls General Public Shared-Ride Taxi System (CFTN),5133,B,DR,PT,8,8.0,,0.0,,176.5,,176.5,,15.8,,15.8,,66.3,,155.0,,
WI,City of Appleton - Valley Transit,5001,B,DR,PT,48,58.0,,0.0,,"1,005.0",,797.6,,64.0,,53.5,,140.0,,860.7,,
WI,City of Appleton - Valley Transit,5001,B,MB,DO,18,26.0,,856.0,,893.2,,856.0,,59.7,Q,56.3,Q,958.4,,"4,168.9",,
WI,City of Appleton - Valley Transit,5001,B,MB,PT,11,15.0,,163.4,,237.5,,163.4,,11.5,,8.4,,82.8,,"1,006.4",Q,
,,,,Total,,77,99.0,,"1,019.3",,"2,135.7",,"1,817.0",,135.2,,118.3,,"1,181.1",,"6,035.9",,
WI,City of Beloit Transit System (BTS),5109,B,DR,PT,2,6.0,,0.0,,27.0,,12.8,,1.6,,0.7,,2.7,,12.8,,
WI,City of Beloit Transit System (BTS),5109,B,MB,DO,9,12.0,,330.5,,348.1,,330.0,,22.0,,21.1,,299.5,,"1,162.4",,
,,,,Total,,11,18.0,,330.5,,375.2,,342.7,,23.5,,21.8,,302.2,,"1,175.1",,
WI,City of Waukesha Transit Commission (Waukesha Metro Transit),5096,B,DR,DO,4,9.0,,0.0,,97.0,,79.6,,9.6,,8.4,,20.1,,90.5,,
WI,City of Waukesha Transit Commission (Waukesha Metro Transit),5096,B,DR,PT,6,8.0,,0.0,,81.6,,81.6,,6.9,,6.9,,12.2,,66.2,,
WI,City of Waukesha Transit Commission (Waukesha Metro Transit),5096,B,MB,DO,16,26.0,,702.9,,742.3,,701.9,,54.8,,52.9,,780.5,,"2,747.3",,
WI,City of Waukesha Transit Commission (Waukesha Metro Transit),5096,B,MB,PT,18,18.0,,678.9,,879.2,,657.8,,40.6,,32.7,,598.3,,"7,259.6",,
,,,,Total,,44,61.0,,"1,381.8",,"1,800.1",,"1,520.9",,111.9,,100.9,,"1,411.1",,"10,163.5",,
WI,Eau Claire Transit (ECT),5099,B,DR,PT,28,32.0,,0.0,,807.0,,551.4,,49.9,,33.9,,72.4,,777.1,,
WI,Eau Claire Transit (ECT),5099,B,MB,DO,15,22.0,,686.9,,700.3,,682.4,,46.8,,45.7,,"1,015.3",,"3,342.9",,
,,,,Total,,43,54.0,,686.9,,"1,507.3",,"1,233.8",,96.7,,79.6,,"1,087.7",,"4,120.0",,
WI,Fond du Lac Area Transit (Fond du Lac Area Transit),5171,B,DR,PT,14,16.0,,0.0,,235.7,,235.7,,20.0,,20.0,,65.7,,233.7,,
WI,Fond du Lac Area Transit (Fond du Lac Area Transit),5171,B,MB,PT,1,1.0,,7.6,,9.7,,7.6,,0.7,,0.5,,7.4,,7.4,Q,
WI,Fond du Lac Area Transit (Fond du Lac Area Transit),5171,B,MB,DO,5,7.0,,159.8,,166.0,Q,159.3,Q,15.9,Q,11.4,Q,116.9,,159.8,Q,
,,,,Total,,20,24.0,,167.4,,411.3,,402.6,,36.5,,32.0,,189.9,,400.8,,
WI,Green Bay Metro,5002,B,DR,PT,28,28.0,,0.0,,795.0,,478.4,,48.7,,38.9,,69.5,,543.6,,
WI,Green Bay Metro,5002,B,MB,DO,30,35.0,,"1,344.8",,"1,330.3",,"1,298.4",,82.4,,79.9,,"1,697.8",,"5,891.4",Q,
,,,,Total,,58,63.0,,"1,344.8",,"2,125.3",,"1,776.8",,131.1,,118.8,,"1,767.3",,"6,435.0",,
WI,Janesville Transit System (JTS),5108,B,DR,PT,1,2.0,,0.0,,20.2,,20.2,,1.8,,1.8,,5.1,,21.4,,
WI,Janesville Transit System (JTS),5108,B,MB,DO,14,21.0,,458.2,,478.3,,458.0,,30.1,,29.2,,491.8,,"1,770.5",,
,,,,Total,,15,23.0,,458.2,,498.5,,478.1,,31.9,,31.0,,496.9,,"1,792.0",,
WI,Kenosha Transit (KT),5003,B,DR,PT,6,7.0,,0.0,,142.7,Q,128.4,Q,9.1,Q,8.2,Q,17.0,,96.0,,
WI,Kenosha Transit (KT),5003,B,LR,DO,3,5.0,,19.8,,19.9,,19.8,,3.0,,2.8,,62.6,,70.3,,
WI,Kenosha Transit (KT),5003,B,MB,DO,48,56.0,,"1,053.7",,"1,164.6",,"1,053.5",,76.7,,71.1,,"1,660.4",,"6,143.5",,
,,,,Total,,57,68.0,,"1,073.5",,"1,327.2",,"1,201.7",,88.8,,82.1,,"1,740.0",,"6,309.8",,
WI,LaCrosse Municipal Transit Utility (La Crosse MTU),5004,B,DR,PT,15,19.0,,0.0,,520.4,,520.4,,41.8,,41.8,,90.1,,563.0,,
WI,LaCrosse Municipal Transit Utility (La Crosse MTU),5004,B,MB,DO,15,19.0,,737.4,,762.0,,737.4,,57.8,,54.0,,"1,075.1",,"3,298.1",,
,,,,Total,,30,38.0,,737.4,,"1,282.4",,"1,257.8",,99.6,,95.8,,"1,165.2",,"3,861.1",,
WI,Metro Transit System (Metro),5005,B,DR,PT,59,97.0,,0.0,,"1,904.9",,"1,496.5",,104.2,,86.1,,229.1,,"1,481.8",,
WI,Metro Transit System (Metro),5005,B,DR,DO,16,19.0,,0.0,,382.8,,324.8,,29.5,,27.3,,51.5,,295.9,,
WI,Metro Transit System (Metro),5005,B,MB,DO,167,204.0,,"4,718.5",,"5,357.5",,"4,717.5",,407.5,,367.1,,"12,672.3",,"42,421.4",,
,,,,Total,,242,320.0,,"4,718.5",,"7,645.2",,"6,538.8",,541.1,,480.6,,"12,952.9",,"44,199.1",,
WI,Milwaukee County Transit System (MCTS),5008,B,DR,PT,217,413.0,,0.0,,"5,777.7",,"4,899.9",,433.6,,362.6,,"1,090.3",,"6,865.9",,
WI,Milwaukee County Transit System (MCTS),5008,B,MB,DO,421,486.0,,"16,787.5",,"18,476.0",,"16,742.0",,"1,374.9",,"1,300.4",,"45,484.1",,"129,172.6",,
WI,Milwaukee County Transit System (MCTS),5008,B,VP,DO,17,23.0,,0.0,,228.0,,228.0,,5.1,,5.1,,24.9,,"1,019.3",,
,,,,Total,,655,922.0,,"16,787.5",,"24,481.7",,"21,869.9",,"1,813.6",,"1,668.0",,"46,599.3",,"137,057.9",,
WI,Oshkosh Transit System (OTS),5009,B,DR,PT,34,36.0,,0.0,,632.8,,579.8,,37.5,,34.6,,139.9,,452.8,,
WI,Oshkosh Transit System (OTS),5009,B,MB,PT,1,2.0,,112.4,,113.9,,111.1,,4.1,Q,3.8,Q,40.6,,373.2,,
WI,Oshkosh Transit System (OTS),5009,B,MB,DO,12,17.0,,468.2,,474.6,,463.6,,35.7,,34.7,,"1,015.8",,"2,742.6",,
,,,,Total,,47,55.0,,580.6,,"1,221.4",,"1,154.5",,77.3,,73.2,,"1,196.3",,"3,568.5",,
WI,Ozaukee County Transit Services (OCT),5161,B,DR,PT,20,20.0,,0.0,,794.7,,695.4,,40.8,,35.3,,73.2,,507.9,,
WI,Ozaukee County Transit Services (OCT),5161,B,MB,DO,5,5.0,,218.6,,307.6,,219.3,,10.6,,8.2,,114.0,,"2,536.2",,
,,,,Total,,25,25.0,,218.6,,"1,102.4",,914.7,,51.4,,43.5,,187.2,,"3,044.1",,
WI,Sheboygan Transit System,5088,A,DR,DO,8,11.0,,0.0,,256.3,,237.5,,20.5,,18.5,,69.0,,377.5,,
WI,Sheboygan Transit System,5088,A,MB,DO,19,25.0,,746.0,,676.1,,658.5,,51.7,,49.2,,532.8,,"1,827.2",,
,,,,Total,,27,36.0,,746.0,,932.3,,896.0,,72.2,,67.7,,601.8,,"2,204.7",,
WI,Washington County Transit,5160,B,DR,PT,19,21.0,,0.0,,"1,215.0",,"1,065.4",,55.2,,47.5,,97.6,,"1,056.0",,
WI,Washington County Transit,5160,B,MB,PT,7,8.0,,227.5,,450.5,,226.2,,15.3,,10.6,,91.7,,"2,721.4",,
,,,,Total,,26,29.0,,227.5,,"1,665.4",,"1,291.6",,70.5,,58.1,,189.3,,"3,777.4",,
WI,Wausau Area Transit System (WATS),5091,B,DR,PT,28,30.0,,0.0,,393.8,,270.4,,23.5,,18.4,,34.1,,393.9,,
WI,Wausau Area Transit System (WATS),5091,B,MB,DO,22,29.0,,575.2,,614.7,,578.3,,43.2,,40.8,,848.8,,"2,673.6",,
,,,,Total,,50,59.0,,575.2,,"1,008.5",,848.7,,66.7,,59.2,,882.9,,"3,067.5",,
WV,Kanawha Valley Regional Transportation Authority (KVRTA),3001,A,DR,DO,12,14.0,,0.0,,409.1,,381.3,,28.2,,26.6,,29.3,,381.3,,
