State,Name, Org,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Chemung County Transit,2005-B,DRp,9,,9,,0.0 ,,278.4 ,,278.4 ,,20.6 ,,20.6 ,,57.9 ,,289.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,22,,26,,"1,318.2 ",,"1,339.0 ",,"1,318.2 ",,64.9 ,,62.3 ,,630.4 ,,"2,994.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,31,,35,,"1,318.2 ",,"1,617.3 ",,"1,596.6 ",,85.5 ,,82.9 ,,688.3 ,,"3,284.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,City of Long Beach,2006-A,DR,2,,2,,0.0 ,,17.0 ,Q,6.5 ,,3.7 ,Q,2.8 ,Q,4.7 ,,6.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,9,,12,,190.1 ,,195.0 ,,190.1 ,Q,23.5 ,Q,23.1 ,Q,535.8 ,,921.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,11,,14,,190.1 ,,212.0 ,Q,196.6 ,Q,27.2 ,Q,25.9 ,Q,540.5 ,,927.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Clarkstown Mini-Trans,2085-A,MB,5,,10,,334.3 ,,354.5 ,,331.8 ,,19.3 ,,18.6 ,,155.4 ,,854.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Dutchess Cnty Mass Trans,2010-A,DR,20,,28,,0.0 ,,542.3 ,,445.5 ,,29.5 ,,21.1 ,,100.7 ,,957.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,26,,30,,"1,133.9 ",,"1,353.3 ",,"1,133.9 ",,65.6 ,,53.1 ,,908.7 ,,"10,295.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,46,,58,,"1,133.9 ",,"1,895.5 ",,"1,579.4 ",,95.1 ,,74.2 ,,"1,009.4 ",,"11,253.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Glens Falls Transit,2120-A,DR,1,,1,,0.0 ,,23.2 ,,19.4 ,,2.2 ,,2.0 ,,3.2 ,,10.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,6,,6,,293.7 ,,331.6 ,Q,293.7 ,Q,20.0 ,Q,19.4 ,Q,316.5 ,,"1,408.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,7,,7,,293.7 ,,354.8 ,Q,313.0 ,Q,22.2 ,Q,21.4 ,Q,319.7 ,,"1,418.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Huntington Area Transit,2071-A,DR,6,,9,,0.0 ,,78.6 ,,54.2 ,,6.5 ,,4.7 ,,14.0 ,,110.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,10,,12,,331.7 ,,343.2 ,,328.9 ,,24.8 ,,22.4 ,,290.0 ,,"1,388.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,21,,331.7 ,,421.8 ,,383.0 ,,31.3 ,,27.1 ,,303.9 ,,"1,498.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Liberty Lines Express,2117-D,MB,75,,86,,"2,097.1 ",,"2,815.0 ",,"2,073.6 ",,228.2 ,,194.5 ,,"2,891.3 ",,"31,726.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Liberty Lines Transit,2079-D,MB,273,,344,,"8,193.1 ",,"10,815.4 ",,"8,162.8 ",,800.5 ,,682.9 ,,"23,927.6 ",,"112,787.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Long Island Bus,2007-A,DR,60,,65,,0.0 ,,"2,447.6 ",,"2,037.6 ",,176.9 ,,151.6 ,,219.7 ,,"2,094.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,269,,322,,"9,683.8 ",,"11,176.5 ",,"9,790.7 ",,871.6 ,,773.8 ,,"29,889.4 ",,"152,137.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,329,,387,,"9,683.8 ",,"13,624.0 ",,"11,828.2 ",,"1,048.6 ",,925.4 ,,"30,109.1 ",,"154,232.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Long Island Rail Road,2100-A,CR,954,,"1,096",,"56,998.0 ",,"64,357.6 ",,"56,741.5 ",,"3,195.1 ",,"2,982.7 ",,"105,148.0 ",,"2,380,562.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Metro North RR,2078-B,CR,772,,919,,"49,379.1 ",,"55,658.3 ",,"48,835.6 ",,"1,525.0 ",,"1,364.9 ",,"71,735.2 ",,"2,030,101.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,8,,77.8 ,,126.1 ,,102.0 ,,16.6 ,,14.8 ,,245.3 ,,140.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,778,,927,,"49,456.9 ",,"55,784.4 ",,"48,937.6 ",,"1,541.6 ",,"1,379.7 ",,"71,980.5 ",,"2,030,241.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Monsey New Square Trails,2135-E,MB,24,,24,,964.9 ,,964.9 ,,964.9 ,,37.6 ,,37.6 ,,516.2 ,,"23,227.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,New York Airport Service,2171-G,MBp,36,,44,,"1,499.9 ",,"1,693.5 ",,"1,474.6 ",,119.3 ,,97.0 ,,"1,089.4 ",,"19,859.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,"New York Bus Tours, Inc.",2040-D,MB,128,,137,,"2,854.4 ",,"3,524.7 ",,"2,663.6 ",,297.2 ,,244.7 ,,"3,943.9 ",,"54,112.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,New York City DOT,2082-B,FB,4,,7,,171.9 ,,172.6 ,,171.9 ,,16.7 ,,16.5 ,,"19,000.3 ",,"98,801.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,New York City Transit,2008-B,DRp,126,,151,,0.0 ,,"4,831.6 ",,"4,286.9 ",,439.4 ,,380.7 ,,473.4 ,,"4,205.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,"4,891",,"5,758",,"334,459.9 ",,"333,230.2 ",,"323,176.8 ",,"18,429.2 ",,"17,497.1 ",,"1,677,506.6 ",,"8,319,909.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,"3,840",,"4,489",,"99,236.3 ",,"115,202.7 ",,"98,907.4 ",,"14,585.7 ",,"12,641.5 ",,"821,994.5 ",,"1,533,904.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"8,857",,"10,398",,"433,696.2 ",,"453,264.5 ",,"426,371.1 ",,"33,454.3 ",,"30,519.4 ",,"2,499,974.5 ",,"9,858,019.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,New York-GTJC,2147-D,MB,601,,725,,"13,143.4 ",,"16,765.2 ",,"13,111.1 ",,"1,794.4 ",,"1,418.3 ",,"78,729.2 ",,"214,147.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Niagara Frontier TA,2004-B,DR,22,,22,,0.0 ,,551.6 ,,446.7 ,,31.5 ,,25.3 ,,40.8 ,,446.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,7,,7,,0.0 ,,61.4 ,,61.4 ,,7.8 ,,7.8 ,,8.5 ,,61.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,23,,27,,885.9 ,,907.1 ,,894.8 ,,76.8 ,,74.0 ,,"6,568.2 ",,"15,438.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,276,,332,,"8,438.5 ",,"9,326.4 ",,"8,042.6 ",,921.7 ,,811.2 ,,"22,346.8 ",,"69,198.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,328,,388,,"9,324.4 ",,"10,846.4 ",,"9,445.5 ",,"1,037.9 ",,918.3 ,,"28,964.2 ",,"85,145.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Port Authority,2098-B,FBp,4,,5,,91.6 ,,91.6 ,,91.6 ,,10.3 ,,10.3 ,,"2,385.5 ",,"4,055.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,288,,335,,"14,346.1 ",,"14,261.7 ",,"13,337.8 ",,"1,020.0 ",,709.3 ,,"79,879.5 ",,"339,530.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,292,,340,,"14,437.7 ",,"14,353.3 ",,"13,429.4 ",,"1,030.3 ",,719.5 ,,"82,265.0 ",,"343,585.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Putnam County Transit,2096-B,DRp,2,,2,,0.0 ,,57.7 ,,37.3 ,,2.4 ,,1.6 ,,2.7 ,,25.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,5,,6,,391.0 ,Q,401.9 ,Q,387.1 ,Q,19.2 ,Q,18.7 ,Q,140.6 ,,958.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,7,,8,,391.0 ,Q,459.7 ,Q,424.4 ,Q,21.7 ,Q,20.3 ,Q,143.3 ,,984.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Queens Surface Corp,2136-D,MB,280,,337,,"5,997.9 ",,"8,352.2 ",,"5,952.2 ",,754.8 ,,598.5 ,,"25,746.5 ",,"101,344.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,RGRTA & Lift Line,2113-A,DR,27,,35,,0.0 ,,"1,175.6 ",,939.5 ,,59.4 ,,47.7 ,,202.5 ,,"1,505.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,190,,249,,"6,315.2 ",,"6,368.1 ",,"5,574.8 ",,525.2 ,,460.6 ,,"13,036.7 ",,"39,310.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,217,,284,,"6,315.2 ",,"7,543.7 ",,"6,514.2 ",,584.5 ,,508.3 ,,"13,239.2 ",,"40,815.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Rockland-Ride Share,2086-A,DR,13,,17,,0.0 ,,400.9 ,,358.0 ,,29.9 ,,28.1 ,,56.3 ,,355.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Staten Island,2099-A,HR,40,,64,,"2,165.1 ",,"2,222.5 ",,"2,029.6 ",,103.2 ,,96.3 ,,"4,125.7 ",,"25,977.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Suffolk County Transit,2072-B,DRp,28,,43,,0.0 ,,"1,828.2 ",,"1,418.2 ",,108.5 ,,99.3 ,,91.9 ,,"1,208.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,130,,173,,"6,659.6 ",,"7,221.8 ",,"6,649.1 ",,397.5 ,,343.5 ,,"4,406.2 ",,"32,258.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,158,,216,,"6,659.6 ",,"9,050.0 ",,"8,067.2 ",,506.0 ,,442.8 ,,"4,498.1 ",,"33,467.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,T-Tran,2158-F,DRp,8,,9,,0.0 ,,261.4 ,,141.5 ,,18.8 ,,11.9 ,,23.1 ,,109.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,8,,9,,310.4 ,,336.0 ,,310.4 ,,11.4 ,,10.2 ,,34.3 ,,164.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,18,,310.4 ,,597.4 ,,451.9 ,,30.2 ,,22.1 ,,57.4 ,,273.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Tompkins Area Transit,2145-B,DRp,14,,19,,0.0 ,,296.3 ,,251.8 ,,22.8 ,,18.4 ,,50.2 ,,226.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,29,,42,,"1,104.3 ",,"1,154.7 ",,"1,104.3 ",,105.4 ,,99.9 ,,"2,413.2 ",,"5,673.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,12,,20,,377.2 ,,391.6 ,,377.2 ,,16.6 ,,15.8 ,,158.4 ,,788.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,55,,81,,"1,481.5 ",,"1,842.6 ",,"1,733.3 ",,144.9 ,,134.0 ,,"2,621.8 ",,"6,688.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Transport of Rockland,2084-B,MBp,43,,53,,"1,613.5 ",,"2,004.5 ",,"1,609.9 ",,103.5 ,,80.7 ,,"1,906.1 ",,"12,980.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Utica Transit Authority,2021-A,DR,5,,7,,0.0 ,,151.6 ,,141.4 ,,13.8 ,,12.5 ,,23.2 ,,92.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,28,,35,,998.7 ,,"1,000.0 ",,998.7 ,,78.9 ,,78.8 ,,"1,208.1 ",,"3,624.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,33,,42,,998.7 ,,"1,151.6 ",,"1,140.1 ",,92.6 ,,91.2 ,,"1,231.4 ",,"3,717.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NY,Westchester County DOT,2076-B,DRp,50,,54,,0.0 ,,"2,152.1 ",,"1,829.1 ",,122.8 ,,108.8 ,,161.9 ,,"1,586.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,9,,13,,339.8 ,,371.0 ,,339.8 ,,29.9 ,,28.5 ,,361.5 ,,"1,883.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,59,,67,,339.8 ,,"2,523.1 ",,"2,168.9 ",,152.7 ,,137.2 ,,523.5 ,,"3,470.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Brunswick Transit Altrntv,5143-B,MBp,2,,7,,136.5 ,,137.5 ,,136.0 ,,7.4 ,,7.4 ,,22.5 ,,151.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Campus Bus Service,5097-A,MB,16,,29,,452.2 ,,469.7 ,,450.6 ,,38.9 ,,37.3 ,,966.5 ,,"2,071.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Central Ohio Transit Auth,5016-B,DRp,36,,43,,0.0 ,,"1,972.3 ",,"1,794.4 ",,116.2 ,,100.3 ,,132.1 ,,"1,137.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,277,,322,,"8,980.4 ",,"11,071.4 ",,"8,976.2 ",,806.2 ,,723.5 ,,"18,727.3 ",,"74,493.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,313,,365,,"8,980.4 ",,"13,043.7 ",,"10,770.6 ",,922.4 ,,823.8 ,,"18,859.3 ",,"75,630.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,City of Newark Transit,5138-B,DRp,29,,29,,0.0 ,,"1,227.1 ",,"1,227.1 ",,82.0 ,,82.0 ,,278.4 ,,"1,030.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,3,,3,,62.4 ,,78.1 ,,62.4 ,,2.7 ,,2.2 ,,18.9 ,,789.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,32,,32,,62.4 ,,"1,305.2 ",,"1,289.4 ",,84.7 ,,84.2 ,,297.3 ,,"1,819.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Greater Cleveland RTA,5015-B,DR,81,,97,,0.0 ,,"2,176.0 ",,"1,785.1 ",,157.6 ,,134.0 ,,240.1 ,,"1,416.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,18,,20,,0.0 ,,750.2 ,,601.1 ,,49.1 ,,43.9 ,,70.8 ,,403.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,28,,60,,"1,918.4 ",,"2,092.9 ",Q,"2,064.9 ",,98.6 ,,95.7 ,,"7,341.1 ",,"54,008.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,25,,48,,"1,141.9 ",,"1,158.0 ",Q,"1,202.2 ",Q,76.2 ,,73.5 ,,"4,318.4 ",,"24,851.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,619,,752,,"23,559.3 ",,"27,317.8 ",,"23,523.0 ",,"2,060.6 ",,"1,880.7 ",,"51,591.5 ",,"198,957.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,771,,977,,"26,619.6 ",,"33,495.0 ",Q,"29,176.3 ",Q,"2,442.0 ",,"2,227.7 ",,"63,561.9 ",,"279,638.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,LAKETRAN,5117-B,DR,54,,60,,0.0 ,,"2,616.8 ",,"2,260.5 ",,127.7 ,,112.1 ,,295.0 ,,"3,593.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,9,,16,,0.0 ,,197.7 ,,175.3 ,,12.8 ,,10.8 ,,43.9 ,,319.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,30,,36,,737.3 ,,"1,046.0 ",,737.3 ,,56.5 ,,43.9 ,,553.1 ,,"6,533.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VPp,1,,1,,0.0 ,,12.8 ,,12.8 ,,0.4 ,,0.4 ,,2.0 ,,46.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,94,,113,,737.3 ,,"3,873.3 ",,"3,185.9 ",,197.4 ,,167.1 ,,894.0 ,,"10,492.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Lorain County Transit,5095-B,DRp,10,,20,,0.0 ,,436.6 ,,419.8 ,,27.5 ,,26.6 ,,51.1 ,,288.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,14,,20,,801.1 ,,848.7 ,,801.1 ,,42.6 ,,40.7 ,,203.6 ,,"1,594.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,24,,40,,801.1 ,,"1,285.3 ",,"1,220.9 ",,70.1 ,,67.4 ,,254.7 ,,"1,882.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Metro Regional Trans Auth,5010-B,DR,58,,68,,0.0 ,,"1,102.9 ",,"1,019.4 ",,64.2 ,,61.7 ,,153.3 ,,873.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,55,,77,,0.0 ,,986.8 ,,986.8 ,,64.0 ,,64.0 ,,176.7 ,,960.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,143,,155,,"4,631.9 ",,"5,117.6 ",,"4,143.8 ",,334.7 ,,303.4 ,,"7,888.9 ",,"24,194.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,256,,300,,"4,631.9 ",,"7,207.2 ",,"6,149.9 ",,462.9 ,,429.1 ,,"8,218.8 ",,"26,028.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Miami Valley Regional TA,5017-A,DR,49,,59,,0.0 ,,"1,225.0 ",,650.8 ,,97.1 ,,88.1 ,,124.6 ,,996.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,143,,167,,"6,413.3 ",,"6,818.6 ",,"6,405.8 ",,460.2 ,,432.1 ,,"10,407.7 ",,"40,787.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TB,46,,57,,"1,691.7 ",,"1,734.2 ",,"1,684.3 ",,163.2 ,,158.0 ,,"4,208.8 ",,"9,522.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,238,,283,,"8,105.0 ",,"9,777.8 ",,"8,740.9 ",,720.5 ,,678.1 ,,"14,741.1 ",,"51,306.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Middletown Transit System,5019-A,DR,1,,1,,0.0 ,,22.3 ,,22.3 ,,2.3 ,,2.3 ,,4.4 ,,39.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,4,,6,,195.9 ,,197.1 ,,195.9 ,,14.3 ,,14.0 ,,209.3 ,,"1,046.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,5,,7,,195.9 ,,219.4 ,,218.2 ,,16.6 ,,16.3 ,,213.6 ,,"1,085.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Portage Area RTA,5021-A,DR,14,,18,,0.0 ,,538.6 ,,449.1 ,,32.4 ,,27.1 ,,99.0 ,,686.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,4,,6,,127.5 ,,132.5 ,,126.2 ,,8.3 ,,8.0 ,,57.8 ,,405.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,24,,127.5 ,,671.1 ,,575.3 ,,40.7 ,,35.0 ,,156.8 ,,"1,091.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Richland County Transit,5090-B,DRp,3,,3,,0.0 ,,66.5 ,,56.5 ,,4.1 ,,3.5 ,,21.8 ,,64.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,7,,9,,295.8 ,,304.0 ,,295.8 ,,25.0 ,,24.1 ,,345.5 ,,859.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,10,,12,,295.8 ,,370.5 ,,352.3 ,,29.1 ,,27.6 ,,367.3 ,,924.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Southwest Ohio RTA,5012-B,DRp,46,,52,,0.0 ,,"2,893.7 ",,"2,421.2 ",,162.7 ,,134.7 ,,236.8 ,,"2,397.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,362,,438,,"11,659.9 ",,"13,706.6 ",,"11,705.9 ",,954.8 ,,873.7 ,,"26,400.9 ",,"152,886.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,408,,490,,"11,659.9 ",,"16,600.3 ",,"14,127.1 ",,"1,117.5 ",,"1,008.4 ",,"26,637.6 ",,"155,283.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Springfield Cty Area Tran,5020-D,DR,4,,4,,0.0 ,,61.9 ,,54.5 ,,6.2 ,,5.4 ,,17.7 ,,63.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,13,,15,,281.1 ,,288.1 ,,281.1 ,,23.1 ,,22.5 ,,601.4 ,,"2,228.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,17,,19,,281.1 ,,350.0 ,,335.6 ,,29.3 ,,28.0 ,,619.1 ,,"2,292.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Stark Area RTA,5011-A,DR,26,,31,,0.0 ,,"1,013.5 ",Q,"1,013.5 ",Q,50.0 ,Q,50.0 ,Q,88.5 ,,"1,019.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,58,,68,,"3,491.9 ",,"3,542.5 ",,"3,319.2 ",,244.3 ,,228.2 ,,"1,632.4 ",,"4,773.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,84,,99,,"3,491.9 ",,"4,556.0 ",Q,"4,332.7 ",Q,294.2 ,Q,278.1 ,Q,"1,720.9 ",,"5,792.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Toledo Area RTA,5022-B,DRp,21,,27,,0.0 ,,528.2 ,,494.3 ,,43.2 ,,40.8 ,,50.4 ,,483.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,146,,174,,"3,630.3 ",,"4,313.8 ",,"3,610.3 ",,311.9 ,,220.6 ,,"4,543.3 ",,"21,696.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,167,,201,,"3,630.3 ",,"4,842.1 ",,"4,104.6 ",,355.1 ,,261.4 ,,"4,593.7 ",,"22,180.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,Western Reserve TA,5024-A,DR,5,,6,,0.0 ,,115.1 ,,103.2 ,,11.5 ,,10.2 ,,23.0 ,,82.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,36,,45,,"1,365.5 ",,"1,379.5 ",,"1,365.5 ",,110.9 ,,106.2 ,,"1,366.3 ",,"4,785.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,41,,51,,"1,365.5 ",,"1,494.6 ",,"1,468.7 ",,122.4 ,,116.4 ,,"1,389.4 ",,"4,868.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Central OK Trans&Pkg Auth,6017-B,DR,11,,14,,0.0 ,,407.0 ,,241.5 ,,23.9 ,,14.6 ,,34.4 ,,249.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,28,,28,,0.0 ,,724.1 ,,330.2 ,,38.7 ,,17.7 ,,119.5 ,,742.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,50,,56,,"2,927.6 ",,"2,938.3 ",Q,"2,762.1 ",Q,160.9 ,,152.8 ,,"3,487.0 ",,"13,973.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,10,,17,,306.3 ,,341.8 ,,312.5 ,Q,26.3 ,,24.3 ,,844.3 ,,"2,545.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,99,,115,,"3,233.9 ",,"4,411.2 ",,"3,646.2 ",,249.7 ,,209.3 ,,"4,485.2 ",,"17,511.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK,Tulsa Transit Authority,6018-B,DRp,63,,128,,0.0 ,,"2,023.1 ",,"1,781.7 ",,143.2 ,,134.0 ,,219.7 ,,"1,989.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,65,,95,,"2,795.1 ",,"2,994.7 ",,"2,795.1 ",,198.5 ,,190.2 ,,"3,061.3 ",,"16,682.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,5,,5,,116.9 ,,156.2 ,,116.9 ,,6.8 ,,5.5 ,,25.4 ,,241.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,133,,228,,"2,912.0 ",,"5,173.9 ",,"4,693.7 ",,348.5 ,,329.7 ,,"3,306.4 ",,"18,913.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR,Lane Transit District,0007-B,DRp,19,,20,,0.0 ,,617.7 ,,524.9 ,,53.4 ,,43.9 ,,101.4 ,,655.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,93,,112,,"3,858.8 ",,"4,339.6 ",,"3,854.3 ",,313.4 ,,274.9 ,,"8,076.4 ",,"34,792.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
