State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
SC,Central Midlands Regional Transit Authority(CMRTA),4141,B,MB,PT,33,41.0,,"1,567.3",,"1,692.8",,"1,567.3",,123.8,,117.5,,"2,185.4",,"10,978.3",,
,,,,Total,,55,66.0,,"1,567.3",,"2,356.7",,"2,163.0",,158.1,,148.4,,"2,268.7",,"11,861.8",,
SC,Charleston Area Regional Transportation Authority(CARTA),4110,B,DR,PT,17,21.0,,0.0,,702.9,,628.0,,45.6,,42.1,,69.6,,744.0,,
SC,Charleston Area Regional Transportation Authority(CARTA),4110,B,MB,PT,66,81.0,,"2,701.1",,"2,771.0",,"2,720.4",,227.0,,225.4,,"3,553.1",,"15,640.9",,
,,,,Total,,83,102.0,,"2,701.1",,"3,473.9",,"3,348.3",,272.6,,267.5,,"3,622.7",,"16,384.9",,
SC,Greenville Transit Authority(GTA),4053,A,DR,DO,3,4.0,,0.0,,76.7,,68.8,,6.2,,5.7,,7.8,,48.0,,
SC,Greenville Transit Authority(GTA),4053,A,MB,DO,11,17.0,,577.9,,585.0,,577.7,,39.2,,38.0,,751.7,,"3,264.1",,
,,,,Total,,14,21.0,,577.9,,661.7,,646.5,,45.4,,43.7,,759.5,,"3,312.1",,
SC,Pee Dee Regional Transportation Authority(PDRTA),4056,A,DR,DO,102,112.0,,0.0,,"2,812.9",,"1,952.9",,118.1,,82.1,,336.8,,"4,441.1",,
SC,Pee Dee Regional Transportation Authority(PDRTA),4056,A,MB,DO,5,9.0,,141.2,,166.5,,144.7,,12.9,,11.9,,49.8,,206.0,,
,,,,Total,,107,121.0,,141.2,,"2,979.4",,"2,097.6",,131.0,,94.0,,386.6,,"4,647.1",,
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,A,DR,DO,8,9.0,,0.0,,239.1,,179.0,,12.5,,8.7,,22.4,,384.7,,
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,A,MB,DO,24,25.0,,540.8,,659.2,,540.8,,29.8,,25.0,,223.3,,"2,380.8",,
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,A,VP,DO,1,2.0,,0.0,,30.6,,30.6,,1.1,,1.1,,8.2,,293.7,,
,,,,Total,,33,36.0,,540.8,,928.9,,750.4,,43.3,,34.8,,253.9,,"3,059.2",,
SC,Spartanburg County Transportation Services(sctsb),4088,B,DR,PT,41,45.0,,0.0,,"1,724.7",,"1,569.5",,120.7,,107.4,,219.7,,"3,237.9",,
SC,Spartanburg Transit System(SPARTA),4101,A,MB,DO,8,11.0,,272.8,,290.1,,273.1,,22.4,,21.3,,534.7,,"2,463.9",,
SC,Waccamaw Regional Transportation Authority(The Coast RTA),4102,A,DR,DO,5,5.0,,0.0,,159.0,,133.8,,9.1,,7.9,,15.1,,195.0,,
SC,Waccamaw Regional Transportation Authority(The Coast RTA),4102,A,MB,DO,22,26.0,,797.7,,836.5,,797.7,,63.4,,60.2,,367.1,,"1,785.8",,
,,,,Total,,27,31.0,,797.7,,995.5,,931.5,,72.5,,68.2,,382.2,,"1,980.8",,
SD,Rapid Transit System,8014,A,DR,DO,12,17.0,,0.0,,286.3,,278.1,,24.8,,24.3,,90.4,,440.2,,
SD,Rapid Transit System,8014,A,MB,DO,6,9.0,,209.8,,218.8,,210.6,,16.4,,15.9,,238.1,,892.9,,
,,,,Total,,18,26.0,,209.8,,505.1,,488.7,,41.2,,40.2,,328.5,,"1,333.1",,
SD,Su Tran LLC dba: Sioux Falls Transit,8002,A,DR,DO,22,24.0,,0.0,,581.1,,574.7,,48.7,,48.4,,120.4,,861.9,,
SD,Su Tran LLC dba: Sioux Falls Transit,8002,A,MB,DO,28,30.0,,719.1,,729.6,,719.1,,54.2,,53.6,,905.8,,"5,634.0",,
,,,,Total,,50,54.0,,719.1,,"1,310.7",,"1,293.8",,102.9,,102.0,,"1,026.2",,"6,495.8",,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,B,DR,PT,7,8.0,,0.0,,61.1,,39.2,,7.9,,5.8,,26.0,,121.3,,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,B,DR,DO,12,17.0,,0.0,,398.3,,378.0,,31.9,,29.1,,43.3,,297.2,,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,B,IP,DO,2,2.0,,18.8,,18.8,,18.8,,6.4,,6.4,,424.9,,424.9,,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,B,MB,DO,49,53.0,,"2,001.1",,"2,052.9",Q,"1,972.6",Q,157.8,Q,151.6,Q,"2,696.5",,"11,082.2",,
,,,,Total,,70,80.0,,"2,019.9",,"2,531.1",,"2,408.6",,204.1,,192.9,,"3,190.6",,"11,925.6",,
TN,Clarksville Transit System(CTS),4092,A,DR,DO,8,10.0,,0.0,,352.8,,330.0,,23.8,,22.9,,35.6,,254.0,,
TN,Clarksville Transit System(CTS),4092,A,MB,DO,13,18.0,,845.4,,849.0,,843.4,,54.7,,54.0,,692.2,,"3,852.2",,
,,,,Total,,21,28.0,,845.4,,"1,201.8",,"1,173.4",,78.5,,76.8,,727.8,,"4,106.2",,
TN,Jackson Transit Authority(JTA),4057,A,DR,DO,5,10.0,,0.0,,200.7,Q,200.2,Q,14.7,Q,14.5,Q,39.1,,285.5,,
TN,Jackson Transit Authority(JTA),4057,A,MB,DO,8,14.0,,556.3,,557.4,Q,555.4,Q,42.2,,42.1,,496.6,,"2,279.6",,
,,,,Total,,13,24.0,,556.3,,758.2,,755.6,,56.9,,56.6,,535.7,,"2,565.1",,
TN,Johnson City Transit System(JCT),4054,A,DR,DO,11,24.0,,0.0,,252.7,,189.6,,31.7,,24.4,,93.6,,377.2,,
TN,Johnson City Transit System(JCT),4054,A,MB,DO,10,24.0,,417.4,,423.1,,417.3,,28.6,,28.3,,446.3,,"1,662.7",,
,,,,Total,,21,48.0,,417.4,,675.8,,606.9,,60.3,,52.7,,540.0,,"2,039.9",,
TN,Knoxville Area Transit(KAT),4002,A,DR,DO,21,29.0,,0.0,,665.0,,553.3,,46.1,,39.2,,55.2,,487.0,,
TN,Knoxville Area Transit(KAT),4002,A,MB,DO,76,100.0,,"2,673.5",,"2,851.7",,"2,672.2",,232.7,,216.6,,"3,572.6",,"14,209.1",,
,,,,Total,,97,129.0,,"2,673.5",,"3,516.7",,"3,225.5",,278.8,,255.7,,"3,627.8",,"14,696.2",,
TN,Memphis Area Transit Authority(MATA),4003,A,DR,DO,44,59.0,,0.0,,"2,407.3",,"2,036.6",,145.1,,129.1,,254.0,,"2,866.7",,
TN,Memphis Area Transit Authority(MATA),4003,A,LR,DO,12,15.0,,448.2,,449.2,,447.6,,61.3,,60.9,,"1,014.8",,820.2,,
TN,Memphis Area Transit Authority(MATA),4003,A,MB,DO,135,162.0,,"6,218.4",,"7,184.4",,"6,208.8",,454.8,,425.9,,"10,245.5",,"55,635.0",,
,,,,Total,,191,236.0,,"6,666.6",,"10,040.8",,"8,693.0",,661.2,,616.0,,"11,514.3",,"59,321.9",,
TN,Metropolitan Transit Authority(MTA),4004,B,DR,PT,47,167.0,,0.0,,362.1,,362.1,,28.4,,28.4,,64.3,,749.5,,
TN,Metropolitan Transit Authority(MTA),4004,B,DR,DO,49,61.0,,0.0,,"2,340.1",,"1,914.8",,140.0,,117.0,,250.9,,"3,133.5",,
TN,Metropolitan Transit Authority(MTA),4004,B,MB,DO,120,137.0,,"4,383.3",,"4,963.7",,"4,381.5",,347.9,,321.2,,"9,701.7",,"44,230.3",,
,,,,Total,,216,365.0,,"4,383.3",,"7,665.9",,"6,658.4",,516.2,,466.6,,"10,016.9",,"48,113.3",,
TN,Regional Transportation Authority(RTA),4159,B,CR,PT,5,7.0,,190.8,Q,195.3,Q,190.8,Q,7.5,,7.0,,166.8,Q,"2,885.0",Q,
TN,Regional Transportation Authority(RTA),4159,B,VP,DO,21,21.0,,0.0,,303.2,,303.2,,10.6,,10.6,,127.0,,"3,769.4",,
,,,,Total,,26,28.0,,190.8,,498.4,,493.9,,18.1,,12.3,,293.8,,"6,654.4",,
TX,Abilene Transit System(CityLink),6040,A,DR,DO,17,22.0,,0.0,,688.7,,606.1,,53.2,,46.0,,102.1,,541.0,,
TX,Abilene Transit System(CityLink),6040,A,MB,DO,15,23.0,,422.3,,426.6,,422.3,,32.3,,31.2,,480.6,,"1,955.9",,
,,,,Total,,32,45.0,,422.3,,"1,115.3",,"1,028.4",,85.5,,77.2,,582.7,,"2,497.0",,
TX,Amarillo City Transit(ACT),6001,A,DR,DO,6,11.0,,0.0,,242.1,,217.9,,17.2,,15.8,,29.7,,217.2,,
TX,Amarillo City Transit(ACT),6001,A,MB,DO,12,17.0,,661.9,,670.5,,655.1,,40.5,,39.5,,343.4,,"1,387.5",,
,,,,Total,,18,28.0,,661.9,,912.6,,873.1,,57.7,,55.3,,373.1,,"1,604.7",,
TX,Beaumont Municipal Transit System(BMT),6016,E,DR,DO,5,9.0,,0.0,,187.8,,133.3,,15.3,,10.1,,20.5,,147.0,,
TX,Beaumont Municipal Transit System(BMT),6016,E,MB,DO,12,19.0,,683.8,,690.5,,683.8,,49.9,,49.4,,643.8,,"2,960.8",,
,,,,Total,,17,28.0,,683.8,,878.3,,817.0,,65.3,,59.5,,664.3,,"3,107.8",,
TX,Brazos Transit District(The District),6059,B,DR,DO,47,48.0,,0.0,,"1,426.6",,"1,180.4",,71.0,,60.5,,86.5,,"1,456.6",,
TX,Brazos Transit District(The District),6059,B,MB,PT,32,33.0,,719.4,,719.4,,719.4,,29.3,,29.3,,703.3,,"22,986.2",,
TX,Brazos Transit District(The District),6059,B,MB,DO,21,22.0,,"1,172.1",,"1,190.8",,"1,160.6",,73.0,,71.7,,628.3,,"1,621.0",,
,,,,Total,,100,103.0,,"1,891.4",,"3,336.8",,"3,060.4",,173.3,,161.5,,"1,418.1",,"26,063.9",,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,B,DR,DO,78,98.0,,0.0,,"3,659.9",,"3,165.3",,273.2,,228.4,,476.0,,"3,623.6",,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,B,DR,PT,306,307.0,,0.0,,"1,407.6",Q,"1,248.1",Q,73.4,Q,68.4,Q,238.6,,"1,525.9",,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,B,MB,PT,122,148.0,,"4,416.5",,"4,835.0",,"4,406.4",,339.4,,317.2,,"11,641.1",,"40,821.7",,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,B,MB,DO,225,281.0,,"9,764.7",,"11,240.4",,"9,758.2",,859.2,,794.9,,"24,698.0",,"109,502.3",,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,B,VP,DO,145,165.0,,0.0,,"1,573.3",,"1,573.3",,53.3,,53.3,,345.6,,"6,156.5",,
,,,,Total,,876,999.0,,"14,181.2",,"22,716.2",,"20,151.2",,"1,598.4",,"1,462.2",,"37,399.2",,"161,630.0",,
TX,"City Transit Management Company, Inc.(Citibus)",6010,A,DR,DO,26,28.0,,0.0,,582.9,,552.7,,38.5,,34.5,,80.5,,591.5,,
TX,"City Transit Management Company, Inc.(Citibus)",6010,A,MB,DO,55,63.0,,"1,576.3",,"1,579.8",Q,"1,573.8",Q,125.5,,123.8,,"2,977.8",,"8,099.5",,
,,,,Total,,81,91.0,,"1,576.3",,"2,162.7",,"2,126.4",,164.0,,158.3,,"3,058.3",,"8,691.0",,
TX,City of Brownsville - Brownsville Urban System(BUS),6014,A,DR,DO,8,12.0,,0.0,,223.8,,206.8,,18.2,,16.6,,43.6,,247.0,,
TX,City of Brownsville - Brownsville Urban System(BUS),6014,A,MB,DO,18,31.0,,808.0,,854.7,,791.9,,69.4,,67.1,,"1,736.3",,"14,915.4",,
,,,,Total,,26,43.0,,808.0,,"1,078.6",,998.7,,87.7,,83.7,,"1,779.9",,"15,162.4",,
TX,City of Grand Prairie Transportation Services Department(Grand Connection),6068,A,DR,DO,8,12.0,,0.0,,146.3,Q,123.0,Q,15.3,Q,12.0,Q,40.6,,291.4,,
TX,City of Mesquite(MTED),6070,A,DR,DO,12,15.0,,0.0,,310.5,Q,276.2,Q,24.0,Q,19.3,Q,39.5,,474.1,,
TX,Concho Valley Transit District(CVTD),6102,A,DR,DO,45,45.0,,0.0,,880.2,Q,782.2,Q,73.2,Q,63.6,Q,145.3,Q,880.2,Q,
TX,Concho Valley Transit District(CVTD),6102,A,MB,DO,6,9.0,,350.6,,395.0,,364.0,,25.6,,21.9,,182.9,Q,398.1,Q,
,,,,Total,,51,54.0,,350.6,,"1,275.2",,"1,146.1",,98.8,,85.5,,328.2,,"1,278.3",,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,DR,DO,1,2.0,,0.0,,49.9,,48.9,,2.9,,2.6,,6.5,,227.3,,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,DR,PT,29,33.0,,0.0,,"1,465.4",,"1,271.8",,71.9,,66.1,,190.5,,"1,272.7",,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,FB,PT,1,1.0,,2.6,,2.5,,2.5,,0.7,,0.7,,21.7,,19.5,Q,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,MB,DO,48,67.0,,"2,273.3",,"2,369.2",,"2,233.0",,178.6,,168.2,,"4,717.1",,"15,613.6",,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,MB,PT,11,13.0,,545.2,,656.9,,545.1,,29.9,,26.4,,534.4,,"6,632.1",Q,
TX,Corpus Christi Regional Transportation Authority(The B),6051,B,VP,DO,2,3.0,,0.0,,34.8,Q,34.8,Q,1.3,Q,1.3,Q,21.2,Q,412.9,Q,
,,,,Total,,92,119.0,,"2,821.2",,"4,578.7",,"4,136.2",,285.3,,265.4,,"5,491.4",,"24,178.2",,
TX,"Dallas - VPSI, Inc.",6084,D,VP,DO,186,193.0,,0.0,,"3,962.1",,"3,962.1",,91.2,,91.2,,613.6,,"25,970.3",,
TX,Dallas Area Rapid Transit(DART),6056,B,CR,PT,21,36.0,,671.3,,753.0,,671.3,,29.9,,27.8,,"1,593.0",,"18,758.3",,
TX,Dallas Area Rapid Transit(DART),6056,B,DR,PT,207,209.0,,0.0,,"10,759.3",,"8,109.9",,562.5,,441.5,,910.2,,"11,360.5",,
TX,Dallas Area Rapid Transit(DART),6056,B,LR,DO,85,115.0,,"5,251.0",,"5,328.7",,"5,251.0",,254.0,,244.0,,"19,437.6",,"151,754.7",,
TX,Dallas Area Rapid Transit(DART),6056,B,MB,DO,564,728.0,,"27,832.0",,"32,433.1",,"27,781.3",,"2,213.0",,"2,028.4",,"44,752.3",,"185,601.7",,
TX,Dallas Area Rapid Transit(DART),6056,B,VP,DO,129,145.0,,0.0,,"2,750.1",,"2,750.1",,67.1,,67.1,,697.0,,"29,068.3",,
,,,,Total,,"1,006","1,233.0",,"33,754.2",,"52,024.2",,"44,563.5",,"3,126.4",,"2,668.3",,"67,390.1",,"396,543.5",,
TX,Denton County Transportation Authority(DCTA),6101,A,DR,DO,10,12.0,,0.0,,401.3,,343.4,,27.5,,22.8,,42.9,,343.4,Q,
TX,Denton County Transportation Authority(DCTA),6101,A,MB,DO,43,63.0,,"1,330.3",,"1,527.5",,"1,324.9",,98.4,,90.5,,"1,914.9",,"5,936.3",Q,
,,,,Total,,53,75.0,,"1,330.3",,"1,928.8",,"1,668.3",,125.9,,113.3,,"1,957.9",,"6,279.7",,
TX,Fort Bend County Public Transportation(Fort Bend Transit),6103,B,DR,PT,18,18.0,,0.0,,560.5,,417.8,,29.7,,25.4,,50.9,,407.4,,
TX,Fort Bend County Public Transportation(Fort Bend Transit),6103,B,MB,PT,16,16.0,,349.9,,531.0,,349.9,,18.3,,13.8,,114.4,,"2,632.1",Q,
,,,,Total,,34,34.0,,349.9,,"1,091.5",,767.7,,48.0,,39.2,,165.4,,"3,039.4",,
TX,Fort Worth Transportation Authority(The T),6007,B,CR,PT,15,19.0,,892.1,,"1,063.9",,893.8,,32.0,,27.0,,"1,124.2",,"18,830.1",,
TX,Fort Worth Transportation Authority(The T),6007,B,DR,DO,35,38.0,,0.0,,"1,545.2",,"1,298.9",,98.7,,88.1,,187.0,,"2,371.1",,
TX,Fort Worth Transportation Authority(The T),6007,B,DR,PT,53,53.0,,0.0,,"1,747.3",,"1,644.7",,91.5,,86.7,,196.3,,"1,555.5",,
TX,Fort Worth Transportation Authority(The T),6007,B,MB,DO,126,153.0,,"4,136.4",,"4,749.7",,"4,249.4",,382.9,,356.8,,"6,267.4",,"42,665.4",,
TX,Fort Worth Transportation Authority(The T),6007,B,MB,PT,3,5.0,,30.5,,42.7,,30.5,,5.7,,4.9,,82.6,,144.7,,
,,,,Total,,232,268.0,,"5,059.0",,"9,148.8",,"8,117.2",,610.8,,543.6,,"7,857.5",,"65,566.9",,
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,A,DR,DO,9,13.0,,0.0,,188.0,,170.3,,15.3,,14.5,,25.6,,178.4,,
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,A,MB,DO,7,11.0,,356.4,,382.6,,359.4,,27.5,,26.4,,289.3,,567.5,,
,,,,Total,,16,24.0,,356.4,,570.6,,529.8,,42.8,,41.0,,314.9,,746.0,,
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,B,DR,DO,13,20.0,,0.0,,398.8,,361.1,,33.5,,28.0,,56.2,,458.0,,
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,B,DR,PT,8,8.0,,0.0,,336.7,,336.7,,21.6,,21.6,,45.3,,314.3,,
,,,,Total,,21,28.0,,0.0,,735.5,,697.8,,55.1,,49.6,,101.5,,772.3,,
TX,Hill Country Transit District(The Hop),6091,A,DR,DO,73,97.0,,0.0,,"1,853.6",,"1,574.2",,95.6,,85.0,,258.6,,"2,362.5",,
TX,Hill Country Transit District(The Hop),6091,A,MB,DO,9,20.0,,399.3,,422.2,,397.7,,29.7,,28.5,,303.1,,"1,178.7",,
,,,,Total,,82,117.0,,399.3,,"2,275.8",,"1,972.0",,125.3,,113.5,,561.7,,"3,541.2",,
TX,"Laredo Transit Management, Inc.(El Metro)",6009,A,DR,DO,15,18.0,,0.0,,277.9,Q,249.8,Q,40.0,Q,36.6,Q,50.2,,273.5,,
TX,"Laredo Transit Management, Inc.(El Metro)",6009,A,MB,DO,34,49.0,,"1,645.2",,"1,714.4",,"1,645.2",,152.5,,147.6,,"4,358.5",,"14,451.7",,
,,,,Total,,49,67.0,,"1,645.2",,"1,992.4",,"1,895.0",,192.6,,184.2,,"4,408.7",,"14,725.3",,
TX,Lower Rio Grande Valley Development Council(LRGVDC),6090,A,DR,DO,9,19.0,,0.0,,217.7,,182.9,,11.7,,10.2,,30.2,,280.1,,
TX,Lower Rio Grande Valley Development Council(LRGVDC),6090,A,MB,DO,12,34.0,,642.8,,651.1,,566.7,,29.8,,27.0,,82.4,,"1,193.0",,
,,,,Total,,21,53.0,,642.8,,868.8,,749.6,,41.6,,37.2,,112.5,,"1,473.1",,
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,B,DR,PT,20,64.0,,0.0,,135.0,,135.0,,6.3,,6.3,,16.5,,135.0,,
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,B,DR,DO,47,65.0,,0.0,,"2,370.5",,"1,955.2",,134.0,,117.0,,250.9,,"2,160.4",,
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,B,MB,DO,112,145.0,,"6,568.1",,"7,000.1",,"6,523.5",,545.8,,517.1,,"12,912.6",,"64,308.3",,
,,,,Total,,179,274.0,,"6,568.1",,"9,505.6",,"8,613.7",,686.2,,640.4,,"13,180.0",,"66,603.8",,
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,B,DR,PT,376,974.0,,0.0,,"15,797.2",,"13,741.6",,874.7,,792.6,,"1,418.6",,"16,546.7",,
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,B,LR,DO,17,18.0,,885.4,,906.2,,884.2,,76.1,,70.5,,"11,800.9",,"29,795.5",,
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,B,MB,PT,192,211.0,,"8,739.1",,"10,813.2",,"8,725.4",,643.5,,569.0,,"16,872.1",,"104,390.1",,
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,B,MB,DO,835,999.0,,"31,082.4",,"36,579.1",,"30,894.9",,"2,404.2",,"2,175.9",,"67,722.8",,"418,372.0",,
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,B,VP,PT,656,798.0,,0.0,,"9,748.7",,"9,748.7",,289.5,,289.5,,"2,462.9",,"60,471.0",,
,,,,Total,,"2,076","3,000.0",,"40,706.9",,"73,844.3",,"63,994.8",,"4,288.2",,"3,889.6",,"100,277.3",,"629,575.4",,
TX,Midland-Odessa Urban Transit District(EZ RIDER),6097,A,DR,DO,6,6.0,,0.0,,161.8,,112.7,,10.0,,7.3,,24.5,,113.0,,
TX,Midland-Odessa Urban Transit District(EZ RIDER),6097,A,MB,DO,17,19.0,,822.6,,824.9,,737.3,,52.4,,48.9,,445.0,,667.4,,
,,,,Total,,23,25.0,,822.6,,986.7,,850.0,,62.4,,56.2,,469.4,,780.5,,
TX,Port Arthur Transit(PAT),6013,A,DR,DO,4,6.0,,0.0,,114.8,,104.1,,8.2,,7.2,,22.5,,128.4,,
TX,Port Arthur Transit(PAT),6013,A,MB,DO,5,10.0,,230.9,,230.8,,227.4,,14.2,Q,13.7,Q,116.6,,816.4,,
,,,,Total,,9,16.0,,230.9,,345.6,,331.5,,22.4,,21.0,,139.2,,944.8,,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,B,DR,DO,67,69.0,,0.0,,"1,011.5",Q,867.9,Q,64.0,Q,48.8,Q,208.3,,"2,571.1",,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,B,MB,DO,2,6.0,,117.8,,114.4,Q,99.8,Q,4.1,Q,3.8,Q,11.3,,206.3,,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,B,MB,PT,2,3.0,,129.5,,129.5,Q,129.5,Q,3.3,Q,3.3,Q,26.9,,"1,209.6",,
,,,,Total,,71,78.0,,247.3,,"1,255.4",,"1,097.3",,71.5,,55.9,,246.4,,"3,987.1",,
TX,The Gulf Coast Center(Connect Transit),6082,A,DR,DO,18,26.0,,0.0,,715.9,,514.9,,34.0,,28.8,,50.9,,928.7,,
TX,VIA Metropolitan Transit(VIA),6011,B,DR,DO,98,105.0,,0.0,,"5,364.3",,"4,606.8",,285.6,,249.5,,553.3,,"6,048.5",,
TX,VIA Metropolitan Transit(VIA),6011,B,DR,PT,120,121.0,,0.0,,"5,645.7",,"4,652.9",,276.6,,229.9,,542.7,,"6,756.7",,
TX,VIA Metropolitan Transit(VIA),6011,B,MB,DO,381,451.0,,"19,736.8",,"22,043.3",,"19,640.7",,"1,558.7",,"1,476.2",,"47,129.5",,"195,776.5",,
TX,VIA Metropolitan Transit(VIA),6011,B,VP,PT,49,50.0,,0.0,,"1,049.2",,"1,049.2",,25.3,,25.3,,124.0,,"9,441.4",,
,,,,Total,,648,727.0,,"19,736.8",,"34,102.5",,"29,949.6",,"2,146.2",,"1,981.0",,"48,349.5",,"218,023.1",,
TX,"Waco Transit System, Inc.(WTS)",6012,A,DR,DO,8,14.0,,0.0,,204.4,,187.8,,16.9,,14.7,,31.0,,169.4,,
TX,"Waco Transit System, Inc.(WTS)",6012,A,MB,DO,14,19.0,,774.8,,790.8,,774.5,,46.7,,45.8,,688.4,,"3,684.1",,
,,,,Total,,22,33.0,,774.8,,995.2,,962.2,,63.6,,60.5,,719.4,,"3,853.6",,
UT,Cache Valley Transit District(CVTD),8028,B,DR,PT,4,9.0,,0.0,,124.0,,106.1,,11.0,,9.9,,26.8,,103.7,,
UT,Cache Valley Transit District(CVTD),8028,B,MB,PT,17,24.0,,866.4,,885.5,,867.3,,58.2,,56.2,,"1,930.0",,"6,844.1",,
,,,,Total,,21,33.0,,866.4,,"1,009.5",,973.4,,69.2,,66.1,,"1,956.8",,"6,947.8",,
UT,Utah Transit Authority(UTA),8001,B,CR,DO,18,25.0,,"1,500.1",,"1,532.1",,"1,505.8",,75.1,,72.7,,"1,429.6",,"35,451.8",,
UT,Utah Transit Authority(UTA),8001,B,DR,DO,85,105.0,,0.0,,"2,054.7",Q,"1,720.0",Q,157.3,Q,111.3,Q,285.1,,"2,978.6",,
UT,Utah Transit Authority(UTA),8001,B,DR,PT,65,83.0,,0.0,,"1,582.5",,"1,219.4",,116.5,,97.6,,193.1,,"2,225.3",,
UT,Utah Transit Authority(UTA),8001,B,LR,DO,46,55.0,,"2,877.9",,"2,922.4",,"2,906.2",,256.9,,253.9,,"14,752.5",,"71,120.8",,
UT,Utah Transit Authority(UTA),8001,B,MB,DO,371,481.0,,"16,759.7",,"19,398.1",,"16,759.7",,"1,230.2",,895.9,,"23,395.6",,"176,378.0",,
UT,Utah Transit Authority(UTA),8001,B,VP,DO,458,548.0,,0.0,,"9,177.9",Q,"9,177.9",Q,204.0,Q,204.0,Q,"1,657.7",Q,"71,371.9",Q,
,,,,Total,,"1,043","1,297.0",,"21,137.7",,"36,667.8",,"33,289.1",,"2,039.9",,"1,430.9",,"41,713.7",,"359,526.5",,
VA,Blacksburg Transit(BT),3091,A,DR,DO,4,7.0,,0.0,,83.9,,64.3,,8.7,,7.2,,14.3,,37.2,,
VA,Blacksburg Transit(BT),3091,A,MB,DO,24,39.0,,616.5,,766.1,,710.9,,76.6,,71.8,,"2,616.0",,"5,081.7",,
,,,,Total,,28,46.0,,616.5,,850.1,,775.2,,85.3,,79.1,,"2,630.2",,"5,118.9",,
VA,Charlottesville Transit Service(CTS),3036,B,MB,DO,29,38.0,,895.2,,910.3,,894.0,,75.7,Q,75.7,Q,"1,701.8",,"3,881.4",,
VA,City of Alexandria (King Street Trolley),3071,B,MB,DO,48,64.0,,"1,345.9",,"1,474.0",,"1,345.9",,157.8,,147.2,,"3,978.8",,"11,101.7",,
VA,City of Alexandria (King Street Trolley),3071,B,MB,PT,4,5.0,,52.6,,59.9,,52.6,,5.1,,4.4,,4.4,,4.0,Q,
,,,,Total,,52,69.0,,"1,398.5",,"1,533.9",,"1,398.5",,162.9,,151.6,,"3,983.2",,"11,105.7",,
VA,City of Danville Mass Transit System(Danville Transit),3069,A,DR,DO,4,7.0,,0.0,,131.9,,75.6,,7.7,,4.6,,20.5,,131.3,,
VA,City of Danville Mass Transit System(Danville Transit),3069,A,MB,DO,6,9.0,,266.4,,275.8,,263.8,,17.9,,17.5,,209.4,,"1,062.5",,
,,,,Total,,10,16.0,,266.4,,407.7,,339.4,,25.6,,22.1,,229.9,,"1,193.8",,
VA,City of Fairfax CUE Bus(CUE),3058,A,MB,DO,8,12.0,,451.9,,455.7,,440.3,,35.4,,34.6,,"1,047.3",,"4,357.8",,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,B,DR,DO,6,8.0,,0.0,,100.6,,90.8,,10.7,,10.0,,21.4,,84.8,,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,B,DR,PT,1,16.0,,0.0,,3.7,,3.7,,0.4,,0.4,,1.3,,3.7,,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,B,MB,DO,23,25.0,,426.4,,449.0,,427.9,,45.0,,43.4,,"1,468.4",,"3,961.9",,
,,,,Total,,30,49.0,,426.4,,553.3,,522.5,,56.1,,53.8,,"1,491.0",,"4,050.5",,
VA,Fairfax Connector Bus System(Fairfax Connector),3068,B,MB,PT,145,213.0,,"7,111.6",,"8,113.2",,"7,101.7",,546.3,,477.0,,"9,810.2",,"76,092.4",,
