State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
,,,,Total,,52,67,,"1,911.2",,"2,126.5",,"1,991.6",,158.4,,148.3,,"3,196.7",,"13,625.4",,
MN,Metro Mobility,5155,Subsidiary,DR,PT,314,329,,0.0 ,,"13,516.5",,"11,214.4",,812.4,,688.0,,"1,410.4",,"15,534.2",,
MN,Metro Transit,5027,Other  ,CR,PT,23,24,,594.6,,601.1,,593.4,,17.7,,16.3,,710.4,,"17,785.5",,
MN,Metro Transit,5027,Other  ,LR,DO,27,27,,"1,982.8",,"2,056.3",,"2,014.0",,145.3,,140.0,,"10,455.9",,"55,342.1",,
MN,Metro Transit,5027,Other  ,MB,DO,782,885,,"22,703.4",,"28,894.7",,"22,824.0",,"2,210.8",,"1,943.0",,"66,882.4",,"300,759.0",,
,,,,Total,,832,936,,"25,280.7",,"31,552.1",,"25,431.4",,"2,373.8",,"2,016.6",,"78,048.6",,"373,886.6",,
MN,Metropolitan Council,5154,Consolidated,DR,PT,158,200,,0.0 ,,"3,639.1",,"3,050.3",,230.3,,183.9,,507.2,,"4,443.2",Q,
MN,Metropolitan Council,5154,Consolidated,MB,PT,306,381,,"7,195.8",,"10,781.6",,"7,191.3",,564.0,,413.8,,"11,553.1",,"88,261.5",Q,
MN,Metropolitan Council,5154,Consolidated,VP,PT,60,70,,0.0 ,,"1,219.5",,"1,219.5",,26.8,,26.8,,182.5,,"6,705.3",,
,,,,Total,,524,651,,"7,195.8",,"15,640.2",,"11,461.1",,821.2,,624.5,,"12,242.8",,"99,410.0",,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Agency,DR,DO,17,22,,0.0 ,,548.1,,501.5,,43.6,,40.1,,132.6,,617.8,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Agency,MB,DO,30,39,,"1,247.8",,"1,292.9",,"1,244.1",,91.4,,83.8,,"2,282.0",,"8,306.4",,
,,,,Total,,47,61,,"1,247.8",,"1,841.0",,"1,745.6",,135.0,,123.9,,"2,414.6",,"8,924.2",,
MO,Bi-State Development Agency(METRO),7006,Agency,DR,DO,95,116,,0.0 ,,"4,940.9",Q,"4,616.9",Q,316.0,Q,290.6,Q,545.6,,"5,052.4",,
MO,Bi-State Development Agency(METRO),7006,Agency,LR,DO,50,87,,"5,826.4",,"5,864.3",,"5,818.8",,237.0,,233.6,,"15,829.0",,"136,857.4",,
MO,Bi-State Development Agency(METRO),7006,Agency,MB,DO,282,340,,"16,082.3",,"17,967.9",,"16,073.2",,"1,248.0",,"1,168.1",,"24,197.0",,"108,371.8",,
,,,,Total,,427,543,,"21,908.7",,"28,773.1",,"26,508.9",,"1,801.0",,"1,575.4",,"40,571.6",,"250,281.6",,
MO,City Utilities of Springfield (The Bus),7003,City,DR,DO,4,5,,0.0 ,,125.8,,114.6,,9.0,,8.1,,16.7,,114.5,,
MO,City Utilities of Springfield (The Bus),7003,City,MB,DO,20,25,,"1,102.8",,"1,102.9",,"1,101.0",,77.7,,77.2,,"1,389.8",,"5,503.7",,
,,,,Total,,24,30,,"1,102.8",,"1,228.7",,"1,215.6",,86.7,,85.3,,"1,406.5",,"5,618.2",,
MO,City of Jefferson(JEFFTRAN),7043,City,DR,DO,7,10,,0.0 ,,221.5,,201.8,,14.9,,13.6,,50.1,,307.7,,
MO,City of Jefferson(JEFFTRAN),7043,City,MB,DO,13,18,,307.9,,310.2,,306.0,,18.0,,17.8,,274.4,,634.5,,
,,,,Total,,20,28,,307.9,,531.7,,507.8,,32.9,,31.4,,324.5,,942.2,,
MO,Columbia Transit(CT),7016,City,DR,DO,6,9,,0.0 ,,184.1,,152.4,,17.9,,16.7,,31.7,,103.1,,
MO,Columbia Transit(CT),7016,City,MB,DO,24,32,,647.3,,692.7,,652.2,,72.1,,67.6,,"2,172.7",,"4,649.5",,
,,,,Total,,30,41,,647.3,,876.8,,804.5,,90.0,,84.3,,"2,204.4",,"4,752.6",,
MO,Kansas City Area Transportation Authority(KCATA),7005,Agency,DR,PT,62,79,,0.0 ,,"3,631.8",,"3,175.5",,198.7,,170.5,,271.7,,"2,420.8",,
MO,Kansas City Area Transportation Authority(KCATA),7005,Agency,DR,DO,14,29,,0.0 ,,756.1,,618.2,,51.8,,44.3,,176.6,,"1,162.1",,
MO,Kansas City Area Transportation Authority(KCATA),7005,Agency,DT,PT,8,8,,0.0 ,,86.3,,86.3,,3.8,,3.8,,5.9,,89.7,,
MO,Kansas City Area Transportation Authority(KCATA),7005,Agency,MB,DO,208,248,,"7,764.0",,"8,940.3",,"7,754.8",,630.9,,580.6,,"14,610.8",,"50,084.0",,
MO,Kansas City Area Transportation Authority(KCATA),7005,Agency,VP,DO,27,35,,0.0 ,,448.3,,448.3,,10.5,,10.5,,56.6,,"2,073.8",,
,,,,Total,,319,399,,"7,764.0",,"13,862.9",,"12,083.1",,895.7,,809.6,,"15,121.7",,"55,830.3",,
MO,St. Joseph Transit(The Ride),7032,City,MB,DO,17,20,,861.4,,879.4,,857.6,,77.5,,75.1,,353.2,,"1,766.5",,
MS,City of Jackson Transit System (JATRAN),4015,City,DR,DO,8,12,,0.0 ,,265.9,,226.3,,23.4,,21.7,,24.8,,222.4,Q,
MS,City of Jackson Transit System (JATRAN),4015,City,MB,DO,27,27,Q,919.3,,948.7,Q,931.8,Q,71.0,Q,64.9,Q,520.6,,807.0,Q,
,,,,Total,,35,39,,919.3,,"1,214.6",,"1,158.1",,94.4,,86.6,,545.5,,"1,029.4",,
MS,Coast Transit Authority(CTA),4014,Agency,DR,DO,14,17,,0.0 ,,315.7,Q,264.3,Q,27.8,Q,26.0,Q,53.9,,"1,276.5",,
MS,Coast Transit Authority(CTA),4014,Agency,MB,DO,18,25,,"1,202.4",,"1,257.7",,"1,177.6",,90.1,,81.1,,759.5,,"5,445.3",,
MS,Coast Transit Authority(CTA),4014,Agency,VP,PT,44,50,,0.0 ,,868.0,,868.0,,16.8,,16.8,,133.0,,"5,940.5",,
,,,,Total,,76,92,,"1,202.4",,"2,441.4",,"2,309.9",,134.7,,123.9,,946.3,,"12,662.3",,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,City,DR,DO,11,15,,0.0 ,,200.5,,175.3,,18.4,,16.5,,59.5,,320.1,,
MT,Billings Metropolitan Transit(Billings MET Transit ),8004,City,MB,DO,20,26,,572.1,,622.0,,571.5,,40.5,,38.6,,630.1,,"2,335.1",,
,,,,Total,,31,41,,572.1,,822.4,,746.7,,58.9,,55.2,,689.6,,"2,655.2",,
MT,Great Falls Transit District(GFTD),8012,Agency,DR,DO,6,14,,0.0 ,,130.0,,127.3,,11.3,,11.0,,25.1,,63.8,,
MT,Great Falls Transit District(GFTD),8012,Agency,MB,DO,13,20,,375.0,,429.3,,414.2,,32.9,,31.5,,355.7,,747.1,,
,,,,Total,,19,34,,375.0,,559.3,,541.4,,44.2,,42.5,,380.9,,810.9,,
MT,Missoula Urban Transportation District(Mountain Line),8009,Agency,DR,DO,8,9,,0.0 ,,111.3,,102.8,,9.8,,8.2,,21.3,,71.0,,
MT,Missoula Urban Transportation District(Mountain Line),8009,Agency,MB,DO,19,21,,636.3,,647.6,,626.4,,46.2,,45.1,,791.6,,"2,738.3",,
,,,,Total,,27,30,,636.3,,758.9,,729.2,,55.9,,53.3,,813.0,,"2,809.3",,
MT,The University of Montana - ASUM Transportation(ASUM OT),8107,University,MB,DO,5,9,,116.2,,125.0,,114.3,,9.5,,8.9,,388.0,,695.7,,
NC,Asheville Transit System(ATS),4005,City,DR,PT,6,42,,0.0 ,,235.3,,190.6,,13.3,,10.6,,25.0,,234.6,,
NC,Asheville Transit System(ATS),4005,City,MB,DO,16,21,,890.6,,880.7,,872.9,,64.5,,63.9,,"1,538.6",,"7,046.8",,
,,,,Total,,22,63,,890.6,,"1,116.0",,"1,063.5",,77.8,,74.5,,"1,563.6",,"7,281.4",,
NC,Cape Fear Public Transportation Authority(Wave),4006,Agency,DR,DO,21,24,,0.0 ,,670.0,Q,548.9,Q,48.1,Q,36.7,Q,70.2,,644.8,,
NC,Cape Fear Public Transportation Authority(Wave),4006,Agency,MB,DO,29,39,,"1,324.5",,"1,428.5",,"1,324.4",,111.4,,108.6,,"1,352.2",,"2,670.6",,
,,,,Total,,50,63,,"1,324.5",,"2,098.5",,"1,873.4",,159.5,,145.3,,"1,422.4",,"3,315.3",,
NC,Capital Area Transit(CAT),4007,City,DT,PT,241,531,,0.0 ,,"1,952.8",,"1,952.8",,217.0,,217.0,,406.9,,"3,540.1",,
NC,Capital Area Transit(CAT),4007,City,MB,DO,62,100,,"2,722.8",,"2,964.4",,"2,722.4",,227.9,,213.3,,"5,236.7",,"20,538.1",,
,,,,Total,,303,631,,"2,722.8",,"4,917.2",,"4,675.2",,444.9,,430.3,,"5,643.6",,"24,078.2",,
NC,Chapel Hill Transit(CHT),4051,City,DR,DO,13,19,,0.0 ,,355.3,,300.3,W,30.6,,25.1,W,61.9,,290.0,W,
NC,Chapel Hill Transit(CHT),4051,City,MB,DO,79,99,,"1,847.2",,"2,361.7",,"1,860.5",,184.6,,167.2,,"7,490.6",,"15,233.0",,
,,,,Total,,92,118,,"1,847.2",,"2,717.0",,"2,160.8",Q,215.2,,192.3,Q,"7,552.5",,"15,523.1",Q,
NC,Charlotte Area Transit System(CATS),4008,City,DR,DO,72,84,,0.0 ,,"2,818.5",,"2,479.5",,165.6,,132.0,,234.0,,"2,293.7",,
NC,Charlotte Area Transit System(CATS),4008,City,LR,DO,16,19,,615.9,,831.5,,810.9,,45.5,,44.3,,"3,250.0",,"17,122.9",,
NC,Charlotte Area Transit System(CATS),4008,City,MB,DO,272,347,,"10,778.2",,"12,399.0",,"10,768.0",,854.0,,778.8,,"20,361.0",,"99,054.8",,
NC,Charlotte Area Transit System(CATS),4008,City,VP,DO,80,111,,0.0 ,,"1,945.1",,"1,945.1",,36.5,,36.5,,271.6,,"13,159.4",,
,,,,Total,,440,561,,"11,394.1",,"17,994.1",,"16,003.6",,"1,101.6",,976.0,,"24,116.6",,"131,630.8",,
NC,Durham Area Transit Authority(DATA),4087,City,DR,PT,36,50,,0.0 ,,"1,543.4",,"1,443.7",,82.1,,77.5,,151.2,,"1,231.6",,
NC,Durham Area Transit Authority(DATA),4087,City,MB,PT,37,53,,"2,570.0",,"2,660.2",,"2,568.9",,177.2,,171.2,,"4,908.2",,"19,149.5",,
,,,,Total,,73,103,,"2,570.0",,"4,203.5",,"4,012.6",,259.3,,248.7,,"5,059.4",,"20,381.1",,
NC,Fayetteville Area System of Transit(FAST),4009,City,DR,DO,10,13,,0.0 ,,312.2,,269.1,,23.2,,18.1,,42.4,,319.8,,
NC,Fayetteville Area System of Transit(FAST),4009,City,MB,DO,16,21,,815.9,,848.1,,807.5,,68.7,,66.4,,"1,223.2",,"3,816.3",,
,,,,Total,,26,34,,815.9,,"1,160.3",,"1,076.7",,91.8,,84.6,,"1,265.6",,"4,136.1",,
NC,Greensboro Transit Authority(GTA),4093,City,DR,PT,36,45,,0.0 ,,"1,288.4",,"1,219.0",,92.1,,87.2,,190.0,,"1,495.6",,
NC,Greensboro Transit Authority(GTA),4093,City,MB,PT,44,54,,"2,016.5",,"2,078.4",,"2,045.2",,169.6,,165.6,,"4,000.3",,"15,321.3",,
,,,,Total,,80,99,,"2,016.5",,"3,366.8",,"3,264.1",,261.7,,252.8,,"4,190.4",,"16,816.8",,
NC,Guildford County Transportation(GCTAMS),4133,Agency,DR,PT,42,50,,0.0 ,,"1,951.8",,"1,682.3",,136.8,,122.5,,222.0,,"2,348.6",,
NC,High Point Transit(Hi tran),4011,City,DR,PT,4,4,,0.0 ,,109.4,,79.5,,9.6,,8.3,,17.1,,103.9,,
NC,High Point Transit(Hi tran),4011,City,DR,DO,3,4,,0.0 ,,52.0,,46.6,,5.3,,4.4,,13.2,,59.1,,
NC,High Point Transit(Hi tran),4011,City,MB,DO,11,16,,396.3,,405.7,,398.1,,29.9,,28.8,,779.1,,"1,869.8",,
,,,,Total,,18,24,,396.3,,567.2,,524.2,,44.9,,41.4,,809.4,,"2,032.8",,
NC,North Carolina State University Transportation Department(NCSU),4147,University,MB,PT,24,30,,564.9,,593.2,,564.0,,58.7,,57.4,,"2,260.3",,"4,226.7",,
NC,Piedmont Authority for Regional Transportation(PART),4173,Other  ,MB,PT,37,45,,"2,342.3",,"2,332.9",Q,"1,781.1",Q,72.9,Q,61.3,Q,485.7,Q,"12,716.8",Q,
NC,Piedmont Authority for Regional Transportation(PART),4173,Other  ,VP,DO,44,48,,0.0 ,,912.7,Q,912.7,Q,20.2,Q,20.2,Q,233.7,Q,"9,309.6",Q,
,,,,Total,,81,93,,"2,342.3",,"3,245.6",,"2,693.8",,93.1,,81.5,,719.5,,"22,026.4",,
NC,Research Triangle Regional Public Transportation Authority(Triangle Transit),4108,Agency,DR,DO,7,8,,0.0 ,,394.2,,292.5,,18.3,,12.3,,25.2,,530.4,,
NC,Research Triangle Regional Public Transportation Authority(Triangle Transit),4108,Agency,MB,DO,56,67,,"2,285.1",,"2,909.7",,"2,282.6",,125.9,,102.9,,"1,091.6",,"13,670.4",,
NC,Research Triangle Regional Public Transportation Authority(Triangle Transit),4108,Agency,VP,DO,78,88,,0.0 ,,"1,180.9",,"1,180.9",,27.1,,27.1,,418.2,,"12,375.2",,
,,,,Total,,141,163,,"2,285.1",,"4,484.8",,"3,756.0",,171.4,,142.3,,"1,535.1",,"26,576.0",,
NC,Town of Cary(CTRAN),4143,City,DR,PT,18,18,,0.0 ,,483.6,Q,456.9,Q,31.2,Q,24.5,Q,42.8,,389.9,,
NC,Town of Cary(CTRAN),4143,City,MB,PT,8,18,,489.5,,543.1,,489.5,,32.7,,30.6,,142.3,,903.7,,
,,,,Total,,26,36,,489.5,,"1,026.7",,946.4,,63.9,,55.1,,185.1,,"1,293.6",,
NC,Western Piedmont Regional Transit Authority(WPRTA),4172,Agency,DR,DO,44,49,,0.0 ,,964.7,,766.6,,58.5,Q,46.1,Q,109.0,,"1,348.9",,
NC,Western Piedmont Regional Transit Authority(WPRTA),4172,Agency,MB,DO,4,7,,261.6,,282.9,,261.9,,16.1,,14.9,,147.1,Q,"1,360.2",Q,
,,,,Total,,48,56,,261.6,,"1,247.6",,"1,028.6",,74.7,,61.1,,256.0,,"2,709.1",,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,Agency,DR,DO,23,24,,0.0 ,,655.9,,585.0,,49.1,,45.5,,130.7,,590.6,,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County(WSTA),4012,Agency,MB,DO,33,49,,"1,494.3",,"1,521.0",,"1,493.6",,134.1,,132.0,,"2,684.3",,"6,109.2",,
,,,,Total,,56,73,,"1,494.3",,"2,176.9",,"2,078.6",,183.2,,177.5,,"2,815.0",,"6,699.7",,
ND,Bis-Man Transit Board(CAT),8019,Agency,DR,PT,25,30,,0.0 ,,672.3,Q,654.4,Q,48.2,Q,45.7,Q,171.7,,667.7,,
ND,Bis-Man Transit Board(CAT),8019,Agency,MB,PT,7,12,,1.9,,333.9,,317.9,,21.4,,19.8,,127.8,Q,523.9,Q,
,,,,Total,,32,42,,1.9,,"1,006.2",,972.4,,69.5,,65.5,,299.4,,"1,191.7",,
ND,Cities Area Transit(CAT),8008,City,DR,PT,11,12,,0.0 ,,294.0,Q,275.8,Q,27.2,Q,25.8,Q,65.2,,197.2,Q,
ND,Cities Area Transit(CAT),8008,City,MB,DO,8,11,,387.9,,409.7,,387.9,,27.7,,25.7,,282.6,,"1,222.0",,
,,,,Total,,19,23,,387.9,,703.7,,663.7,,54.9,,51.5,,347.9,,"1,419.2",,
ND,"City of Fargo, DBA:  Metropolitan Area Transit(MAT)",8003,City,DR,PT,11,14,,0.0 ,,357.8,,341.7,,26.5,,25.5,,57.9,,357.3,,
ND,"City of Fargo, DBA:  Metropolitan Area Transit(MAT)",8003,City,MB,PT,20,26,,643.1,,654.7,,639.0,,52.4,,51.4,,"1,570.1",,"5,180.1",,
,,,,Total,,31,40,,643.1,,"1,012.5",,980.7,,78.8,,76.9,,"1,627.9",,"5,537.4",,
NE,StarTran,7001,City,DR,DO,9,11,,0.0 ,,240.9,,237.8,,16.9,,16.4,,34.7,,204.8,,
NE,StarTran,7001,City,DT,PT,6,6,,0.0 ,,135.4,,135.4,,6.4,,6.4,,24.4,,136.6,,
NE,StarTran,7001,City,MB,DO,50,60,,"1,433.5",,"1,493.4",,"1,434.3",,109.9,,105.9,,"1,753.8",,"5,185.9",,
,,,,Total,,65,77,,"1,433.5",,"1,869.7",,"1,807.5",,133.1,,128.7,,"1,812.9",,"5,527.3",,
NE,Transit Authority of Omaha(MAT),7002,Agency,DR,DO,19,24,,0.0 ,,688.5,,618.8,,46.8,,42.9,,88.6,,471.4,,
NE,Transit Authority of Omaha(MAT),7002,Agency,MB,DO,125,138,,"4,080.5",,"4,081.0",,"4,080.7",,301.9,,301.9,,"4,193.4",,"17,648.4",,
,,,,Total,,144,162,,"4,080.5",,"4,769.4",,"4,699.5",,348.8,,344.8,,"4,282.0",,"18,119.8",,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,Agency,DR,DO,2,6,,0.0 ,,84.9,,51.6,,4.6,,2.5,,4.8,,40.1,,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,Agency,MB,PT,4,6,,38.3,,68.8,,37.7,,4.9,,3.7,,21.8,,172.2,,
NH,Cooperative Alliance for Seacoast Transportation(COAST),1086,Agency,MB,DO,13,24,,560.0,,632.1,,560.8,,41.7,,39.1,,389.3,,"3,027.4",,
,,,,Total,,19,36,,598.3,,785.8,,650.1,,51.2,,45.3,,416.0,,"3,239.7",,
NH,Manchester Transit Authority(MTA),1002,Agency,DR,DO,5,5,,0.0 ,,101.1,,69.8,,10.4,,7.9,,13.7,,50.6,,
NH,Manchester Transit Authority(MTA),1002,Agency,MB,DO,12,15,,431.1,,444.6,,431.1,,39.3,,38.6,,446.9,,"1,107.9",,
,,,,Total,,17,20,,431.1,,545.7,,501.0,,49.8,,46.5,,460.6,,"1,158.5",,
NH,Nashua Transit System(NTS),1087,City,DR,PT,8,9,,0.0 ,,161.9,,145.7,,10.6,,9.8,,26.1,,169.9,,
NH,Nashua Transit System(NTS),1087,City,MB,PT,7,8,,363.4,,372.3,,360.8,,26.5,,25.9,,445.1,,"2,225.4",,
,,,,Total,,15,17,,363.4,,534.1,,506.5,,37.1,,35.7,,471.2,,"2,395.4",,
NH,University Of New Hampshire - University Transportation Services(UNH UTS),1119,University,MB,DO,25,29,,433.3,,496.5,,433.3,,33.5,,25.4,,"1,101.5",,"2,912.7",,
NJ,"Academy Lines, Inc.",2122,For-Profit,MB,DO,238,267,,"8,023.6",,"9,016.7",,"7,944.2",,349.7,,317.9,,"3,900.6",,"233,014.1",,
NJ,Bergen County Community Transportation(BCCT),2192,City,DR,DO,58,58,,0.0 ,,"1,155.7",,"1,041.3",,117.1,,102.7,,273.9,,"3,062.5",,
NJ,Cape May County Fare Free Transportation(Fare Free),2203,City,DR,DO,41,41,,0.0 ,,"1,174.0",,"1,022.3",,77.7,,48.7,,209.2,,"1,022.3",,
NJ,"Community Transit, Inc. (Community Transit)",2160,Contractor,MB,DO,21,22,,941.7,,"1,208.3",,909.0,,75.4,Q,67.0,,591.4,,"14,859.5",,
NJ,County of Atlantic(ACTU),2199,City,DR,DO,43,44,,0.0 ,,662.8,,465.0,,42.7,,36.5,,141.7,,"1,287.3",,
NJ,Cumberland Area Transit System(CATS),2193,AAOA,DR,DO,36,36,,0.0 ,,714.3,,610.8,,44.9,,40.0,,108.2,,610.8,,
NJ,DeCamp Bus Lines,2161,Contractor,MB,DO,56,78,,"1,617.2",,"1,955.8",,"1,420.9",Q,128.7,,92.2,,"1,985.0",,"43,233.4",Q,
NJ,Gloucester County Division of Transporation Services(DTS),2195,City,DR,DO,42,42,,0.0 ,,689.9,,565.8,,67.2,,55.7,,133.3,,"1,783.7",,
NJ,"Hudson Transit Lines, Inc.(Short Line)",2126,For-Profit,MB,DO,158,185,,"8,746.5",,"8,835.8",,"8,490.7",,198.1,,190.4,,"3,653.3",,"189,024.9",,
NJ,"Lakeland Bus Lines, Inc.",2163,For-Profit,MB,DO,58,65,,"2,754.2",,"3,296.6",,"2,730.4",,92.8,,80.0,,"1,767.4",,"46,316.5",,
NJ,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",2197,Non-Profit,DR,PT,2,2,,0.0 ,,46.7,,23.1,,2.4,,1.6,,11.0,,33.1,,
NJ,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",2197,Non-Profit,MB,PT,11,11,,223.4,,290.1,,223.4,,18.4,,16.1,,121.1,,464.6,,
,,,,Total,,13,13,,223.4,,336.8,,246.5,,20.9,,17.7,,132.1,,497.7,,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,CR,DO,"1,291","1,332",,"64,761.3",,"68,483.7",,"64,316.5",,"2,242.7",,"1,914.0",,"82,223.5",,"2,031,559.2",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,DR,PT,377,377,,0.0 ,,"11,827.5",,"9,825.7",,675.6,,573.7,,923.3,,"5,943.8",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,LR,PT,57,72,,"3,456.2",,"3,332.6",,"3,332.6",,202.9,,202.9,,"15,578.5",,"87,054.1",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,LR,DO,16,21,,556.6,,555.9,,548.8,,61.3,,59.2,,"5,912.7",,"13,842.3",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,MB,PT,197,231,,"7,901.8",,"9,429.1",,"7,866.8",,732.7,,614.1,,"11,712.2",,"50,545.2",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,MB,DO,"1,833","2,170",,"71,287.3",,"91,270.4",,"71,305.4",,"5,650.2",,"4,738.8",,"150,512.1",,"1,031,314.0",,
NJ,New Jersey Transit Corporation(NJ TRANSIT),2080,Other Public,VP,PT,204,208,,0.0 ,,"4,508.1",,"4,508.1",,110.4,,110.4,,856.8,,"34,094.4",,
,,,,Total,,"3,975","4,411",,"147,963.1",,"189,407.3",,"161,703.9",,"9,675.6",,"6,551.5",,"267,719.2",,"3,254,352.8",,
NJ,New Jersey Transit Corporation-45(NJTC-45),2132,Other  ,MB,DO,43,46,,"1,539.0",,"1,539.0",,"1,539.0",,186.7,,186.7,,"4,428.4",,"6,451.5",,
NJ,"Olympia Trails Bus Company, Inc.(Coach USA)",2165,Contractor,MB,DO,10,14,,985.5,,987.3,,967.6,,71.2,,69.5,,626.7,,"12,211.3",,
NJ,"Orange-Newark-Elizabeth, Inc.(Coach USA)",2166,Contractor,MB,DO,58,67,,"2,399.8",,"2,432.7",,"2,340.8",,245.7,,233.4,,"10,841.8",,"34,693.9",Q,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,Agency,FB,PT,6,6,,147.7,,147.7,,147.7,,15.8,,15.8,,"1,440.1",,"4,005.2",,
NJ,Port Authority Trans-Hudson Corporation(PATH),2098,Agency,HR,DO,266,375,,"13,045.9",,"12,967.5",,"12,282.0",,856.6,,665.3,,"82,994.2",,"351,594.1",,
,,,,Total,,272,381,,"13,193.6",,"13,115.2",,"12,429.7",,872.5,,110.9,,"84,434.3",,"355,599.3",,
NJ,Port Authority Transit Corporation(PATCO),2075,Agency,HR,DO,84,96,,"4,412.6",,"4,679.6",,"4,383.4",,161.4,,141.1,,"10,109.0",,"89,769.9",,
NJ,Port Imperial Ferry Corporation dba NY Waterway,2190,Other  ,FB,DO,11,15,,427.5,,427.5,,427.5,Q,27.2,,27.2,Q,"3,720.8",Q,"14,527.8",Q,
NJ,Port Imperial Ferry Corporation dba NY Waterway,2190,Other  ,MB,DO,41,50,,504.1,,504.1,Q,504.1,Q,120.5,Q,120.5,Q,"2,608.6",,"10,436.4",,
,,,,Total,,52,65,,931.6,,931.6,,931.6,,147.8,,147.8,,"6,329.4",,"24,964.1",,
NJ,"Rockland Coaches, Inc.",2149,Contractor,MB,DO,84,103,,"3,503.7",,"4,271.8",,"3,441.6",,188.4,Q,144.6,Q,"3,241.1",,"60,820.9",,
NJ,Suburban Transit Corporation(Coach USA),2128,For-Profit,MB,DO,138,146,,"5,206.9",,"5,164.5",,"5,090.1",,263.0,,259.8,,"2,775.4",,"67,754.5",,
NJ,Trans-Hudson Express,2168,For-Profit,MB,DO,38,40,,799.2,,"1,341.4",,933.6,,116.5,,77.0,,"3,648.1",,"34,439.1",,
NM,City of Albuquerque Transit Department(ABQ Ride),6019,City,DR,DO,50,62,,0.0 ,,"2,205.7",,"1,914.4",,121.1,,105.8,,203.7,,"2,018.1",,
NM,City of Albuquerque Transit Department(ABQ Ride),6019,City,MB,DO,123,191,,"5,079.1",,"6,116.6",,"5,087.8",,408.5,,375.7,,"11,177.1",,"37,443.3",,
,,,,Total,,173,253,,"5,079.1",,"8,322.3",,"7,002.2",,529.6,,481.5,,"11,380.8",,"39,461.4",,
NM,Las Cruces Area Transit(RoadRUNNER Transit),6049,City,DR,DO,12,19,,0.0 ,,221.8,,204.8,,25.9,,22.8,,54.1,,206.7,,
NM,Las Cruces Area Transit(RoadRUNNER Transit),6049,City,MB,DO,12,17,,494.4,,513.1,,491.3,,34.6,,33.3,,601.8,,"2,038.2",,
,,,,Total,,24,36,,494.4,,734.9,,696.1,,60.5,,56.1,,655.9,,"2,244.9",,
NM,Rio Metro Regional Transit District(RMRTD),6111,Agency,CR,PT,25,31,,"1,570.9",,"1,691.5",,"1,570.9",,44.5,,40.7,,"1,240.5",,"58,394.8",,
NM,Santa Fe Trails - City of Santa Fe(SFT),6077,City,DR,DO,14,18,,0.0 ,,302.4,,240.3,,29.1,,19.9,,41.5,,146.1,,
NM,Santa Fe Trails - City of Santa Fe(SFT),6077,City,MB,DO,26,29,,922.5,,"1,020.8",Q,918.2,Q,80.0,Q,77.0,Q,838.8,,"2,860.4",Q,
,,,,Total,,40,47,,922.5,,"1,323.1",,"1,158.5",,109.1,,96.9,,880.3,,"3,006.6",,
NV,Regional Transportation Commission of Southern Nevada(RTC),9045,MPO,DR,PT,230,290,,0.0 ,,"10,163.2",,"8,597.8",,674.8,,535.4,,"1,031.8",,"11,835.2",,
NV,Regional Transportation Commission of Southern Nevada(RTC),9045,MPO,MB,PT,298,424,,"16,420.6",,"18,131.2",,"16,335.0",,"1,500.6",,"1,440.5",,"56,382.3",,"187,753.0",,
,,,,Total,,528,714,,"16,420.6",,"28,294.4",,"24,932.8",,"2,175.3",,"1,975.9",,"57,414.1",,"199,588.3",,
NV,Regional Transportation Commission of Washoe County(RTC),9001,Agency,DR,PT,42,46,,0.0 ,,"1,240.2",,"1,150.0",,85.6,,77.5,,205.8,,"1,429.5",,
NV,Regional Transportation Commission of Washoe County(RTC),9001,Agency,DT,PT,7,7,,0.0 ,,112.6,,112.6,,2.9,,2.9,,16.0,,121.7,,
NV,Regional Transportation Commission of Washoe County(RTC),9001,Agency,MB,DO,58,70,,"2,797.6",,"2,926.9",,"2,757.9",,249.8,,242.8,,"7,474.9",,"23,753.7",,
NV,Regional Transportation Commission of Washoe County(RTC),9001,Agency,VP,PT,14,17,,0.0 ,,118.5,,118.5,,2.5,,2.5,,16.2,,871.7,,
,,,,Total,,121,140,,"2,797.6",,"4,398.2",,"4,138.9",,340.7,,325.6,,"7,712.9",,"26,176.6",,
